sample_id	condition_simple	is_control	group	tissue	timepoint_hr	time_h	batch	raw_time_label	time_reference_event
SRR13694562	DELIVERY	FALSE	delivery_aav9_ar45	Tibialis anterior	1008	1008	NA	6 weeks after AAV9 injection (5 to 11 weeks of age)	intravenous AAV9-AR45 or AAV9-GFP injection
SRR13694563	DELIVERY	FALSE	delivery_aav9_ar45	Tibialis anterior	1008	1008	NA	6 weeks after AAV9 injection (5 to 11 weeks of age)	intravenous AAV9-AR45 or AAV9-GFP injection
SRR13694564	DELIVERY	FALSE	delivery_aav9_ar45	Tibialis anterior	1008	1008	NA	6 weeks after AAV9 injection (5 to 11 weeks of age)	intravenous AAV9-AR45 or AAV9-GFP injection
SRR13694565	DELIVERY	FALSE	delivery_aav9_gfp	Tibialis anterior	1008	1008	NA	6 weeks after AAV9 injection (5 to 11 weeks of age)	intravenous AAV9-AR45 or AAV9-GFP injection
SRR13694566	DELIVERY	FALSE	delivery_aav9_gfp	Tibialis anterior	1008	1008	NA	6 weeks after AAV9 injection (5 to 11 weeks of age)	intravenous AAV9-AR45 or AAV9-GFP injection
SRR13694567	DELIVERY	FALSE	delivery_aav9_gfp	Tibialis anterior	1008	1008	NA	6 weeks after AAV9 injection (5 to 11 weeks of age)	intravenous AAV9-AR45 or AAV9-GFP injection
SRR13694568	CONTROL	TRUE	delivery_untreated	Tibialis anterior	1008	1008	NA	6 weeks after AAV9 injection (5 to 11 weeks of age)	intravenous AAV9-AR45 or AAV9-GFP injection
SRR13694569	CONTROL	TRUE	delivery_untreated	Tibialis anterior	1008	1008	NA	6 weeks after AAV9 injection (5 to 11 weeks of age)	intravenous AAV9-AR45 or AAV9-GFP injection
SRR13694570	CONTROL	TRUE	delivery_untreated	Tibialis anterior	1008	1008	NA	6 weeks after AAV9 injection (5 to 11 weeks of age)	intravenous AAV9-AR45 or AAV9-GFP injection
