gse_id	split_id	split_path	audit_role	time_group	tissue	time_h	n_samples	n_controls	n_delivery	mean_max_contribution_fraction	median_max_contribution_fraction	max_max_contribution_fraction	control_median_max_contribution_fraction	delivery_median_max_contribution_fraction	dominant_gene_id_mode	dominant_gene_symbol_mode	n_unique_top_contributors	pass	fail_reason
GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	anchor	acute_main	Muscle	6	10	5	5	0.025430947789680546	0.022354268435798318	0.04544727509426469	0.013072286950755319	0.038469443969946365	ENSMUSG00000022126	Acod1	5	TRUE	NA
GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	anchor	acute_main	Muscle	6	10	5	5	0.0285566984761596	0.02815132165051302	0.05010928542033349	0.013072286950755319	0.04417646009919825	ENSMUSG00000022126	Acod1	5	TRUE	NA
GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	external	extended_transfer	Muscle	72	10	5	5	0.023864180442935742	0.015047948085180203	0.044330829636679475	0.013072286950755319	0.0381128057192191	ENSMUSG00000085295	4930430E12Rik	6	TRUE	NA
GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	external	extended_transfer	Muscle	72	10	5	5	0.025310208826768415	0.021910781662270375	0.04811383949961541	0.013072286950755319	0.03847624330701874	ENSMUSG00000085295	4930430E12Rik	6	TRUE	NA
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_1000_g_lnps_injected__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_1000_g_lnps_injected__VS=baseline_0.tsv	calibration	acute_main	draining lymph nodes	24	8	4	4	0.02816335894431818	0.029139924962542862	0.04335191758384371	0.020294519797005216	0.036236060189576466	ENSMUSG00000052485	Tmem171	6	TRUE	NA
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_250_g_alum_injected__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_250_g_alum_injected__VS=baseline_0.tsv	calibration	acute_main	draining lymph nodes	24	8	4	4	0.045731191941702345	0.027657236308372468	0.10706594555986552	0.020294519797005216	0.07613306684527263	ENSMUSG00000022126	Acod1	6	TRUE	NA
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_5_g_gi_1_gii_4_vlp__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_5_g_gi_1_gii_4_vlp__VS=baseline_0.tsv	calibration	acute_main	draining lymph nodes	24	8	4	4	0.0427470247218248	0.029526085615958302	0.11811420923008235	0.020294519797005216	0.0568034168230682	ENSMUSG00000052485	Tmem171	6	TRUE	NA
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0.tsv	calibration	acute_main	draining lymph nodes	24	8	4	4	0.030072408429423846	0.03013270449986303	0.04873246748936231	0.020294519797005216	0.04018920363991968	ENSMUSG00000040026	Saa3	5	TRUE	NA
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0.tsv	calibration	acute_main	draining lymph nodes	24	8	4	4	0.02943043978883815	0.031097318259814717	0.045781608730707496	0.020294519797005216	0.03813214469695262	ENSMUSG00000052485	Tmem171	6	TRUE	NA
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0.tsv	calibration	acute_main	draining lymph nodes	24	8	4	4	0.02961450848627608	0.03147124907721785	0.04141255138663351	0.020294519797005216	0.04067901734133819	ENSMUSG00000052485	Tmem171	5	TRUE	NA
GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279743_design/GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0.tsv	external	acute_main	Lymph Node	6	6	3	3	0.026336959029979994	0.027135714298361046	0.037685588851521214	0.019075050701688506	0.03708123585251708	ENSMUSG00000060183	Cxcl11	3	TRUE	NA
GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279743_design/GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0.tsv	external	acute_main	Lymph Node	6	6	3	3	0.03307583794149921	0.022612447559272	0.062243606148353364	0.019075050701688506	0.06200302550297833	ENSMUSG00000040026	Saa3	5	TRUE	NA
GSE279744	GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279744_design/GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0.tsv	calibration	acute_main	lymph node	6	6	3	3	0.030656339578298542	0.03107809235099102	0.04579298448201707	0.017022388879583784	0.045288856053564815	ENSMUSG00000040328	Or2v1	4	TRUE	NA
GSE279744	GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279744_design/GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0.tsv	calibration	acute_main	lymph node	6	6	3	3	0.04109291582640467	0.03134418169164055	0.08405435727946668	0.017022388879583784	0.06911476206345289	ENSMUSG00000138573	Gm72936	5	TRUE	NA
GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE314070_design/GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0.tsv	external	extended_transfer	small intestine	336	6	3	3	0.04729233673066637	0.03263696027481974	0.10899921707775252	0.013144143095250591	0.08444506497469864	ENSMUSG00000022126	Acod1	3	TRUE	NA
GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE314070_design/GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0.tsv	external	extended_transfer	small intestine	336	6	3	3	0.07461264603965496	0.04213230869380976	0.18943985186699702	0.013144143095250591	0.14893558920140565	ENSMUSG00000022126	Acod1	4	TRUE	NA
GSE39129	GSE39129_design__T=liver__H=4__B=NA__G=delivery_lentiviral_vector_lv__VS=delivery_none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE39129_design/GSE39129_design__T=liver__H=4__B=NA__G=delivery_lentiviral_vector_lv__VS=delivery_none.tsv	anchor	acute_main	liver	4	6	3	3	0.02097482441443567	0.02132229923012023	0.02676398014371228	0.017375286670555747	0.026351770597154232	ENSMUSG00000078922	Tgtp1	5	TRUE	NA
