gse_id	split_id	split_path	pass	fail_reason	contrast_label	control_label	tissue	time_h	n_split_samples	n_scored_samples	n_controls	n_delivery	mean_coverage	control_mean_imrs_z	delivery_mean_imrs_z	delta_mean_imrs_z	control_median_imrs_z	delivery_median_imrs_z	delta_median_imrs_z	auc_imrs_z	grid_id	min_abs_log2FC	min_up_anchor_count	fdr_support	audit_role	time_group	sensitivity_scope	holdout_anchor	training_anchors	n_training_genes
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver.tsv	TRUE	NA	WT_virus_plus_rh9C12_H433A_whole_liver__vs__WT_uninfected_whole_liver	WT_uninfected_whole_liver	whole liver	4	8	8	4	4	1	-0.3010567341323311	12.16395256949377	12.4650093036261	-0.3346475322884504	12.19609823848098	12.53074577076943	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver.tsv	TRUE	NA	TRIM21_KO_virus_plus_rh9C12_WT_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	TRIM21_KO_uninfected_whole_liver	whole liver	4	8	8	4	4	1	0.301056734132331	11.622535668881724	11.321478934749393	0.40910191033814564	12.20774441084004	11.798642500501893	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver.tsv	TRUE	NA	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	TRIM21_KO_uninfected_whole_liver	whole liver	4	8	8	4	4	1	0.301056734132331	11.70352917565074	11.402472441518409	0.40910191033814564	11.686918161165156	11.27781625082701	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=TRIM21_KO_virus_only_whole_liver__VS=TRIM21_KO_uninfected_whole_liver	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=TRIM21_KO_virus_only_whole_liver__VS=TRIM21_KO_uninfected_whole_liver.tsv	TRUE	NA	TRIM21_KO_virus_only_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	TRIM21_KO_uninfected_whole_liver	whole liver	4	8	8	4	4	1	0.301056734132331	10.25437758795388	9.953320853821548	0.40910191033814564	10.962383566249768	10.553281655911622	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_only_whole_liver__VS=WT_uninfected_whole_liver	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_only_whole_liver__VS=WT_uninfected_whole_liver.tsv	TRUE	NA	WT_virus_only_whole_liver__vs__WT_uninfected_whole_liver	WT_uninfected_whole_liver	whole liver	4	8	8	4	4	1	-0.3010567341323311	9.509155785252606	9.810212519384937	-0.3346475322884504	8.948097306231784	9.282744838520234	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_plus_rh9C12_WT_whole_liver__VS=WT_uninfected_whole_liver	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_plus_rh9C12_WT_whole_liver__VS=WT_uninfected_whole_liver.tsv	TRUE	NA	WT_virus_plus_rh9C12_WT_whole_liver__vs__WT_uninfected_whole_liver	WT_uninfected_whole_liver	whole liver	4	8	8	4	4	1	-0.3010567341323311	19.23556050937368	19.53661724350601	-0.3346475322884504	19.16502578410481	19.49967331639326	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad.mva__VS=none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=ad.mva__VS=none.tsv	TRUE	NA	ad.mva__vs__none	none	blood	24	12	12	6	6	1	1.8490164549929873e-17	22.080352284346077	22.080352284346077	0.03310226060365179	20.983406603405523	20.95030434280187	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_empty__VS=none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=ad_empty__VS=none.tsv	TRUE	NA	ad_empty__vs__none	none	blood	24	12	12	6	6	1	1.8490164549929873e-17	22.443365352793087	22.443365352793087	0.03310226060365179	22.883245074777115	22.850142814173463	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_fhbp__VS=none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=ad_fhbp__VS=none.tsv	TRUE	NA	ad_fhbp__vs__none	none	blood	24	12	12	6	6	1	1.8490164549929873e-17	27.58184048176578	27.58184048176578	0.03310226060365179	27.37159641161452	27.338494151010867	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_pref__VS=none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=ad_pref__VS=none.tsv	TRUE	NA	ad_pref__vs__none	none	blood	24	12	12	6	6	1	1.8490164549929873e-17	1.8584718115257912	1.8584718115257912	0.03310226060365179	2.157536020101869	2.124433759498217	0.6388888888888888	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva.ad__VS=none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=mva.ad__VS=none.tsv	TRUE	NA	mva.ad__vs__none	none	blood	24	12	12	6	6	1	1.8490164549929873e-17	32.55454329052921	32.55454329052921	0.03310226060365179	32.541822311933714	32.508720051330066	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva_fhbp__VS=none	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=mva_fhbp__VS=none.tsv	TRUE	NA	mva_fhbp__vs__none	none	blood	24	12	12	6	6	1	1.8490164549929873e-17	27.187395293038207	27.187395293038207	0.03310226060365179	26.681987448296162	26.64888518769251	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE166655	GSE166655_design__T=Tibialis_anterior__H=672__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE166655_design/GSE166655_design__T=Tibialis_anterior__H=672__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated.tsv	TRUE	NA	delivery_aav9_ar45__vs__delivery_untreated	delivery_untreated	Tibialis anterior	672	6	6	3	3	1	3.701195166322391e-17	8.282959607171454	8.282959607171454	-0.2388411019710639	7.617299460320787	7.85614056229185	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE166655	GSE166655_design__T=Tibialis_anterior__H=672__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE166655_design/GSE166655_design__T=Tibialis_anterior__H=672__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated.tsv	TRUE	NA	delivery_aav9_gfp__vs__delivery_untreated	delivery_untreated	Tibialis anterior	672	6	6	3	3	1	3.701195166322391e-17	5.755394488289506	5.755394488289506	-0.2388411019710639	6.0479418691335916	6.286782971104655	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE178313	GSE178313_design__T=Liver__H=48__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE178313_design/GSE178313_design__T=Liver__H=48__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs.tsv	TRUE	NA	mouse_repopulated_lnp__vs__mouse_repopulated_pbs	mouse_repopulated_pbs	Liver	48	8	8	4	4	1	1.3877787807814457e-17	5.560561395627681	5.560561395627681	-0.45249426653378877	4.531195869658459	4.983690136192248	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE262515_cell_line	GSE262515_cell_line__T=cell_line__H=72__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_cell_line_design/GSE262515_cell_line__T=cell_line__H=72__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0.tsv	TRUE	NA	delivery_tlnp_sihbv_50nm__vs__baseline_0	baseline_0	cell line	72	6	6	3	3	1	-6.476752727885282e-17	2.0583583827183562	2.0583583827183562	-0.138121626723232	1.5747293469684838	1.7128509736917157	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE262515_cell_line	GSE262515_cell_line__T=cell_line__H=72__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_cell_line_design/GSE262515_cell_line__T=cell_line__H=72__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0.tsv	TRUE	NA	delivery_tlnp_sinc_50nm__vs__baseline_0	baseline_0	cell line	72	6	6	3	3	1	-6.476752727885282e-17	-3.290997122753536	-3.290997122753536	-0.138121626723232	-3.523865865512718	-3.3857442387894863	0	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE262515_tissue	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_tissue_design/GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0.tsv	TRUE	NA	delivery_tlnp_sihbv_1mg_kg__vs__baseline_0	baseline_0	tissue	72	6	6	3	3	1	9.25185853854297e-18	3.265000760341562	3.265000760341562	-0.14682564448771815	3.703291654515144	3.850117299002862	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE262515_tissue	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_tissue_design/GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0.tsv	TRUE	NA	delivery_tlnp_sihbv_2_5mg_kg__vs__baseline_0	baseline_0	tissue	72	6	6	3	3	1	9.25185853854297e-18	1.9017529807853135	1.9017529807853135	-0.14682564448771815	2.3006221149078994	2.4474477593956174	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE262515_tissue	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE262515_tissue_design/GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0.tsv	TRUE	NA	delivery_tlnp_sinc_1mg_kg__vs__baseline_0	baseline_0	tissue	72	6	6	3	3	1	9.25185853854297e-18	2.9746609681546525	2.9746609681546525	-0.14682564448771815	2.9704398095691045	3.1172654540568225	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	TRUE	NA	delivery_ad26__vs__baseline_0	baseline_0	Blood	72	10	10	5	5	1	0.36592740959081305	0.7600188021492297	0.39409139255841663	0.4025796020888673	0.8292790254390179	0.4266994233501506	0.92	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE264344	GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	TRUE	NA	delivery_ad5__vs__baseline_0	baseline_0	Blood	72	10	10	5	5	1	0.36592740959081305	0.9089175430726241	0.542990133481811	0.4025796020888673	0.8865996874093722	0.48402008532050494	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	TRUE	NA	delivery_ad26__vs__baseline_0	baseline_0	dLN	72	10	10	5	5	1	0.9253014840408997	1.3345782789141574	0.40927679487325763	0.8417066413818608	1.3832010723337576	0.5414944309518968	0.92	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE264344	GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	TRUE	NA	delivery_ad5__vs__baseline_0	baseline_0	dLN	72	10	10	5	5	1	0.9253014840408997	1.4652524378518816	0.5399509538109819	0.8417066413818608	1.4628662488029711	0.6211596074211103	0.96	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad26__VS=baseline_0.tsv	TRUE	NA	delivery_ad26__vs__baseline_0	baseline_0	Muscle	72	10	10	5	5	1	-1.2912288936317127	0.19262795585450354	1.4838568494862163	-1.2978109274910363	0.5558176808998457	1.8536286083908822	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE264344	GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=72__B=NA__G=delivery_ad5__VS=baseline_0.tsv	TRUE	NA	delivery_ad5__vs__baseline_0	baseline_0	Muscle	72	10	10	5	5	1	-1.2912288936317127	0.507277913751073	1.7985068073827857	-1.2978109274910363	0.26110382981036523	1.5589147573014015	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_1000_g_lnps_injected__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_1000_g_lnps_injected__VS=baseline_0.tsv	TRUE	NA	delivery_1000_g_lnps_injected__vs__baseline_0	baseline_0	draining lymph nodes	24	8	8	4	4	1	2.7755575615628914e-17	41.13280970148005	41.13280970148005	-0.038476807288523374	41.54597291885511	41.58444972614363	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_250_g_alum_injected__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_250_g_alum_injected__VS=baseline_0.tsv	TRUE	NA	delivery_250_g_alum_injected__vs__baseline_0	baseline_0	draining lymph nodes	24	8	8	4	4	1	2.7755575615628914e-17	1.5141298086615935	1.5141298086615935	-0.038476807288523374	1.7138505118000231	1.7523273190885464	0.8125	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_5_g_gi_1_gii_4_vlp__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_5_g_gi_1_gii_4_vlp__VS=baseline_0.tsv	TRUE	NA	delivery_5_g_gi_1_gii_4_vlp__vs__baseline_0	baseline_0	draining lymph nodes	24	8	8	4	4	1	2.7755575615628914e-17	5.239492435865074	5.239492435865074	-0.038476807288523374	4.991546198993012	5.030023006281535	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0.tsv	TRUE	NA	delivery_250_g_alum_5_g_gi_1_gii_4_vlp_injected__vs__baseline_0	baseline_0	draining lymph nodes	24	8	8	4	4	1	2.7755575615628914e-17	2.5842422068498023	2.5842422068498023	-0.038476807288523374	2.4299674904311432	2.4684442977196666	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0.tsv	TRUE	NA	delivery_125_g_lnps_5_g_gi_1_gii_4_vlp_injected__vs__baseline_0	baseline_0	draining lymph nodes	24	8	8	4	4	1	2.7755575615628914e-17	30.194491075061233	30.194491075061233	-0.038476807288523374	31.58327416239503	31.621750969683553	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0.tsv	TRUE	NA	delivery_1000_g_lnps_5_g_gi_1_gii_4_vlp_injected__vs__baseline_0	baseline_0	draining lymph nodes	24	8	8	4	4	1	2.7755575615628914e-17	46.38833717474048	46.38833717474048	-0.038476807288523374	47.090697379724716	47.12917418701324	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279743_design/GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0.tsv	TRUE	NA	delivery_vaccination_with_sm102__vs__baseline_0	baseline_0	Lymph Node	6	6	6	3	3	1	0	17.90582268559397	17.90582268559397	-0.41478806564505855	19.34801225035666	19.76280031600172	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279743_design/GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0.tsv	TRUE	NA	delivery_vaccination_with_ssop__vs__baseline_0	baseline_0	Lymph Node	6	6	6	3	3	1	0	2.902595689926909	2.902595689926909	-0.41478806564505855	2.9650287733770093	3.3798168390220678	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE279744	GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279744_design/GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0.tsv	TRUE	NA	delivery_vaccination_with_sm102__vs__baseline_0	baseline_0	lymph node	6	6	6	3	3	1	-9.25185853854297e-18	72.73287981502024	72.73287981502024	0.1544169261318585	71.2474464725513	71.09302954641944	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE279744	GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279744_design/GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0.tsv	TRUE	NA	delivery_vaccination_with_ssop__vs__baseline_0	baseline_0	lymph node	6	6	6	3	3	1	-9.25185853854297e-18	14.666926019380957	14.666926019380957	0.1544169261318585	13.623397174750176	13.468980248618317	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	calibration	acute_main	external_full_3_anchor_weights	NA	NA	NA
GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE314070_design/GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0.tsv	TRUE	NA	delivery_am80_lnp__vs__baseline_0	baseline_0	small intestine	336	6	6	3	3	1	-3.700743415417188e-17	6.495930879932667	6.495930879932667	0.3173612711573449	6.083533744515034	5.766172473357689	0.6666666666666666	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE314070_design/GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0.tsv	TRUE	NA	delivery_sm102_lnp__vs__baseline_0	baseline_0	small intestine	336	6	6	3	3	1	-3.700743415417188e-17	-0.239143552653899	-0.23914355265389897	0.3173612711573449	-0.8823664458761554	-1.1997277170335003	0.4444444444444444	lfc0.25_k2_fdr0.05	0.25	2	0.05	external	extended_transfer	external_full_3_anchor_weights	NA	NA	NA
GSE264344	GSE264344_design__T=Blood__H=1__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=1__B=NA__G=delivery_ad26__VS=baseline_0.tsv	TRUE	NA	delivery_ad26__vs__baseline_0	baseline_0	Blood	1	10	10	5	5	1	0.511683765308292	0.6266607919774744	0.11497702666918241	0.5259589783962638	0.6369551384609073	0.11099616006464352	0.7200000000000001	lfc0.25_k2_fdr0.05	0.25	2	0.05	anchor	acute_main	loao_2_anchor_weights	GSE264344	GSE39129;GSE167521	750
GSE264344	GSE264344_design__T=Blood__H=1__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=1__B=NA__G=delivery_ad5__VS=baseline_0.tsv	TRUE	NA	delivery_ad5__vs__baseline_0	baseline_0	Blood	1	10	10	5	5	1	0.511683765308292	0.7341551890874126	0.22247142377912066	0.5259589783962638	0.7342184870040054	0.20825950860774156	0.96	lfc0.25_k2_fdr0.05	0.25	2	0.05	anchor	acute_main	loao_2_anchor_weights	GSE264344	GSE39129;GSE167521	750
GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0.tsv	TRUE	NA	delivery_ad26__vs__baseline_0	baseline_0	Blood	12	10	10	5	5	1	0.511683765308292	3.235624957323413	2.723941192015121	0.5259589783962638	3.1436772044366803	2.6177182260404166	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	anchor	acute_main	loao_2_anchor_weights	GSE264344	GSE39129;GSE167521	750
GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0.tsv	TRUE	NA	delivery_ad5__vs__baseline_0	baseline_0	Blood	12	10	10	5	5	1	0.511683765308292	2.0837806863785593	1.5720969210702673	0.5259589783962638	2.155144082116178	1.629185103719914	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	anchor	acute_main	loao_2_anchor_weights	GSE264344	GSE39129;GSE167521	750
GSE264344	GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad26__VS=baseline_0	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad26__VS=baseline_0.tsv	TRUE	NA	delivery_ad26__vs__baseline_0	baseline_0	Blood	24	10	10	5	5	1	0.511683765308292	2.1250823762088107	1.6133986109005187	0.5259589783962638	2.181130265436366	1.655171287040102	1	lfc0.25_k2_fdr0.05	0.25	2	0.05	anchor	acute_main	loao_2_anchor_weights	GSE264344	GSE39129;GSE167521	750
