gene_id	datasets_used	k_datasets_used	beta_meta	se_meta	sum_w	k	Q	df	I2	phase	is_core	heterogeneity_flag
ENSMUSG00000092335.3	GSE167521;GSE264344;GSE279372;GSE39129	4	-0.7752779724112328	0.09228517545713658	117.41838845763797	4	3.5186873976344772	3	0.14740934303603595	anchor	FALSE	FALSE
ENSMUSG00000126238.1	GSE167521;GSE264344;GSE279372;GSE279744;GSE39129	5	-0.37361075105373687	0.16646461486699876	36.0874453617419	5	4.691436832373352	4	0.14738274372620314	anchor	FALSE	FALSE
ENSMUSG00000128107.1	GSE264344;GSE279372	2	-0.3187867515360231	0.18339181453946188	29.73309406622127	2	1.1728044993539692	1	0.1473429710144848	anchor	FALSE	FALSE
ENSMUSG00000005893.15	GSE167521;GSE264344;GSE279372;GSE279744;GSE39129	5	0.019480090847610355	0.02503472634478987	1595.5642722018376	5	4.690906266535924	4	0.14728630829072928	anchor	FALSE	FALSE
ENSMUSG00000020576.11	GSE167521;GSE264344;GSE279372;GSE279744;GSE39129	5	0.157416441989197	0.0223906065387752	1994.6572659356227	5	4.690596585433583	4	0.14723001069377753	anchor	FALSE	FALSE
ENSMUSG00000090576.4	GSE167521;GSE264344	2	0.04093544450680131	0.19011251461929649	27.668052265806097	2	1.1721591512633953	1	0.1468735291430656	anchor	FALSE	FALSE
ENSMUSG00000018541.11	GSE167521;GSE264344;GSE279372;GSE279744;GSE39129	5	-0.0028730572289600255	0.01859737824672628	2891.32260541641	5	4.687843573560185	4	0.14672920774056503	anchor	FALSE	FALSE
ENSMUSG00000007021.6	GSE167521;GSE264344;GSE279372;GSE279744	4	-0.16365729085797787	0.2596963844341902	14.827508900395376	4	3.5157443668564974	3	0.14669563911372643	anchor	FALSE	FALSE
ENSMUSG00002075070.1	GSE167521;GSE264344;GSE279372	3	0.7050887580163502	0.16833781690258914	35.28877791583528	3	2.343508992357746	2	0.14657890943791527	anchor	FALSE	FALSE
ENSMUSG00000015748.14	GSE167521;GSE264344;GSE279372;GSE279744;GSE39129	5	0.2000776716738855	0.018658593212880985	2872.3820694305186	5	4.686378273377543	4	0.14646241368878232	anchor	FALSE	FALSE
ENSMUSG00000123125.1	GSE167521;GSE264344;GSE279372	3	-0.10421400095898475	0.21670173387862124	21.294881493590818	3	2.3426535741671892	2	0.1462672833686057	anchor	FALSE	FALSE
ENSMUSG00000056919.10	GSE167521;GSE264344;GSE279372;GSE279744;GSE39129	5	0.055511816591796756	0.025642339558879748	1520.8441313944418	5	4.6850463611807385	4	0.14621976142154786	anchor	FALSE	FALSE
ENSMUSG00000043020.14	GSE167521;GSE264344;GSE279744;GSE39129	4	-0.2743567179744544	0.36945369085296287	7.326220420540166	4	3.513708128812712	3	0.14620113850671335	anchor	FALSE	FALSE
ENSMUSG00000021103.13	GSE167521;GSE264344;GSE279372;GSE279744;GSE39129	5	-0.10748353369988743	0.024182171045532264	1710.0524165730187	5	4.684056015821293	4	0.14603924750488959	anchor	FALSE	FALSE
ENSMUSG00000104350.2	GSE167521;GSE264344;GSE279372;GSE279744;GSE39129	5	-0.2573274180528535	0.0473697526304389	445.6539563591916	5	4.683671389781856	4	0.14596911971095786	anchor	FALSE	FALSE
ENSMUSG00000138621.1	GSE167521;GSE264344;GSE279372;GSE39129	4	0.41570247782212305	0.13565344602186621	54.34234041196159	4	3.5116638212580447	3	0.14570410133243972	anchor	FALSE	FALSE
ENSMUSG00000063698.10	GSE167521;GSE264344;GSE279372;GSE279744;GSE39129	5	-0.30107716364491655	0.042803647025624766	545.806183958228	5	4.68216622990263	4	0.14569457734028723	anchor	FALSE	FALSE
