gse_id	split_id	signature_id	signature_label	baseline_delta_score	baseline_auc_secondary	imrs_delta_score	imrs_auc_secondary
GSE262515_tissue	GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0	GENERIC_INNATE	Generic innate immune genes	0.07905847301086695	0.6666666666666666	1.0413601243524528	0.8888888888888888
GSE262515_tissue	GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0	ISG	Interferon-stimulated genes	-0.5078029539409217	0.4444444444444444	0.5621390394308718	0.6666666666666666
GSE262515_tissue	GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	2.526769099880506	0.8888888888888888	0.5621390394308718	0.6666666666666666
GSE262515_tissue	GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0	GENERIC_INNATE	Generic innate immune genes	-0.2060586923229941	0.5555555555555556	0.5621390394308718	0.6666666666666666
GSE262515_tissue	GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0	ISG	Interferon-stimulated genes	-0.34287611139013596	0.2222222222222222	0.7571044035156834	0.7777777777777778
GSE262515_tissue	GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	2.7035919639622374	0.8888888888888888	0.7571044035156834	0.7777777777777778
GSE262515_tissue	GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0	GENERIC_INNATE	Generic innate immune genes	0.23918588855645548	0.5555555555555556	0.7571044035156834	0.7777777777777778
GSE262515_cell_line	GSE262515_design__T=cell_line__H=16__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0	ISG	Interferon-stimulated genes	1.0778433836863048	0.5555555555555556	3.0762415648459083	1
GSE262515_cell_line	GSE262515_design__T=cell_line__H=16__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	0.8384678727430289	0.4444444444444444	3.0762415648459083	1
GSE262515_cell_line	GSE262515_design__T=cell_line__H=16__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0	GENERIC_INNATE	Generic innate immune genes	6.61249399371266	1	3.0762415648459083	1
GSE262515_cell_line	GSE262515_design__T=cell_line__H=16__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0	ISG	Interferon-stimulated genes	0.8210728273070096	0.5555555555555556	-0.48131475690837977	0.5555555555555556
GSE262515_cell_line	GSE262515_design__T=cell_line__H=16__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	-1.5151871950096136	0.1111111111111111	-0.48131475690837977	0.5555555555555556
GSE262515_cell_line	GSE262515_design__T=cell_line__H=16__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0	GENERIC_INNATE	Generic innate immune genes	-2.0332182294781433	0.2222222222222222	-0.48131475690837977	0.5555555555555556
GSE178313	GSE178313_design__T=Liver__H=24__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs	ISG	Interferon-stimulated genes	9.385138539215273	0.875	6.743275601355258	1
GSE178313	GSE178313_design__T=Liver__H=24__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	4.422044449333118	0.6875	6.743275601355258	1
GSE178313	GSE178313_design__T=Liver__H=24__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs	GENERIC_INNATE	Generic innate immune genes	0.961885206044878	0.6875	6.743275601355258	1
GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	ISG	Interferon-stimulated genes	6.84361129272771	1	13.946939108182676	1
GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	24.425715354175072	1	13.946939108182676	1
GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	GENERIC_INNATE	Generic innate immune genes	8.209845313604024	1	13.946939108182676	1
GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	ISG	Interferon-stimulated genes	1.794661681903124	0.8888888888888888	2.349508430440869	0.8888888888888888
GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	1.4724343163944555	1	2.349508430440869	0.8888888888888888
GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	GENERIC_INNATE	Generic innate immune genes	0.6832659146787747	0.7777777777777778	2.349508430440869	0.8888888888888888
GSE166655	GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated	ISG	Interferon-stimulated genes	1.0057992825063609	0.7777777777777778	2.14949309685498	1
GSE166655	GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	1.5980094939547755	0.7777777777777778	2.14949309685498	1
GSE166655	GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated	GENERIC_INNATE	Generic innate immune genes	2.0750251056506412	1	2.14949309685498	1
GSE166655	GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated	ISG	Interferon-stimulated genes	0.14264413356644065	0.4444444444444444	-0.05802375536641783	0.4444444444444444
GSE166655	GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	0.21954339684349128	0.5555555555555556	-0.05802375536641783	0.4444444444444444
GSE166655	GSE166655_design__T=Tibialis_anterior__H=1008__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated	GENERIC_INNATE	Generic innate immune genes	1.9888841990974266	1	-0.05802375536641783	0.4444444444444444
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad.mva__VS=none	ISG	Interferon-stimulated genes	28.190555392497817	1	12.68878133451116	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad.mva__VS=none	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	0.9477338296681961	0.75	12.68878133451116	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad.mva__VS=none	GENERIC_INNATE	Generic innate immune genes	4.496157001605433	1	12.68878133451116	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_empty__VS=none	ISG	Interferon-stimulated genes	35.298780692927	1	13.17891812194547	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_empty__VS=none	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	0.6760544089888239	0.6666666666666666	13.17891812194547	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_empty__VS=none	GENERIC_INNATE	Generic innate immune genes	3.4533237168794293	1	13.17891812194547	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_fhbp__VS=none	ISG	Interferon-stimulated genes	36.61263206443783	1	14.328300033552733	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_fhbp__VS=none	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	4.436534080535139	1	14.328300033552733	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_fhbp__VS=none	GENERIC_INNATE	Generic innate immune genes	3.800286632012742	1	14.328300033552733	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_pref__VS=none	ISG	Interferon-stimulated genes	5.808351059971434	1	1.670093998272992	0.6944444444444444
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_pref__VS=none	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	-1.556265844208186	0.3333333333333333	1.670093998272992	0.6944444444444444
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_pref__VS=none	GENERIC_INNATE	Generic innate immune genes	2.0103623346299053	0.8055555555555556	1.670093998272992	0.6944444444444444
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva.ad__VS=none	ISG	Interferon-stimulated genes	37.60849079051539	1	15.317256935802664	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva.ad__VS=none	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	3.1315050028562377	0.9444444444444444	15.317256935802664	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva.ad__VS=none	GENERIC_INNATE	Generic innate immune genes	3.7664328137783603	1	15.317256935802664	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva_fhbp__VS=none	ISG	Interferon-stimulated genes	33.5672217636031	1	14.336311710882493	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva_fhbp__VS=none	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	3.497265957059328	1	14.336311710882493	1
GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva_fhbp__VS=none	GENERIC_INNATE	Generic innate immune genes	3.426458170787478	1	14.336311710882493	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	ISG	Interferon-stimulated genes	9.658719099608575	1	11.160680267451342	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	10.461050646091163	1	11.160680267451342	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	GENERIC_INNATE	Generic innate immune genes	8.684894651758219	1	11.160680267451342	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver	ISG	Interferon-stimulated genes	8.793065711700805	1	10.144728497024795	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	9.41875046126996	1	10.144728497024795	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver	GENERIC_INNATE	Generic innate immune genes	7.817731491535349	1	10.144728497024795	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver	ISG	Interferon-stimulated genes	9.44437442180008	1	9.804251345714937	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	7.872285535531951	1	9.804251345714937	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver	GENERIC_INNATE	Generic innate immune genes	7.1217697531502315	1	9.804251345714937	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=TRIM21_KO_virus_only_whole_liver__VS=TRIM21_KO_uninfected_whole_liver	ISG	Interferon-stimulated genes	7.916206843842888	1	8.694617784859638	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=TRIM21_KO_virus_only_whole_liver__VS=TRIM21_KO_uninfected_whole_liver	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	5.399417925893275	1	8.694617784859638	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=TRIM21_KO_virus_only_whole_liver__VS=TRIM21_KO_uninfected_whole_liver	GENERIC_INNATE	Generic innate immune genes	5.6729475051290645	1	8.694617784859638	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_only_whole_liver__VS=WT_uninfected_whole_liver	ISG	Interferon-stimulated genes	8.622163860354553	1	9.606681809911851	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_only_whole_liver__VS=WT_uninfected_whole_liver	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	6.772725024563551	1	9.606681809911851	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_only_whole_liver__VS=WT_uninfected_whole_liver	GENERIC_INNATE	Generic innate immune genes	6.323411180745995	1	9.606681809911851	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_plus_rh9C12_WT_whole_liver__VS=WT_uninfected_whole_liver	ISG	Interferon-stimulated genes	12.83191334138434	1	15.021082164906732	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_plus_rh9C12_WT_whole_liver__VS=WT_uninfected_whole_liver	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	15.39093496692518	1	15.021082164906732	1
GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_plus_rh9C12_WT_whole_liver__VS=WT_uninfected_whole_liver	GENERIC_INNATE	Generic innate immune genes	13.084068161978564	1	15.021082164906732	1
GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0	ISG	Interferon-stimulated genes	-0.32070186068978496	0.4444444444444444	3.7750612954626153	0.6666666666666666
GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	15.172405440177366	0.6666666666666666	3.7750612954626153	0.6666666666666666
GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_am80_lnp__VS=baseline_0	GENERIC_INNATE	Generic innate immune genes	4.264655441834273	0.6666666666666666	3.7750612954626153	0.6666666666666666
GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0	ISG	Interferon-stimulated genes	0.21332721708354835	0.6666666666666666	-1.3684435005519688	0.3333333333333333
GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0	CHEMOKINE_INFLAMMATORY	Chemokine/inflammatory genes	1.8607172495524822	0.6666666666666666	-1.3684435005519688	0.3333333333333333
GSE314070	GSE314070_design__T=small_intestine__H=336__B=NA__G=delivery_sm102_lnp__VS=baseline_0	GENERIC_INNATE	Generic innate immune genes	0.42485171444793257	0.5555555555555556	-1.3684435005519688	0.3333333333333333
