dataset_id	gene_id	n_contrasts_dataset	n_pass	support_in_dataset	dataset_support_flag
GSE279372	ENSMUSG00000054939.7	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000054942.14	12	0	0	FALSE
GSE279372	ENSMUSG00000054945.6	12	0	0	FALSE
GSE279372	ENSMUSG00000054951.4	12	0	0	FALSE
GSE279372	ENSMUSG00000054958.7	12	0	0	FALSE
GSE279372	ENSMUSG00000054966.14	12	0	0	FALSE
GSE279372	ENSMUSG00000054967.8	12	0	0	FALSE
GSE279372	ENSMUSG00000054976.15	2	0	0	FALSE
GSE279372	ENSMUSG00000054978.4	12	0	0	FALSE
GSE279372	ENSMUSG00000054999.3	12	0	0	FALSE
GSE279372	ENSMUSG00000055003.15	12	0	0	FALSE
GSE279372	ENSMUSG00000055013.17	12	0	0	FALSE
GSE279372	ENSMUSG00000055015.7	2	0	0	FALSE
GSE279372	ENSMUSG00000055022.15	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000055024.13	12	0	0	FALSE
GSE279372	ENSMUSG00000055026.14	6	0	0	FALSE
GSE279372	ENSMUSG00000055027.18	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000055041.9	12	0	0	FALSE
GSE279372	ENSMUSG00000055044.13	12	0	0	FALSE
GSE279372	ENSMUSG00000055053.19	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000055065.8	12	0	0	FALSE
GSE279372	ENSMUSG00000055067.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055069.4	12	0	0	FALSE
GSE279372	ENSMUSG00000055102.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055108.7	2	0	0	FALSE
GSE279372	ENSMUSG00000055110.9	6	6	1	TRUE
GSE279372	ENSMUSG00000055114.11	2	0	0	FALSE
GSE279372	ENSMUSG00000055116.9	12	0	0	FALSE
GSE279372	ENSMUSG00000055128.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055134.7	2	0	0	FALSE
GSE279372	ENSMUSG00000055137.8	12	0	0	FALSE
GSE279372	ENSMUSG00000055148.8	12	0	0	FALSE
GSE279372	ENSMUSG00000055150.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055170.5	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000055172.11	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000055184.5	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000055188.14	12	0	0	FALSE
GSE279372	ENSMUSG00000055193.5	12	0	0	FALSE
GSE279372	ENSMUSG00000055200.8	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000055202.12	12	0	0	FALSE
GSE279372	ENSMUSG00000055204.17	12	0	0	FALSE
GSE279372	ENSMUSG00000055210.5	12	0	0	FALSE
GSE279372	ENSMUSG00000055214.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055235.12	12	0	0	FALSE
GSE279372	ENSMUSG00000055239.11	12	0	0	FALSE
GSE279372	ENSMUSG00000055240.18	12	0	0	FALSE
GSE279372	ENSMUSG00000055254.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055271.6	12	0	0	FALSE
GSE279372	ENSMUSG00000055296.15	12	0	0	FALSE
GSE279372	ENSMUSG00000055301.9	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000055302.6	12	0	0	FALSE
GSE279372	ENSMUSG00000055305.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055312.3	10	0	0	FALSE
GSE279372	ENSMUSG00000055313.16	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000055319.9	12	0	0	FALSE
GSE279372	ENSMUSG00000055320.19	12	0	0	FALSE
GSE279372	ENSMUSG00000055322.17	12	0	0	FALSE
GSE279372	ENSMUSG00000055323.8	12	0	0	FALSE
GSE279372	ENSMUSG00000055333.15	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000055334.5	12	0	0	FALSE
GSE279372	ENSMUSG00000055341.11	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000055368.15	4	0	0	FALSE
GSE279372	ENSMUSG00000055370.4	6	0	0	FALSE
GSE279372	ENSMUSG00000055371.18	12	0	0	FALSE
GSE279372	ENSMUSG00000055373.9	12	0	0	FALSE
GSE279372	ENSMUSG00000055401.15	12	0	0	FALSE
GSE279372	ENSMUSG00000055407.15	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000055413.13	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000055415.9	12	0	0	FALSE
GSE279372	ENSMUSG00000055424.6	12	0	0	FALSE
GSE279372	ENSMUSG00000055430.5	12	0	0	FALSE
GSE279372	ENSMUSG00000055435.7	12	0	0	FALSE
GSE279372	ENSMUSG00000055436.19	12	0	0	FALSE
GSE279372	ENSMUSG00000055446.6	2	0	0	FALSE
GSE279372	ENSMUSG00000055447.20	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000055452.7	12	0	0	FALSE
GSE279372	ENSMUSG00000055471.8	12	0	0	FALSE
GSE279372	ENSMUSG00000055480.8	12	0	0	FALSE
GSE279372	ENSMUSG00000055485.7	12	0	0	FALSE
GSE279372	ENSMUSG00000055489.9	2	0	0	FALSE
GSE279372	ENSMUSG00000055491.15	12	0	0	FALSE
GSE279372	ENSMUSG00000055493.5	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000055494.6	12	0	0	FALSE
GSE279372	ENSMUSG00000055497.6	12	0	0	FALSE
GSE279372	ENSMUSG00000055523.8	12	0	0	FALSE
GSE279372	ENSMUSG00000055531.13	12	0	0	FALSE
GSE279372	ENSMUSG00000055538.8	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000055540.16	4	0	0	FALSE
GSE279372	ENSMUSG00000055541.20	12	0	0	FALSE
GSE279372	ENSMUSG00000055546.7	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000055553.18	12	0	0	FALSE
GSE279372	ENSMUSG00000055560.9	12	0	0	FALSE
GSE279372	ENSMUSG00000055561.10	4	0	0	FALSE
GSE279372	ENSMUSG00000055567.19	6	0	0	FALSE
GSE279372	ENSMUSG00000055602.18	8	0	0	FALSE
GSE279372	ENSMUSG00000055612.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055629.6	12	0	0	FALSE
GSE279372	ENSMUSG00000055632.19	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000055633.7	12	0	0	FALSE
GSE279372	ENSMUSG00000055639.17	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000055652.15	12	0	0	FALSE
GSE279372	ENSMUSG00000055653.14	12	0	0	FALSE
GSE279372	ENSMUSG00000055660.10	12	0	0	FALSE
GSE279372	ENSMUSG00000055670.15	12	0	0	FALSE
GSE279372	ENSMUSG00000055675.7	12	0	0	FALSE
GSE279372	ENSMUSG00000055681.15	12	0	0	FALSE
GSE279372	ENSMUSG00000055691.6	12	0	0	FALSE
GSE279372	ENSMUSG00000055692.22	12	0	0	FALSE
GSE279372	ENSMUSG00000055707.14	12	0	0	FALSE
GSE279372	ENSMUSG00000055717.14	12	0	0	FALSE
GSE279372	ENSMUSG00000055720.11	12	0	0	FALSE
GSE279372	ENSMUSG00000055723.7	12	0	0	FALSE
GSE279372	ENSMUSG00000055725.12	12	0	0	FALSE
GSE279372	ENSMUSG00000055733.7	12	0	0	FALSE
GSE279372	ENSMUSG00000055737.13	12	0	0	FALSE
GSE279372	ENSMUSG00000055745.5	12	0	0	FALSE
GSE279372	ENSMUSG00000055748.13	12	0	0	FALSE
GSE279372	ENSMUSG00000055760.13	12	0	0	FALSE
GSE279372	ENSMUSG00000055762.18	12	0	0	FALSE
GSE279372	ENSMUSG00000055763.10	10	0	0	FALSE
GSE279372	ENSMUSG00000055771.3	6	0	0	FALSE
GSE279372	ENSMUSG00000055782.10	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000055795.7	12	0	0	FALSE
GSE279372	ENSMUSG00000055799.14	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000055805.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055809.8	12	0	0	FALSE
GSE279372	ENSMUSG00000055817.19	12	0	0	FALSE
GSE279372	ENSMUSG00000055818.4	12	0	0	FALSE
GSE279372	ENSMUSG00000055833.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055835.11	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000055839.7	12	0	0	FALSE
GSE279372	ENSMUSG00000055850.13	12	0	0	FALSE
GSE279372	ENSMUSG00000055862.8	12	0	0	FALSE
GSE279372	ENSMUSG00000055865.9	12	0	0	FALSE
GSE279372	ENSMUSG00000055866.10	12	0	0	FALSE
GSE279372	ENSMUSG00000055882.9	12	0	0	FALSE
GSE279372	ENSMUSG00000055884.9	12	0	0	FALSE
GSE279372	ENSMUSG00000055895.7	2	0	0	FALSE
GSE279372	ENSMUSG00000055900.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055912.9	12	0	0	FALSE
GSE279372	ENSMUSG00000055917.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055923.17	12	0	0	FALSE
GSE279372	ENSMUSG00000055926.4	12	0	0	FALSE
GSE279372	ENSMUSG00000055932.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055943.6	12	0	0	FALSE
GSE279372	ENSMUSG00000055945.9	12	0	0	FALSE
GSE279372	ENSMUSG00000055963.13	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000055972.7	2	0	0	FALSE
GSE279372	ENSMUSG00000055976.7	2	0	0	FALSE
GSE279372	ENSMUSG00000055978.6	12	0	0	FALSE
GSE279372	ENSMUSG00000055980.3	12	6	0.5	TRUE
GSE279372	ENSMUSG00000055991.16	12	0	0	FALSE
GSE279372	ENSMUSG00000055994.16	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056004.17	8	0	0	FALSE
GSE279372	ENSMUSG00000056008.3	4	0	0	FALSE
GSE279372	ENSMUSG00000056014.17	12	0	0	FALSE
GSE279372	ENSMUSG00000056019.13	12	0	0	FALSE
GSE279372	ENSMUSG00000056023.5	12	0	0	FALSE
GSE279372	ENSMUSG00000056025.13	12	0	0	FALSE
GSE279372	ENSMUSG00000056031.16	12	0	0	FALSE
GSE279372	ENSMUSG00000056035.9	12	0	0	FALSE
GSE279372	ENSMUSG00000056043.6	12	0	0	FALSE
GSE279372	ENSMUSG00000056050.16	12	0	0	FALSE
GSE279372	ENSMUSG00000056054.10	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056055.15	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056069.11	12	0	0	FALSE
GSE279372	ENSMUSG00000056071.13	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056073.17	8	0	0	FALSE
GSE279372	ENSMUSG00000056076.14	12	0	0	FALSE
GSE279372	ENSMUSG00000056078.7	2	0	0	FALSE
GSE279372	ENSMUSG00000056091.13	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056116.19	12	6	0.5	TRUE
GSE279372	ENSMUSG00000056121.17	12	0	0	FALSE
GSE279372	ENSMUSG00000056124.6	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000056130.11	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056131.14	12	0	0	FALSE
GSE279372	ENSMUSG00000056133.6	12	0	0	FALSE
GSE279372	ENSMUSG00000056144.15	12	6	0.5	TRUE
GSE279372	ENSMUSG00000056145.7	12	0	0	FALSE
GSE279372	ENSMUSG00000056148.9	12	0	0	FALSE
GSE279372	ENSMUSG00000056153.16	12	0	0	FALSE
GSE279372	ENSMUSG00000056155.7	12	0	0	FALSE
GSE279372	ENSMUSG00000056167.9	12	0	0	FALSE
GSE279372	ENSMUSG00000056174.9	12	0	0	FALSE
GSE279372	ENSMUSG00000056185.6	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056201.10	12	0	0	FALSE
GSE279372	ENSMUSG00000056204.9	12	0	0	FALSE
GSE279372	ENSMUSG00000056209.8	12	0	0	FALSE
GSE279372	ENSMUSG00000056211.14	12	0	0	FALSE
GSE279372	ENSMUSG00000056214.10	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000056215.15	12	0	0	FALSE
GSE279372	ENSMUSG00000056216.10	12	0	0	FALSE
GSE279372	ENSMUSG00000056219.8	12	0	0	FALSE
GSE279372	ENSMUSG00000056220.15	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000056222.16	12	0	0	FALSE
GSE279372	ENSMUSG00000056228.11	12	0	0	FALSE
GSE279372	ENSMUSG00000056234.16	12	0	0	FALSE
GSE279372	ENSMUSG00000056257.4	12	0	0	FALSE
GSE279372	ENSMUSG00000056258.10	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056260.16	12	0	0	FALSE
GSE279372	ENSMUSG00000056267.15	12	0	0	FALSE
GSE279372	ENSMUSG00000056268.16	12	0	0	FALSE
GSE279372	ENSMUSG00000056271.14	12	0	0	FALSE
GSE279372	ENSMUSG00000056290.17	12	6	0.5	TRUE
GSE279372	ENSMUSG00000056305.5	12	0	0	FALSE
GSE279372	ENSMUSG00000056310.15	12	0	0	FALSE
GSE279372	ENSMUSG00000056313.6	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000056328.15	12	0	0	FALSE
GSE279372	ENSMUSG00000056342.17	12	0	0	FALSE
GSE279372	ENSMUSG00000056366.6	6	0	0	FALSE
GSE279372	ENSMUSG00000056367.15	12	0	0	FALSE
GSE279372	ENSMUSG00000056383.11	12	0	0	FALSE
GSE279372	ENSMUSG00000056394.21	12	0	0	FALSE
GSE279372	ENSMUSG00000056411.3	12	0	0	FALSE
GSE279372	ENSMUSG00000056412.7	12	0	0	FALSE
GSE279372	ENSMUSG00000056413.17	12	0	0	FALSE
GSE279372	ENSMUSG00000056418.6	12	0	0	FALSE
GSE279372	ENSMUSG00000056427.11	12	0	0	FALSE
GSE279372	ENSMUSG00000056429.5	12	0	0	FALSE
GSE279372	ENSMUSG00000056445.9	12	6	0.5	TRUE
GSE279372	ENSMUSG00000056458.17	12	0	0	FALSE
GSE279372	ENSMUSG00000056459.15	12	0	0	FALSE
GSE279372	ENSMUSG00000056468.5	12	0	0	FALSE
GSE279372	ENSMUSG00000056476.14	12	0	0	FALSE
GSE279372	ENSMUSG00000056481.8	12	0	0	FALSE
GSE279372	ENSMUSG00000056486.19	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056492.7	12	0	0	FALSE
GSE279372	ENSMUSG00000056493.10	12	0	0	FALSE
GSE279372	ENSMUSG00000056494.8	4	2	0.5	TRUE
GSE279372	ENSMUSG00000056498.14	12	0	0	FALSE
GSE279372	ENSMUSG00000056501.4	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056508.7	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000056515.10	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000056529.8	12	0	0	FALSE
GSE279372	ENSMUSG00000056531.12	12	0	0	FALSE
GSE279372	ENSMUSG00000056536.15	12	0	0	FALSE
GSE279372	ENSMUSG00000056537.12	12	0	0	FALSE
GSE279372	ENSMUSG00000056553.15	8	0	0	FALSE
GSE279372	ENSMUSG00000056569.12	12	0	0	FALSE
GSE279372	ENSMUSG00000056579.19	12	0	0	FALSE
GSE279372	ENSMUSG00000056592.15	12	0	0	FALSE
GSE279372	ENSMUSG00000056596.9	12	10	0.8333333333333334	TRUE
GSE279372	ENSMUSG00000056598.18	12	0	0	FALSE
GSE279372	ENSMUSG00000056602.14	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056608.15	12	0	0	FALSE
GSE279372	ENSMUSG00000056612.8	12	0	0	FALSE
GSE279372	ENSMUSG00000056617.13	2	0	0	FALSE
GSE279372	ENSMUSG00000056632.9	4	0	0	FALSE
GSE279372	ENSMUSG00000056643.6	4	0	0	FALSE
GSE279372	ENSMUSG00000056648.7	12	0	0	FALSE
GSE279372	ENSMUSG00000056665.3	12	0	0	FALSE
GSE279372	ENSMUSG00000056666.14	12	0	0	FALSE
GSE279372	ENSMUSG00000056671.8	12	6	0.5	TRUE
GSE279372	ENSMUSG00000056679.14	12	0	0	FALSE
GSE279372	ENSMUSG00000056687.12	12	0	0	FALSE
GSE279372	ENSMUSG00000056692.14	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056698.12	12	0	0	FALSE
GSE279372	ENSMUSG00000056699.9	12	0	0	FALSE
GSE279372	ENSMUSG00000056708.6	12	0	0	FALSE
GSE279372	ENSMUSG00000056718.3	12	0	0	FALSE
GSE279372	ENSMUSG00000056724.16	12	0	0	FALSE
GSE279372	ENSMUSG00000056735.8	12	0	0	FALSE
GSE279372	ENSMUSG00000056737.15	12	0	0	FALSE
GSE279372	ENSMUSG00000056738.14	12	0	0	FALSE
GSE279372	ENSMUSG00000056749.8	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056752.17	12	0	0	FALSE
GSE279372	ENSMUSG00000056753.5	12	0	0	FALSE
GSE279372	ENSMUSG00000056758.15	2	0	0	FALSE
GSE279372	ENSMUSG00000056763.17	12	0	0	FALSE
GSE279372	ENSMUSG00000056770.16	12	0	0	FALSE
GSE279372	ENSMUSG00000056771.10	12	0	0	FALSE
GSE279372	ENSMUSG00000056772.4	12	0	0	FALSE
GSE279372	ENSMUSG00000056812.15	2	0	0	FALSE
GSE279372	ENSMUSG00000056820.8	12	0	0	FALSE
GSE279372	ENSMUSG00000056821.16	12	6	0.5	TRUE
GSE279372	ENSMUSG00000056822.5	12	0	0	FALSE
GSE279372	ENSMUSG00000056832.15	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000056836.9	10	0	0	FALSE
GSE279372	ENSMUSG00000056851.16	12	0	0	FALSE
GSE279372	ENSMUSG00000056870.10	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000056880.15	12	0	0	FALSE
GSE279372	ENSMUSG00000056888.12	12	0	0	FALSE
GSE279372	ENSMUSG00000056895.5	12	0	0	FALSE
GSE279372	ENSMUSG00000056899.11	12	0	0	FALSE
GSE279372	ENSMUSG00000056900.14	12	0	0	FALSE
GSE279372	ENSMUSG00000056904.4	12	0	0	FALSE
GSE279372	ENSMUSG00000056917.14	12	0	0	FALSE
GSE279372	ENSMUSG00000056919.10	12	0	0	FALSE
GSE279372	ENSMUSG00000056938.18	12	0	0	FALSE
GSE279372	ENSMUSG00000056941.18	12	0	0	FALSE
GSE279372	ENSMUSG00000056943.3	2	0	0	FALSE
GSE279372	ENSMUSG00000056952.14	12	0	0	FALSE
GSE279372	ENSMUSG00000056962.12	12	0	0	FALSE
GSE279372	ENSMUSG00000056966.8	12	0	0	FALSE
GSE279372	ENSMUSG00000056973.7	12	0	0	FALSE
GSE279372	ENSMUSG00000056987.9	6	0	0	FALSE
GSE279372	ENSMUSG00000056999.17	12	0	0	FALSE
GSE279372	ENSMUSG00000057003.13	10	2	0.2	FALSE
GSE279372	ENSMUSG00000057036.8	12	0	0	FALSE
GSE279372	ENSMUSG00000057054.12	12	0	0	FALSE
GSE279372	ENSMUSG00000057058.17	12	0	0	FALSE
GSE279372	ENSMUSG00000057060.9	12	0	0	FALSE
GSE279372	ENSMUSG00000057069.8	12	0	0	FALSE
GSE279372	ENSMUSG00000057072.12	12	0	0	FALSE
GSE279372	ENSMUSG00000057074.7	2	0	0	FALSE
GSE279372	ENSMUSG00000057092.13	12	0	0	FALSE
GSE279372	ENSMUSG00000057093.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057098.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057101.9	12	0	0	FALSE
GSE279372	ENSMUSG00000057103.12	12	0	0	FALSE
GSE279372	ENSMUSG00000057110.16	12	0	0	FALSE
GSE279372	ENSMUSG00000057113.14	12	0	0	FALSE
GSE279372	ENSMUSG00000057123.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057130.13	12	0	0	FALSE
GSE279372	ENSMUSG00000057132.17	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000057133.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057134.8	12	0	0	FALSE
GSE279372	ENSMUSG00000057135.13	12	4	0.3333333333333333	FALSE
GSE279372	ENSMUSG00000057137.10	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000057143.16	12	6	0.5	TRUE
GSE279372	ENSMUSG00000057147.14	12	0	0	FALSE
GSE279372	ENSMUSG00000057156.11	12	0	0	FALSE
GSE279372	ENSMUSG00000057157.4	4	0	0	FALSE
GSE279372	ENSMUSG00000057160.3	12	0	0	FALSE
GSE279372	ENSMUSG00000057163.4	12	0	0	FALSE
GSE279372	ENSMUSG00000057173.9	10	0	0	FALSE
GSE279372	ENSMUSG00000057176.5	12	0	0	FALSE
GSE279372	ENSMUSG00000057177.13	12	0	0	FALSE
GSE279372	ENSMUSG00000057181.17	12	0	0	FALSE
GSE279372	ENSMUSG00000057182.17	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000057191.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057193.9	12	0	0	FALSE
GSE279372	ENSMUSG00000057219.12	12	0	0	FALSE
GSE279372	ENSMUSG00000057229.12	12	0	0	FALSE
GSE279372	ENSMUSG00000057230.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057234.10	12	0	0	FALSE
GSE279372	ENSMUSG00000057236.11	12	0	0	FALSE
GSE279372	ENSMUSG00000057244.7	12	0	0	FALSE
GSE279372	ENSMUSG00000057246.17	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000057262.3	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000057265.14	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000057278.9	12	0	0	FALSE
GSE279372	ENSMUSG00000057280.17	12	0	0	FALSE
GSE279372	ENSMUSG00000057286.7	12	0	0	FALSE
GSE279372	ENSMUSG00000057315.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057322.13	12	0	0	FALSE
GSE279372	ENSMUSG00000057329.8	12	0	0	FALSE
GSE279372	ENSMUSG00000057335.12	12	0	0	FALSE
GSE279372	ENSMUSG00000057337.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057342.16	12	0	0	FALSE
GSE279372	ENSMUSG00000057346.13	12	6	0.5	TRUE
GSE279372	ENSMUSG00000057359.8	12	0	0	FALSE
GSE279372	ENSMUSG00000057363.13	12	0	0	FALSE
GSE279372	ENSMUSG00000057367.13	12	0	0	FALSE
GSE279372	ENSMUSG00000057370.6	10	0	0	FALSE
GSE279372	ENSMUSG00000057375.14	12	0	0	FALSE
GSE279372	ENSMUSG00000057378.16	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000057388.10	12	0	0	FALSE
GSE279372	ENSMUSG00000057396.8	12	0	0	FALSE
GSE279372	ENSMUSG00000057400.15	2	0	0	FALSE
GSE279372	ENSMUSG00000057406.17	12	0	0	FALSE
GSE279372	ENSMUSG00000057409.8	12	0	0	FALSE
GSE279372	ENSMUSG00000057411.10	12	0	0	FALSE
GSE279372	ENSMUSG00000057421.13	12	0	0	FALSE
GSE279372	ENSMUSG00000057439.13	4	0	0	FALSE
GSE279372	ENSMUSG00000057440.9	12	0	0	FALSE
GSE279372	ENSMUSG00000057454.6	12	0	0	FALSE
GSE279372	ENSMUSG00000057455.13	8	0	0	FALSE
GSE279372	ENSMUSG00000057457.12	12	0	0	FALSE
GSE279372	ENSMUSG00000057465.6	10	2	0.2	FALSE
GSE279372	ENSMUSG00000057469.9	12	0	0	FALSE
GSE279372	ENSMUSG00000057497.9	12	0	0	FALSE
GSE279372	ENSMUSG00000057499.4	12	0	0	FALSE
GSE279372	ENSMUSG00000057506.6	12	0	0	FALSE
GSE279372	ENSMUSG00000057522.16	12	0	0	FALSE
GSE279372	ENSMUSG00000057530.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057531.16	12	0	0	FALSE
GSE279372	ENSMUSG00000057541.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057551.11	12	0	0	FALSE
GSE279372	ENSMUSG00000057554.14	12	0	0	FALSE
GSE279372	ENSMUSG00000057561.12	12	0	0	FALSE
GSE279372	ENSMUSG00000057572.16	12	0	0	FALSE
GSE279372	ENSMUSG00000057594.13	12	0	0	FALSE
GSE279372	ENSMUSG00000057596.14	12	6	0.5	TRUE
GSE279372	ENSMUSG00000057604.10	12	0	0	FALSE
GSE279372	ENSMUSG00000057605.5	12	0	0	FALSE
GSE279372	ENSMUSG00000057606.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057614.7	12	0	0	FALSE
GSE279372	ENSMUSG00000057637.14	12	0	0	FALSE
GSE279372	ENSMUSG00000057649.7	12	0	0	FALSE
GSE279372	ENSMUSG00000057657.5	12	0	0	FALSE
GSE279372	ENSMUSG00000057666.19	12	0	0	FALSE
GSE279372	ENSMUSG00000057667.8	12	0	0	FALSE
GSE279372	ENSMUSG00000057672.17	12	0	0	FALSE
GSE279372	ENSMUSG00000057691.9	12	0	0	FALSE
GSE279372	ENSMUSG00000057696.5	12	0	0	FALSE
GSE279372	ENSMUSG00000057706.8	12	0	0	FALSE
GSE279372	ENSMUSG00000057715.14	12	0	0	FALSE
GSE279372	ENSMUSG00000057716.8	12	0	0	FALSE
GSE279372	ENSMUSG00000057719.12	12	0	0	FALSE
GSE279372	ENSMUSG00000057722.18	12	0	0	FALSE
GSE279372	ENSMUSG00000057729.13	12	0	0	FALSE
GSE279372	ENSMUSG00000057738.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057751.15	12	6	0.5	TRUE
GSE279372	ENSMUSG00000057762.7	12	0	0	FALSE
GSE279372	ENSMUSG00000057766.15	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000057777.6	8	0	0	FALSE
GSE279372	ENSMUSG00000057778.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057788.14	12	0	0	FALSE
GSE279372	ENSMUSG00000057789.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057816.8	4	0	0	FALSE
GSE279372	ENSMUSG00000057829.6	12	0	0	FALSE
GSE279372	ENSMUSG00000057835.8	12	0	0	FALSE
GSE279372	ENSMUSG00000057836.13	8	0	0	FALSE
GSE279372	ENSMUSG00000057841.6	12	0	0	FALSE
GSE279372	ENSMUSG00000057842.15	12	0	0	FALSE
GSE279372	ENSMUSG00000057858.9	12	0	0	FALSE
GSE279372	ENSMUSG00000057863.7	12	0	0	FALSE
GSE279372	ENSMUSG00000057880.13	12	2	0.16666666666666666	FALSE
GSE279372	ENSMUSG00000057894.11	12	0	0	FALSE
GSE279372	ENSMUSG00000057895.12	12	0	0	FALSE
GSE279372	ENSMUSG00000057897.16	12	0	0	FALSE
GSE279372	ENSMUSG00000057899.8	2	0	0	FALSE
GSE279372	ENSMUSG00000057913.5	12	0	0	FALSE
GSE279372	ENSMUSG00000057914.16	12	0	0	FALSE
GSE279372	ENSMUSG00000057933.11	2	0	0	FALSE
GSE279372	ENSMUSG00000057948.13	12	0	0	FALSE
GSE279372	ENSMUSG00000057963.10	12	0	0	FALSE
GSE279372	ENSMUSG00000057967.13	10	0	0	FALSE
GSE279372	ENSMUSG00000057969.16	12	0	0	FALSE
GSE279372	ENSMUSG00000057982.9	12	0	0	FALSE
GSE279372	ENSMUSG00000057990.5	12	0	0	FALSE
GSE279372	ENSMUSG00000058006.13	12	0	0	FALSE
GSE279372	ENSMUSG00000058013.12	12	0	0	FALSE
GSE279372	ENSMUSG00000058022.16	12	0	0	FALSE
GSE279372	ENSMUSG00000058046.2	12	2	0.16666666666666666	FALSE
