dataset_id	gene_id	n_contrasts_dataset	n_pass	support_in_dataset	dataset_support_flag
GSE264344	ENSMUSG00000020895.15	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000020897.13	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000020898.19	60	14	0.23333333333333334	FALSE
GSE264344	ENSMUSG00000020899.17	60	0	0	FALSE
GSE264344	ENSMUSG00000020900.16	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000020901.14	60	16	0.26666666666666666	FALSE
GSE264344	ENSMUSG00000020902.13	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000020903.14	60	0	0	FALSE
GSE264344	ENSMUSG00000020904.12	20	2	0.1	FALSE
GSE264344	ENSMUSG00000020905.12	40	2	0.05	FALSE
GSE264344	ENSMUSG00000020907.2	4	0	0	FALSE
GSE264344	ENSMUSG00000020908.16	40	4	0.1	FALSE
GSE264344	ENSMUSG00000020910.17	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000020911.15	40	0	0	FALSE
GSE264344	ENSMUSG00000020914.18	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000020916.9	26	2	0.07692307692307693	FALSE
GSE264344	ENSMUSG00000020917.18	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000020918.15	60	0	0	FALSE
GSE264344	ENSMUSG00000020919.12	60	0	0	FALSE
GSE264344	ENSMUSG00000020921.7	60	0	0	FALSE
GSE264344	ENSMUSG00000020922.12	60	18	0.3	FALSE
GSE264344	ENSMUSG00000020923.18	60	0	0	FALSE
GSE264344	ENSMUSG00000020925.18	60	0	0	FALSE
GSE264344	ENSMUSG00000020926.17	60	26	0.43333333333333335	FALSE
GSE264344	ENSMUSG00000020928.15	40	14	0.35	FALSE
GSE264344	ENSMUSG00000020929.15	60	0	0	FALSE
GSE264344	ENSMUSG00000020930.10	8	0	0	FALSE
GSE264344	ENSMUSG00000020932.15	40	0	0	FALSE
GSE264344	ENSMUSG00000020935.9	60	0	0	FALSE
GSE264344	ENSMUSG00000020936.9	60	0	0	FALSE
GSE264344	ENSMUSG00000020937.15	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000020940.15	30	0	0	FALSE
GSE264344	ENSMUSG00000020941.8	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000020946.14	60	0	0	FALSE
GSE264344	ENSMUSG00000020948.10	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000020949.10	60	0	0	FALSE
GSE264344	ENSMUSG00000020952.11	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000020953.18	60	20	0.3333333333333333	FALSE
GSE264344	ENSMUSG00000020954.17	60	0	0	FALSE
GSE264344	ENSMUSG00000020955.10	60	0	0	FALSE
GSE264344	ENSMUSG00000020956.15	60	0	0	FALSE
GSE264344	ENSMUSG00000020961.16	60	12	0.2	FALSE
GSE264344	ENSMUSG00000020962.15	60	0	0	FALSE
GSE264344	ENSMUSG00000020963.16	40	12	0.3	FALSE
GSE264344	ENSMUSG00000020964.16	60	0	0	FALSE
GSE264344	ENSMUSG00000020973.8	60	0	0	FALSE
GSE264344	ENSMUSG00000020974.7	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000020978.11	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000020982.10	60	0	0	FALSE
GSE264344	ENSMUSG00000020986.14	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000020988.10	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000020990.6	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000020992.7	54	0	0	FALSE
GSE264344	ENSMUSG00000020993.10	60	0	0	FALSE
GSE264344	ENSMUSG00000020994.6	60	0	0	FALSE
GSE264344	ENSMUSG00000021000.18	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021003.11	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021007.15	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021009.16	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021010.10	40	8	0.2	FALSE
GSE264344	ENSMUSG00000021012.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021013.17	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021018.9	60	0	0	FALSE
GSE264344	ENSMUSG00000021022.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021023.15	60	0	0	FALSE
GSE264344	ENSMUSG00000021024.15	60	0	0	FALSE
GSE264344	ENSMUSG00000021025.9	60	16	0.26666666666666666	FALSE
GSE264344	ENSMUSG00000021027.19	60	0	0	FALSE
GSE264344	ENSMUSG00000021028.9	60	0	0	FALSE
GSE264344	ENSMUSG00000021032.14	26	0	0	FALSE
GSE264344	ENSMUSG00000021033.12	60	0	0	FALSE
GSE264344	ENSMUSG00000021036.11	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021037.8	60	14	0.23333333333333334	FALSE
GSE264344	ENSMUSG00000021038.18	60	0	0	FALSE
GSE264344	ENSMUSG00000021039.10	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021040.16	22	0	0	FALSE
GSE264344	ENSMUSG00000021044.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021047.8	42	10	0.23809523809523808	FALSE
GSE264344	ENSMUSG00000021048.8	60	0	0	FALSE
GSE264344	ENSMUSG00000021051.11	60	0	0	FALSE
GSE264344	ENSMUSG00000021054.7	60	0	0	FALSE
GSE264344	ENSMUSG00000021055.15	20	0	0	FALSE
GSE264344	ENSMUSG00000021057.16	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021061.16	60	16	0.26666666666666666	FALSE
GSE264344	ENSMUSG00000021062.16	40	0	0	FALSE
GSE264344	ENSMUSG00000021065.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021066.10	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021067.9	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021068.18	60	0	0	FALSE
GSE264344	ENSMUSG00000021069.18	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021070.7	40	10	0.25	FALSE
GSE264344	ENSMUSG00000021071.18	42	10	0.23809523809523808	FALSE
GSE264344	ENSMUSG00000021072.13	60	0	0	FALSE
GSE264344	ENSMUSG00000021076.7	60	0	0	FALSE
GSE264344	ENSMUSG00000021079.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021086.6	22	0	0	FALSE
GSE264344	ENSMUSG00000021087.19	60	14	0.23333333333333334	FALSE
GSE264344	ENSMUSG00000021090.17	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021091.9	40	20	0.5	TRUE
GSE264344	ENSMUSG00000021094.11	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021095.6	6	0	0	FALSE
GSE264344	ENSMUSG00000021096.12	60	0	0	FALSE
GSE264344	ENSMUSG00000021097.16	60	14	0.23333333333333334	FALSE
GSE264344	ENSMUSG00000021098.16	40	4	0.1	FALSE
GSE264344	ENSMUSG00000021101.4	40	0	0	FALSE
GSE264344	ENSMUSG00000021102.5	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021103.13	60	0	0	FALSE
GSE264344	ENSMUSG00000021108.19	60	0	0	FALSE
GSE264344	ENSMUSG00000021109.14	60	12	0.2	FALSE
GSE264344	ENSMUSG00000021111.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021112.10	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021113.6	60	0	0	FALSE
GSE264344	ENSMUSG00000021114.10	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021115.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021116.11	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021118.8	54	2	0.037037037037037035	FALSE
GSE264344	ENSMUSG00000021120.12	60	0	0	FALSE
GSE264344	ENSMUSG00000021123.13	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021124.14	60	0	0	FALSE
GSE264344	ENSMUSG00000021125.7	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021127.9	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021130.9	52	12	0.23076923076923078	FALSE
GSE264344	ENSMUSG00000021131.15	60	0	0	FALSE
GSE264344	ENSMUSG00000021133.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021134.18	60	0	0	FALSE
GSE264344	ENSMUSG00000021135.9	60	0	0	FALSE
GSE264344	ENSMUSG00000021136.14	60	12	0.2	FALSE
GSE264344	ENSMUSG00000021139.18	60	0	0	FALSE
GSE264344	ENSMUSG00000021140.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021143.11	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021144.15	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021147.18	60	0	0	FALSE
GSE264344	ENSMUSG00000021148.12	8	0	0	FALSE
GSE264344	ENSMUSG00000021149.9	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021156.18	60	0	0	FALSE
GSE264344	ENSMUSG00000021171.9	60	0	0	FALSE
GSE264344	ENSMUSG00000021175.16	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021176.7	60	0	0	FALSE
GSE264344	ENSMUSG00000021177.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021178.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021179.9	60	0	0	FALSE
GSE264344	ENSMUSG00000021180.10	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021182.17	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021185.17	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021186.10	40	16	0.4	FALSE
GSE264344	ENSMUSG00000021187.15	40	2	0.05	FALSE
GSE264344	ENSMUSG00000021188.15	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021189.12	60	0	0	FALSE
GSE264344	ENSMUSG00000021190.15	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021192.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021193.11	60	0	0	FALSE
GSE264344	ENSMUSG00000021194.7	6	0	0	FALSE
GSE264344	ENSMUSG00000021196.15	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021198.17	24	0	0	FALSE
GSE264344	ENSMUSG00000021200.15	60	12	0.2	FALSE
GSE264344	ENSMUSG00000021203.16	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021207.10	4	0	0	FALSE
GSE264344	ENSMUSG00000021208.10	42	0	0	FALSE
GSE264344	ENSMUSG00000021209.13	46	2	0.043478260869565216	FALSE
GSE264344	ENSMUSG00000021210.17	20	0	0	FALSE
GSE264344	ENSMUSG00000021211.5	48	10	0.20833333333333334	FALSE
GSE264344	ENSMUSG00000021213.13	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021214.15	52	6	0.11538461538461539	FALSE
GSE264344	ENSMUSG00000021215.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021216.8	6	0	0	FALSE
GSE264344	ENSMUSG00000021217.8	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021218.11	60	0	0	FALSE
GSE264344	ENSMUSG00000021219.17	52	16	0.3076923076923077	FALSE
GSE264344	ENSMUSG00000021221.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021222.10	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021223.14	60	24	0.4	FALSE
GSE264344	ENSMUSG00000021224.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021226.8	60	0	0	FALSE
GSE264344	ENSMUSG00000021234.10	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021235.14	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021236.17	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021238.12	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021240.7	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021241.8	60	0	0	FALSE
GSE264344	ENSMUSG00000021242.10	60	16	0.26666666666666666	FALSE
GSE264344	ENSMUSG00000021243.15	60	0	0	FALSE
GSE264344	ENSMUSG00000021244.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021245.16	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021248.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021250.14	60	32	0.5333333333333333	TRUE
GSE264344	ENSMUSG00000021252.12	60	0	0	FALSE
GSE264344	ENSMUSG00000021253.8	60	12	0.2	FALSE
GSE264344	ENSMUSG00000021254.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021255.18	40	2	0.05	FALSE
GSE264344	ENSMUSG00000021256.6	40	18	0.45	FALSE
GSE264344	ENSMUSG00000021257.16	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021258.11	60	0	0	FALSE
GSE264344	ENSMUSG00000021259.6	40	12	0.3	FALSE
GSE264344	ENSMUSG00000021260.9	40	10	0.25	FALSE
GSE264344	ENSMUSG00000021262.16	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021263.12	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021264.13	60	0	0	FALSE
GSE264344	ENSMUSG00000021265.4	60	16	0.26666666666666666	FALSE
GSE264344	ENSMUSG00000021266.17	60	14	0.23333333333333334	FALSE
GSE264344	ENSMUSG00000021268.20	44	16	0.36363636363636365	FALSE
GSE264344	ENSMUSG00000021270.14	60	22	0.36666666666666664	FALSE
GSE264344	ENSMUSG00000021271.6	60	0	0	FALSE
GSE264344	ENSMUSG00000021273.12	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021275.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021276.11	60	0	0	FALSE
GSE264344	ENSMUSG00000021277.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021278.8	40	0	0	FALSE
GSE264344	ENSMUSG00000021279.6	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021280.10	58	10	0.1724137931034483	FALSE
GSE264344	ENSMUSG00000021281.16	60	30	0.5	TRUE
GSE264344	ENSMUSG00000021282.18	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021285.16	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021286.9	60	14	0.23333333333333334	FALSE
GSE264344	ENSMUSG00000021287.13	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021288.20	60	0	0	FALSE
GSE264344	ENSMUSG00000021290.7	60	0	0	FALSE
GSE264344	ENSMUSG00000021294.8	40	24	0.6	TRUE
GSE264344	ENSMUSG00000021298.9	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021301.10	14	0	0	FALSE
GSE264344	ENSMUSG00000021302.11	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021303.15	56	14	0.25	FALSE
GSE264344	ENSMUSG00000021306.12	60	12	0.2	FALSE
GSE264344	ENSMUSG00000021311.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021313.18	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021314.14	42	14	0.3333333333333333	FALSE
GSE264344	ENSMUSG00000021318.16	40	2	0.05	FALSE
GSE264344	ENSMUSG00000021319.8	40	16	0.4	FALSE
GSE264344	ENSMUSG00000021322.9	60	26	0.43333333333333335	FALSE
GSE264344	ENSMUSG00000021326.14	60	0	0	FALSE
GSE264344	ENSMUSG00000021327.20	60	0	0	FALSE
GSE264344	ENSMUSG00000021336.18	16	0	0	FALSE
GSE264344	ENSMUSG00000021338.18	60	20	0.3333333333333333	FALSE
GSE264344	ENSMUSG00000021339.5	60	0	0	FALSE
GSE264344	ENSMUSG00000021340.14	60	16	0.26666666666666666	FALSE
GSE264344	ENSMUSG00000021356.11	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021357.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021359.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021360.17	60	20	0.3333333333333333	FALSE
GSE264344	ENSMUSG00000021361.8	60	0	0	FALSE
GSE264344	ENSMUSG00000021362.8	40	0	0	FALSE
GSE264344	ENSMUSG00000021363.15	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021364.17	36	6	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021365.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021366.9	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021367.9	44	10	0.22727272727272727	FALSE
GSE264344	ENSMUSG00000021368.16	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021371.6	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021373.17	60	24	0.4	FALSE
GSE264344	ENSMUSG00000021374.11	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021375.12	60	12	0.2	FALSE
GSE264344	ENSMUSG00000021376.12	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021377.16	60	12	0.2	FALSE
GSE264344	ENSMUSG00000021379.3	40	20	0.5	TRUE
GSE264344	ENSMUSG00000021384.15	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021385.11	60	0	0	FALSE
GSE264344	ENSMUSG00000021388.15	40	22	0.55	TRUE
GSE264344	ENSMUSG00000021390.7	44	22	0.5	TRUE
GSE264344	ENSMUSG00000021391.11	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021392.9	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021395.12	60	0	0	FALSE
GSE264344	ENSMUSG00000021396.6	50	0	0	FALSE
GSE264344	ENSMUSG00000021400.9	60	0	0	FALSE
GSE264344	ENSMUSG00000021403.4	48	6	0.125	FALSE
GSE264344	ENSMUSG00000021408.16	60	26	0.43333333333333335	FALSE
GSE264344	ENSMUSG00000021411.17	60	18	0.3	FALSE
GSE264344	ENSMUSG00000021413.10	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021414.9	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021415.14	8	0	0	FALSE
GSE264344	ENSMUSG00000021416.12	40	2	0.05	FALSE
GSE264344	ENSMUSG00000021417.16	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021418.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021420.14	60	0	0	FALSE
GSE264344	ENSMUSG00000021423.7	60	22	0.36666666666666664	FALSE
GSE264344	ENSMUSG00000021427.11	60	0	0	FALSE
GSE264344	ENSMUSG00000021428.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021431.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021432.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021448.9	20	0	0	FALSE
GSE264344	ENSMUSG00000021451.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021453.3	60	26	0.43333333333333335	FALSE
GSE264344	ENSMUSG00000021456.9	40	0	0	FALSE
GSE264344	ENSMUSG00000021457.15	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021458.19	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021460.18	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021461.18	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021464.16	40	10	0.25	FALSE
GSE264344	ENSMUSG00000021466.13	60	0	0	FALSE
GSE264344	ENSMUSG00000021468.9	60	0	0	FALSE
GSE264344	ENSMUSG00000021469.10	22	0	0	FALSE
GSE264344	ENSMUSG00000021470.20	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021474.10	60	14	0.23333333333333334	FALSE
GSE264344	ENSMUSG00000021476.10	60	14	0.23333333333333334	FALSE
GSE264344	ENSMUSG00000021477.10	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021478.7	40	0	0	FALSE
GSE264344	ENSMUSG00000021481.12	60	0	0	FALSE
GSE264344	ENSMUSG00000021482.11	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021483.9	60	14	0.23333333333333334	FALSE
GSE264344	ENSMUSG00000021484.9	60	0	0	FALSE
GSE264344	ENSMUSG00000021485.15	34	8	0.23529411764705882	FALSE
GSE264344	ENSMUSG00000021486.8	60	0	0	FALSE
GSE264344	ENSMUSG00000021488.9	60	0	0	FALSE
GSE264344	ENSMUSG00000021490.12	34	0	0	FALSE
GSE264344	ENSMUSG00000021492.16	42	0	0	FALSE
GSE264344	ENSMUSG00000021493.16	60	20	0.3333333333333333	FALSE
GSE264344	ENSMUSG00000021494.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021495.11	60	12	0.2	FALSE
GSE264344	ENSMUSG00000021496.13	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021497.11	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021499.13	42	4	0.09523809523809523	FALSE
GSE264344	ENSMUSG00000021500.19	60	0	0	FALSE
GSE264344	ENSMUSG00000021501.5	60	0	0	FALSE
GSE264344	ENSMUSG00000021504.15	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021506.8	20	0	0	FALSE
GSE264344	ENSMUSG00000021508.12	40	4	0.1	FALSE
GSE264344	ENSMUSG00000021509.6	36	0	0	FALSE
GSE264344	ENSMUSG00000021510.12	60	0	0	FALSE
GSE264344	ENSMUSG00000021514.19	60	0	0	FALSE
GSE264344	ENSMUSG00000021518.5	60	0	0	FALSE
GSE264344	ENSMUSG00000021519.12	60	0	0	FALSE
GSE264344	ENSMUSG00000021520.5	60	0	0	FALSE
GSE264344	ENSMUSG00000021532.12	60	0	0	FALSE
GSE264344	ENSMUSG00000021534.9	20	0	0	FALSE
GSE264344	ENSMUSG00000021536.8	40	2	0.05	FALSE
GSE264344	ENSMUSG00000021537.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021539.10	14	0	0	FALSE
GSE264344	ENSMUSG00000021540.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021546.19	60	0	0	FALSE
GSE264344	ENSMUSG00000021548.11	60	0	0	FALSE
GSE264344	ENSMUSG00000021549.15	60	0	0	FALSE
GSE264344	ENSMUSG00000021550.7	60	0	0	FALSE
GSE264344	ENSMUSG00000021552.8	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021553.15	22	0	0	FALSE
GSE264344	ENSMUSG00000021555.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021556.13	60	12	0.2	FALSE
GSE264344	ENSMUSG00000021557.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021559.15	60	22	0.36666666666666664	FALSE
GSE264344	ENSMUSG00000021565.17	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021566.8	20	0	0	FALSE
GSE264344	ENSMUSG00000021567.16	42	16	0.38095238095238093	FALSE
GSE264344	ENSMUSG00000021569.11	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021572.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021573.16	60	12	0.2	FALSE
GSE264344	ENSMUSG00000021575.17	60	16	0.26666666666666666	FALSE
GSE264344	ENSMUSG00000021576.7	60	0	0	FALSE
GSE264344	ENSMUSG00000021577.15	60	0	0	FALSE
GSE264344	ENSMUSG00000021578.18	60	0	0	FALSE
GSE264344	ENSMUSG00000021583.8	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021585.11	60	0	0	FALSE
GSE264344	ENSMUSG00000021587.6	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021589.14	60	12	0.2	FALSE
GSE264344	ENSMUSG00000021590.8	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021591.9	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021592.19	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021594.12	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021595.19	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021596.18	60	16	0.26666666666666666	FALSE
GSE264344	ENSMUSG00000021597.17	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021598.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021604.16	20	0	0	FALSE
GSE264344	ENSMUSG00000021606.9	60	0	0	FALSE
GSE264344	ENSMUSG00000021607.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021608.16	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021609.7	40	4	0.1	FALSE
GSE264344	ENSMUSG00000021610.9	60	0	0	FALSE
GSE264344	ENSMUSG00000021611.10	60	6	0.1	FALSE
GSE264344	ENSMUSG00000021613.10	44	6	0.13636363636363635	FALSE
GSE264344	ENSMUSG00000021614.17	60	46	0.7666666666666667	TRUE
GSE264344	ENSMUSG00000021615.14	60	0	0	FALSE
GSE264344	ENSMUSG00000021619.7	60	0	0	FALSE
GSE264344	ENSMUSG00000021620.5	20	2	0.1	FALSE
GSE264344	ENSMUSG00000021621.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021622.4	40	0	0	FALSE
GSE264344	ENSMUSG00000021624.10	60	12	0.2	FALSE
GSE264344	ENSMUSG00000021629.11	60	0	0	FALSE
GSE264344	ENSMUSG00000021631.9	22	0	0	FALSE
GSE264344	ENSMUSG00000021635.15	60	0	0	FALSE
GSE264344	ENSMUSG00000021636.17	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021638.13	44	2	0.045454545454545456	FALSE
GSE264344	ENSMUSG00000021639.18	60	0	0	FALSE
GSE264344	ENSMUSG00000021640.7	40	2	0.05	FALSE
GSE264344	ENSMUSG00000021643.16	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021645.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021646.10	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021650.8	60	0	0	FALSE
GSE264344	ENSMUSG00000021660.15	60	0	0	FALSE
GSE264344	ENSMUSG00000021661.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021662.12	60	14	0.23333333333333334	FALSE
GSE264344	ENSMUSG00000021665.10	60	4	0.06666666666666667	FALSE
GSE264344	ENSMUSG00000021666.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021668.16	60	0	0	FALSE
GSE264344	ENSMUSG00000021669.17	60	0	0	FALSE
GSE264344	ENSMUSG00000021670.15	60	0	0	FALSE
GSE264344	ENSMUSG00000021671.10	60	0	0	FALSE
GSE264344	ENSMUSG00000021675.5	60	16	0.26666666666666666	FALSE
GSE264344	ENSMUSG00000021676.11	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021678.10	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021680.9	20	0	0	FALSE
GSE264344	ENSMUSG00000021681.9	60	0	0	FALSE
GSE264344	ENSMUSG00000021684.18	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021686.7	60	0	0	FALSE
GSE264344	ENSMUSG00000021687.15	60	18	0.3	FALSE
GSE264344	ENSMUSG00000021690.11	60	0	0	FALSE
GSE264344	ENSMUSG00000021692.10	60	8	0.13333333333333333	FALSE
GSE264344	ENSMUSG00000021693.21	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021694.19	60	0	0	FALSE
GSE264344	ENSMUSG00000021696.10	60	18	0.3	FALSE
GSE264344	ENSMUSG00000021697.13	60	14	0.23333333333333334	FALSE
GSE264344	ENSMUSG00000021699.18	60	2	0.03333333333333333	FALSE
GSE264344	ENSMUSG00000021700.11	10	4	0.4	FALSE
GSE264344	ENSMUSG00000021701.9	60	16	0.26666666666666666	FALSE
GSE264344	ENSMUSG00000021702.8	60	10	0.16666666666666666	FALSE
GSE264344	ENSMUSG00000021703.10	60	12	0.2	FALSE
