gene_id	SRR13694562	SRR13694563	SRR13694564	SRR13694565	SRR13694566	SRR13694567	SRR13694568	SRR13694569	SRR13694570
ENSMUSG00000132586.1	0	0	1	0	0	0	0	0	0
ENSMUSG00000106519.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000114832.4	0	0	0	0	0	0	0	0	0
ENSMUSG00000122697.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000143009.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000098862.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000141079.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000124295.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000105651.3	3	4	3	4	0	5	0	0	2
ENSMUSG00000127084.1	0	1	2	0	0	2	0	0	0
ENSMUSG00002075462.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000106512.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000139362.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000106496.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000105040.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000105662.6	0	0	0	0	0	0	0	0	0
ENSMUSG00000129136.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000119567.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000037400.18	1826	2051	2188	2040	2315	2318	721	496	833
ENSMUSG00000104897.2	8	7	10	8	5	9	1	1	6
ENSMUSG00000097713.2	0	0	3	1	1	3	1	2	0
ENSMUSG00000027708.15	1933	1904	2092	2038	2087	2158	1430	837	1710
ENSMUSG00000085655.7	18	22	20	32	23	28	11	9	15
ENSMUSG00000105095.2	113	108	127	117	143	120	50	87	112
ENSMUSG00000027709.10	2055	2279	2427	1964	2053	2178	933	808	1219
ENSMUSG00000105556.2	17	34	24	28	34	32	26	9	20
ENSMUSG00000106096.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000086392.11	15	18	19	9	23	16	6	2	3
ENSMUSG00000047696.17	1	2	0	1	1	4	0	0	1
ENSMUSG00000027710.15	1002	1045	1194	1039	1073	1222	896	612	1000
ENSMUSG00000105055.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000105419.2	41	30	40	39	33	37	5	3	7
ENSMUSG00000140322.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000033883.12	174	206	193	229	289	216	53	60	89
ENSMUSG00000058400.14	2	0	5	1	1	1	0	0	0
ENSMUSG00000104568.2	1	2	1	0	1	1	0	0	0
ENSMUSG00000106180.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000120211.2	12	12	21	9	13	13	0	0	0
ENSMUSG00000105281.2	0	0	4	0	0	1	0	0	0
ENSMUSG00000105792.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000027712.14	2886	2294	3217	3105	2788	3154	590	958	1186
ENSMUSG00000098808.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000027713.7	7	14	13	5	11	6	2	1	3
ENSMUSG00000124855.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000085320.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000085007.4	4	2	3	1	2	2	0	0	0
ENSMUSG00000083388.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000141468.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000125997.1	0	0	3	0	0	2	0	0	0
ENSMUSG00000027714.12	897	963	1067	958	927	987	409	243	411
ENSMUSG00000027715.10	19	31	27	23	20	30	5	6	12
ENSMUSG00000037325.11	463	448	467	421	471	559	284	150	289
ENSMUSG00000027716.14	282	303	294	316	346	275	179	171	366
ENSMUSG00000082548.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000128679.1	0	0	0	0	0	1	0	0	0
ENSMUSG00000135958.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000084027.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000037270.19	2034	2204	2281	2223	2758	2508	1204	806	1472
ENSMUSG00000086090.3	1	0	1	0	1	0	0	0	0
ENSMUSG00000027719.16	0	0	0	0	0	0	0	0	0
ENSMUSG00000081705.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000082878.2	0	0	0	0	0	0	0	0	1
ENSMUSG00000083857.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000027720.8	0	1	0	1	0	1	0	0	0
ENSMUSG00000122894.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000140360.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000084754.3	2	0	0	0	0	0	0	0	0
ENSMUSG00000124357.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000124389.1	0	0	3	0	0	0	0	0	0
ENSMUSG00000027718.9	0	0	0	0	0	0	0	0	0
ENSMUSG00000086517.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000104998.2	0	0	0	0	0	0	0	0	0
ENSMUSG00002075204.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000045031.19	37	25	51	23	43	37	4	2	7
ENSMUSG00000106407.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000051444.10	55	48	95	65	56	73	15	18	22
ENSMUSG00000083353.2	2	0	3	3	3	1	0	0	1
ENSMUSG00000054779.6	3	0	0	2	3	2	0	2	2
ENSMUSG00000105063.2	1	2	0	0	0	1	0	0	0
ENSMUSG00000037225.14	213	211	248	215	282	205	129	132	271
ENSMUSG00000105134.2	3	1	7	9	7	0	0	0	0
ENSMUSG00000050174.16	234	261	291	215	216	250	255	164	248
ENSMUSG00000027722.15	320	350	369	373	353	372	213	93	172
ENSMUSG00000106166.2	9	3	3	1	3	5	0	1	4
ENSMUSG00000080723.2	0	0	0	1	0	2	0	0	0
ENSMUSG00000140250.1	0	0	0	2	0	0	0	0	1
ENSMUSG00000081093.2	0	2	2	0	0	1	0	0	0
ENSMUSG00000140288.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000085677.9	0	0	0	0	0	0	0	0	0
ENSMUSG00000104605.2	6	7	11	13	11	12	5	9	12
ENSMUSG00000037211.13	876	953	1104	1085	1051	984	523	437	1002
ENSMUSG00000106062.2	15	5	4	4	15	9	5	3	3
ENSMUSG00000131767.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000106441.4	13	15	5	10	12	20	2	2	7
ENSMUSG00000131026.1	1	0	0	0	0	0	0	0	0
ENSMUSG00000104935.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000058174.8	2	0	2	0	0	0	1	1	0
ENSMUSG00000100755.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000097304.2	0	0	0	1	0	0	0	0	0
ENSMUSG00000130990.1	0	0	0	0	1	0	0	0	4
ENSMUSG00000089123.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000106621.2	1	2	4	2	2	2	0	8	1
ENSMUSG00000105252.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000106461.2	0	1	1	2	3	2	0	0	0
ENSMUSG00000087457.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000105099.2	1	0	0	0	0	0	0	0	0
ENSMUSG00000118777.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000131210.1	1	0	0	0	0	0	0	0	2
ENSMUSG00000128646.1	1	2	1	0	0	3	0	0	0
ENSMUSG00000133655.1	0	0	0	0	0	0	0	0	2
ENSMUSG00000105219.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000105359.2	2	2	4	3	2	2	2	0	0
ENSMUSG00000135984.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000106002.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000105943.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000092986.5	0	0	0	0	0	0	0	0	0
ENSMUSG00000106008.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000106485.2	1	0	0	0	0	0	0	0	0
ENSMUSG00000105516.6	0	1	0	0	0	1	0	0	0
ENSMUSG00000106201.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000044864.17	755	651	748	720	793	914	249	174	407
ENSMUSG00000136379.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000127573.1	0	0	0	0	0	0	0	0	0
ENSMUSG00002076557.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000105360.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000106168.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000128159.1	0	0	1	0	0	0	0	0	0
ENSMUSG00000143454.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000086181.3	2	0	0	3	1	0	2	0	7
ENSMUSG00000132834.1	1	0	0	0	0	0	0	1	0
ENSMUSG00000120375.2	0	1	0	0	1	1	2	0	0
ENSMUSG00000046743.7	179	232	211	193	294	239	149	199	270
ENSMUSG00000128788.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000105910.3	0	1	0	0	0	0	0	0	0
ENSMUSG00000104792.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000131194.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000107333.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000124482.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000142831.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000142788.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000050533.4	0	0	0	0	0	0	0	0	0
ENSMUSG00000128548.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000128584.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000118708.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000106786.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000065945.4	0	0	0	0	0	0	0	0	0
ENSMUSG00000128162.1	0	0	2	0	0	0	0	0	0
ENSMUSG00000134941.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000119128.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000106846.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000106948.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000142579.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000135996.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000037884.8	0	1	0	0	1	0	0	0	0
ENSMUSG00000142698.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000142651.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000142616.1	0	0	0	0	0	0	0	0	0
ENSMUSG00002075027.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000060798.8	240	290	328	338	396	354	90	57	73
ENSMUSG00000089932.2	1	0	1	2	2	0	0	0	0
ENSMUSG00000069041.9	0	1	2	8	3	6	2	0	0
ENSMUSG00000025757.14	2052	2176	2508	2043	2546	2190	260	190	251
ENSMUSG00000025758.11	94	98	103	94	89	82	14	14	29
ENSMUSG00000025759.12	501	494	532	461	470	523	402	262	615
ENSMUSG00000121347.2	146	150	147	141	161	153	42	40	74
ENSMUSG00000037818.18	271	271	245	242	216	347	146	175	193
ENSMUSG00000141455.1	3	3	2	9	1	4	0	0	0
ENSMUSG00000074620.7	0	0	0	0	0	0	0	0	0
ENSMUSG00000107741.4	12	14	17	8	20	24	6	3	6
ENSMUSG00000097583.4	54	59	94	64	71	77	20	8	27
ENSMUSG00000107524.2	20	26	17	17	34	19	7	6	4
ENSMUSG00000107892.2	4	12	10	5	10	9	2	3	3
ENSMUSG00000074619.6	7	0	7	4	7	2	1	2	2
ENSMUSG00000126079.1	5	5	8	13	9	17	13	6	4
ENSMUSG00000025762.17	1585	1647	1788	1510	1504	1919	1751	1162	2022
ENSMUSG00000064927.3	10	9	9	9	7	15	0	1	5
ENSMUSG00000105517.2	2	0	6	0	1	7	1	0	0
ENSMUSG00000105674.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000125503.1	3	1	1	5	2	1	2	4	2
ENSMUSG00000134696.1	0	0	0	2	0	0	0	0	0
ENSMUSG00000049940.8	1829	1736	2139	2118	2007	2131	797	530	902
ENSMUSG00000123389.1	3	3	7	1	3	4	0	1	1
ENSMUSG00000134512.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000128612.1	22	34	25	20	47	13	0	0	0
ENSMUSG00000105258.3	4	12	6	4	7	3	0	0	0
ENSMUSG00000106000.3	0	0	1	1	1	0	0	0	0
ENSMUSG00000143083.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000105297.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000141375.1	0	0	0	0	1	0	0	0	0
ENSMUSG00000097639.5	1	2	6	5	2	4	7	12	8
ENSMUSG00000141420.1	2	0	0	0	0	1	0	0	0
ENSMUSG00000141291.1	0	0	1	2	1	3	0	1	0
ENSMUSG00000089350.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000104616.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000141464.1	0	0	2	0	0	0	0	0	0
ENSMUSG00000123796.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000025764.15	827	1009	923	1023	1108	1018	723	701	1031
ENSMUSG00000103843.3	3	1	3	7	5	3	1	1	2
ENSMUSG00000143150.1	0	0	0	0	3	1	0	0	1
ENSMUSG00000059834.13	190	166	183	199	198	192	134	99	181
ENSMUSG00000102436.2	2	0	0	0	0	0	1	0	0
ENSMUSG00000123916.1	0	0	0	0	0	0	0	1	1
ENSMUSG00000025766.15	425	555	586	415	522	498	136	82	197
ENSMUSG00000103952.2	2	3	5	8	9	0	0	0	2
ENSMUSG00000103823.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000102972.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000102610.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000138218.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000104089.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000135642.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103426.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000104294.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000143320.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000135583.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102149.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000102334.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000104303.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000104083.2	0	1	3	1	0	1	1	0	1
ENSMUSG00002075466.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102792.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103148.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000104013.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000140112.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000104051.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103353.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000143878.1	0	0	0	0	0	0	0	0	0
ENSMUSG00002076732.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000143228.1	0	0	0	0	0	0	0	0	0
ENSMUSG00002075348.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103082.2	0	1	2	1	1	0	0	0	0
ENSMUSG00000097040.9	21	24	16	20	11	11	0	1	0
ENSMUSG00000103477.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103430.2	2	0	0	0	0	0	0	0	0
ENSMUSG00000049100.16	64	19	19	29	17	16	4	1	3
ENSMUSG00000100799.4	0	0	0	0	0	0	0	0	0
ENSMUSG00000103713.2	2	0	0	1	0	0	0	0	0
ENSMUSG00000103947.2	0	0	1	0	0	0	0	0	0
ENSMUSG00000133627.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103534.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000102190.2	0	1	1	0	1	0	1	1	0
ENSMUSG00000104491.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000064579.4	0	0	0	0	0	0	0	0	0
ENSMUSG00000089584.4	0	0	0	0	0	0	0	0	0
ENSMUSG00000136372.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000134612.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000077256.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000104511.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000090919.7	11	24	16	18	27	37	4	3	2
ENSMUSG00000102589.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000098417.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000072387.4	2	6	4	4	9	2	2	2	2
ENSMUSG00000097985.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000088739.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000102220.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103491.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103798.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103257.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000104110.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000126375.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000126415.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000037910.4	0	0	0	0	0	0	0	0	0
ENSMUSG00000102181.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000118871.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000136070.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102263.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000104186.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103027.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000102679.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000104309.2	9	6	12	8	6	3	2	4	3
ENSMUSG00000084517.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000104437.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000134307.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102731.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103249.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000104134.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103568.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000119731.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000037892.14	128	127	114	90	131	158	50	52	116
ENSMUSG00000102943.2	0	1	0	2	0	3	0	0	0
ENSMUSG00000027737.11	14	1	5	9	1	1	0	0	4
ENSMUSG00000102892.2	34	50	70	62	92	38	0	1	1
ENSMUSG00000104457.2	36	37	31	28	40	31	0	0	0
ENSMUSG00000104349.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000102167.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000126398.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103907.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000140354.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102715.4	4	3	6	3	2	1	0	0	0
ENSMUSG00000129935.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102895.2	2	0	1	0	0	4	0	0	0
ENSMUSG00000103745.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000104068.2	0	0	0	0	0	2	0	0	0
ENSMUSG00000104281.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000089079.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000103012.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000127257.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102614.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103652.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000140080.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102067.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000138734.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103464.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000136026.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000138775.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000139445.1	2	0	0	0	0	0	0	0	0
ENSMUSG00000131064.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000137972.1	5	6	0	2	0	2	0	0	0
ENSMUSG00000141912.1	0	1	0	2	0	0	0	0	0
ENSMUSG00000138346.1	1	0	2	1	0	0	0	0	0
ENSMUSG00000023087.17	1187	683	1165	811	713	1215	677	393	849
ENSMUSG00000103313.2	2	13	5	1	7	3	8	10	9
ENSMUSG00000037174.19	1641	1373	1690	1582	1779	1854	1312	807	1490
ENSMUSG00000127060.1	1	2	0	0	2	1	3	0	2
ENSMUSG00000087440.3	30	24	30	27	19	16	41	36	52
ENSMUSG00002076110.1	1	5	2	2	2	6	0	2	3
ENSMUSG00000104200.2	2	1	0	0	0	3	1	2	0
ENSMUSG00000103654.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000102544.3	25	17	32	21	25	22	10	10	15
ENSMUSG00000037161.15	26	14	22	25	16	26	7	5	4
ENSMUSG00000125153.1	1	2	0	1	1	0	0	1	1
ENSMUSG00000104241.2	11	9	12	14	8	11	6	6	14
ENSMUSG00000037152.12	2867	3249	3570	2723	2319	3096	2333	1394	2766
ENSMUSG00000063273.12	3002	2746	3102	2767	3022	3418	2126	1220	2483
ENSMUSG00000103191.2	1	0	3	3	2	3	1	0	4
ENSMUSG00000102775.2	1	4	8	2	1	7	1	0	0
ENSMUSG00000027739.10	478	556	615	590	578	580	157	109	255
ENSMUSG00000102570.2	13	16	23	16	9	22	3	1	6
ENSMUSG00000135508.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000037111.10	8702	9194	8529	8014	9316	10179	11267	4866	11562
ENSMUSG00000102466.2	0	4	4	3	6	3	2	0	1
ENSMUSG00000097885.9	127	120	168	165	147	138	46	24	51
ENSMUSG00000104001.2	1	0	1	0	4	0	0	0	1
ENSMUSG00000104075.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000131852.1	3	0	0	0	0	0	0	0	0
ENSMUSG00000104166.2	0	2	0	1	0	0	1	0	0
ENSMUSG00000074604.10	10	4	4	6	7	8	8	1	6
ENSMUSG00000131885.1	0	0	0	0	1	0	1	1	2
ENSMUSG00000103527.2	0	2	0	0	1	0	4	0	3
ENSMUSG00000061143.16	235	257	296	244	292	259	136	89	134
ENSMUSG00000074603.4	1	0	0	0	0	0	1	0	2
ENSMUSG00000129705.1	3	5	5	8	1	2	2	0	2
ENSMUSG00000102732.2	2	0	8	0	1	0	0	0	3
ENSMUSG00000102539.2	0	0	0	0	1	0	0	0	1
ENSMUSG00002076132.1	1	2	0	8	1	1	0	0	2
ENSMUSG00000103284.2	14	3	15	14	8	7	0	0	2
ENSMUSG00000103484.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000102620.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000102786.2	0	0	2	3	0	4	0	2	0
ENSMUSG00000103701.3	0	1	1	0	1	0	0	0	0
ENSMUSG00000104161.2	1	2	0	0	2	0	0	0	0
ENSMUSG00000102147.2	0	0	0	4	1	2	1	0	0
ENSMUSG00000103784.2	1	1	0	0	1	0	0	0	0
ENSMUSG00000102423.2	1	6	1	1	1	1	0	1	5
ENSMUSG00000104339.2	16	21	9	10	23	7	6	7	7
ENSMUSG00000102808.2	0	2	0	1	2	4	0	1	1
ENSMUSG00000132822.1	0	0	1	0	0	0	0	0	0
ENSMUSG00000125166.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103655.3	2	0	0	1	0	1	0	0	2
ENSMUSG00000104055.3	1	0	1	1	1	0	0	0	0
ENSMUSG00000141245.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102510.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000141166.1	0	0	0	1	0	0	0	0	0
ENSMUSG00000044167.7	1027	1008	1341	961	1011	1143	577	333	633
ENSMUSG00000092405.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000102844.2	11	8	12	3	13	1	4	0	17
ENSMUSG00000126353.1	0	1	0	0	0	2	0	0	0
ENSMUSG00000126396.1	0	0	0	0	0	1	0	0	0
ENSMUSG00000126436.1	0	0	0	0	1	0	0	0	0
ENSMUSG00000103454.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000120422.2	9	1	10	7	4	7	1	4	0
ENSMUSG00000103965.3	3	0	3	0	2	3	0	0	1
ENSMUSG00000135000.1	4	6	10	6	5	9	1	1	1
ENSMUSG00000070490.5	17	9	21	13	10	8	21	11	23
ENSMUSG00000131219.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000131261.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000131293.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000131170.1	0	0	1	0	2	0	0	0	0
ENSMUSG00000102785.7	0	1	0	2	1	0	0	0	0
ENSMUSG00000131198.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000119552.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000104109.3	1	3	0	2	0	0	0	1	0
ENSMUSG00000144014.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000122906.1	0	0	0	1	0	0	0	0	0
ENSMUSG00000139417.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000139460.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000128525.1	2	0	0	0	0	0	0	0	0
ENSMUSG00000104401.3	2	3	3	1	0	2	1	1	0
ENSMUSG00000122833.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000122796.1	1	2	0	0	3	1	0	1	2
ENSMUSG00000103886.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000130914.1	2	1	0	0	2	0	0	0	0
ENSMUSG00000027742.14	2189	2394	2528	2443	2435	2644	3076	1291	2986
ENSMUSG00000104850.3	0	0	5	1	1	1	0	0	0
ENSMUSG00000048332.14	483	411	489	418	469	461	271	223	572
ENSMUSG00000104828.2	4	1	0	0	0	0	0	0	1
ENSMUSG00000104687.2	1	0	2	0	0	0	0	1	0
ENSMUSG00000104735.2	1	3	1	0	3	2	0	1	5
ENSMUSG00000104615.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000104968.3	0	0	0	0	0	0	0	1	0
ENSMUSG00000105971.2	0	0	2	0	1	0	0	0	0
ENSMUSG00000126141.1	2	0	0	0	1	1	0	0	0
ENSMUSG00000133395.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000106660.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000138892.1	0	0	0	0	1	0	0	0	0
ENSMUSG00000105397.2	1	1	1	4	4	3	1	0	0
ENSMUSG00000141005.1	2	1	0	1	0	2	0	1	0
ENSMUSG00000129450.1	2	2	3	1	2	0	0	0	0
ENSMUSG00000042997.14	281	323	356	367	399	350	184	143	220
ENSMUSG00000085174.2	4	6	7	5	6	3	5	7	6
ENSMUSG00000049504.13	508	628	610	704	755	682	211	218	379
ENSMUSG00000027744.5	3	1	1	3	12	0	0	0	2
ENSMUSG00000105481.2	0	0	0	2	0	0	0	1	0
ENSMUSG00000087936.3	0	0	0	0	0	0	0	1	0
ENSMUSG00000037016.12	32	104	56	94	94	113	31	12	55
ENSMUSG00000136562.1	1	0	0	0	0	0	0	0	0
ENSMUSG00000105840.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000105879.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000105168.4	36	88	51	13	20	42	10	4	4
ENSMUSG00000106270.2	3	2	2	2	0	1	0	0	0
ENSMUSG00000134715.1	0	0	0	0	0	1	0	0	0
ENSMUSG00000088653.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000078742.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000027746.14	1662	1740	2020	1802	1707	1982	972	604	1108
ENSMUSG00000106577.2	0	0	3	0	0	0	0	0	0
ENSMUSG00000122312.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103155.2	0	0	1	0	0	0	0	0	0
ENSMUSG00000105067.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000130784.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000133911.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000027748.12	8	5	10	6	8	4	9	0	7
ENSMUSG00000132497.1	0	0	0	0	3	0	0	0	1
