gene_id	SRR31032963	SRR31032964	SRR31032965	SRR31032960	SRR31032961	SRR31032962	SRR31032957	SRR31032958	SRR31032959
ENSMUSG00000099433.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000089787.4	0	0	0	0	0	0	0	0	0
ENSMUSG00000042596.8	0	0	0	0	0	0	0	0	0
ENSMUSG00000100720.2	0	0	1	0	0	1	0	0	0
ENSMUSG00000025927.14	0	0	0	0	0	0	0	0	0
ENSMUSG00000142982.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000100538.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000101117.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000100204.2	1	0	0	0	0	0	0	0	1
ENSMUSG00002076883.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000141106.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102597.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000142065.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000136536.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000043760.17	0	0	0	0	0	0	0	0	0
ENSMUSG00000104095.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000089914.4	0	0	0	0	0	0	0	0	0
ENSMUSG00000090142.3	0	0	1	1	0	0	1	0	1
ENSMUSG00000070175.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000099906.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000065559.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000065480.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000133531.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000025929.5	0	0	0	0	1	0	0	0	0
ENSMUSG00000041872.10	2	3	8	10	1	2	6	1	3
ENSMUSG00000041859.11	1472	1404	1610	1249	1335	1370	1344	1708	2056
ENSMUSG00000099714.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000102121.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000088858.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000097934.3	6	0	6	0	0	0	11	4	6
ENSMUSG00000025931.16	141	120	138	62	80	85	92	171	165
ENSMUSG00000077314.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000133875.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000100929.2	0	0	0	0	0	0	0	0	1
ENSMUSG00000041809.6	18	19	29	15	13	12	13	39	40
ENSMUSG00000041779.6	676	559	608	293	318	399	485	601	653
ENSMUSG00000137435.1	0	0	0	0	0	0	2	0	0
ENSMUSG00000099971.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000129840.1	0	5	0	0	0	0	3	0	1
ENSMUSG00000100819.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000129885.1	0	0	2	0	0	2	0	0	0
ENSMUSG00000099343.3	1	1	0	0	0	3	4	7	2
ENSMUSG00000025933.16	31	25	54	30	26	34	38	39	64
ENSMUSG00000102633.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000025934.16	63	101	29	28	68	19	51	90	172
ENSMUSG00000138037.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000096375.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000121505.2	152	168	138	121	101	142	165	210	252
ENSMUSG00000025936.18	0	0	0	0	0	0	0	0	0
ENSMUSG00000141880.1	32	20	20	15	10	28	14	32	42
ENSMUSG00000093963.2	0	1	2	0	0	3	1	2	1
ENSMUSG00000141838.1	1	0	0	0	0	0	8	0	0
ENSMUSG00000067750.4	12	21	13	8	20	20	20	26	32
ENSMUSG00000086194.2	5	3	3	3	1	0	0	0	6
ENSMUSG00000141922.1	0	0	0	0	0	1	0	0	0
ENSMUSG00000094436.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000041722.8	1	2	0	0	1	0	3	1	1
ENSMUSG00000085507.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000094926.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000085079.4	1	0	1	0	1	0	0	0	4
ENSMUSG00000129191.1	0	0	0	0	0	0	0	0	4
ENSMUSG00000085679.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000028033.17	115	116	87	122	104	93	120	126	178
ENSMUSG00000104138.2	0	0	0	1	0	0	0	0	0
ENSMUSG00000128794.1	1	1	0	0	0	0	0	0	0
ENSMUSG00000082935.4	6	2	1	1	1	1	4	3	2
ENSMUSG00000103748.2	0	0	0	0	1	1	0	2	0
ENSMUSG00000124418.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000123368.1	1	2	2	1	4	1	3	2	7
ENSMUSG00000099692.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000140384.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000124412.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000100418.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000128972.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000135509.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000041670.20	0	0	0	0	0	1	0	0	2
ENSMUSG00000097642.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000131366.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000141541.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000128277.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000101468.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000101227.3	0	0	0	0	0	0	0	3	2
ENSMUSG00000073730.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000141721.1	0	0	0	1	0	0	0	0	0
ENSMUSG00000141755.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000089553.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000102766.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000134304.1	0	2	2	1	0	4	0	1	3
ENSMUSG00000065405.5	0	0	0	0	0	0	0	0	0
ENSMUSG00000097970.2	3	1	5	0	0	0	1	6	0
ENSMUSG00000065567.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000100775.2	0	0	0	0	0	0	0	1	0
ENSMUSG00000133147.1	1	0	0	0	0	0	0	0	0
ENSMUSG00000101226.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000026158.12	1046	1194	1548	1932	1819	1619	1080	1605	1606
ENSMUSG00000138593.1	1	0	0	0	0	0	0	0	0
ENSMUSG00000097920.2	0	0	0	1	0	0	1	0	0
ENSMUSG00000099503.3	0	0	0	0	0	0	0	0	0
ENSMUSG00000142633.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000026156.9	28	55	33	43	48	36	42	20	52
ENSMUSG00000026155.14	324	297	265	212	241	308	250	322	422
ENSMUSG00000141937.1	0	0	2	0	0	0	0	0	0
ENSMUSG00000141893.1	4	0	6	1	1	2	1	3	6
ENSMUSG00000026154.5	112	150	121	95	125	108	159	179	200
ENSMUSG00000102495.2	0	0	0	1	0	2	0	0	0
