gene_id	SRR13783173	SRR13783175	SRR13783177	SRR13783179	SRR13783174	SRR13783176	SRR13783178	SRR13783180
ENSMUSG00000136286.1	1	0	0	0	0	0	0	0
ENSMUSG00002076931.1	0	0	0	0	0	0	0	0
ENSMUSG00000087608.2	0	0	1	0	0	0	0	0
ENSMUSG00000128627.1	0	0	1	0	0	1	0	0
ENSMUSG00000085022.5	88	33	44	48	44	18	32	29
ENSMUSG00000087110.4	14	8	10	12	5	4	2	2
ENSMUSG00002075489.1	0	0	0	0	0	0	0	0
ENSMUSG00000008575.18	8694	6067	5076	4932	5915	4389	4172	3082
ENSMUSG00002075784.1	0	0	0	0	0	0	2	0
ENSMUSG00000120940.1	0	0	0	1	2	1	0	1
ENSMUSG00000087413.4	39	36	18	24	14	12	6	10
ENSMUSG00000084851.2	0	0	0	0	0	0	0	0
ENSMUSG00000084357.2	0	0	0	0	0	0	0	0
ENSMUSG00000134502.1	0	0	0	0	0	0	0	0
ENSMUSG00000086293.3	0	0	0	0	0	0	0	0
ENSMUSG00000140091.1	0	0	0	0	0	0	0	0
ENSMUSG00000028403.16	1717	1217	1148	1059	2451	1783	1873	1777
ENSMUSG00000038192.6	2	0	1	1	0	0	0	0
ENSMUSG00000059049.16	59	49	64	48	23	28	140	25
ENSMUSG00000130741.1	0	0	0	0	0	0	0	0
ENSMUSG00000131685.1	0	0	0	0	0	0	0	0
ENSMUSG00000089409.3	0	0	0	0	0	0	0	0
ENSMUSG00000082637.3	0	0	0	0	0	0	0	0
ENSMUSG00000131529.1	0	0	0	0	1	2	0	1
ENSMUSG00000083245.2	6	3	5	5	11	3	4	3
ENSMUSG00000038172.15	2841	1675	1660	1461	2754	2008	1848	1529
ENSMUSG00000126456.1	0	1	2	0	5	1	0	1
ENSMUSG00000119168.1	0	0	0	0	0	0	0	0
ENSMUSG00000122546.1	3	2	1	1	4	5	2	2
ENSMUSG00000086321.2	6	3	7	5	2	3	6	1
ENSMUSG00000087592.3	1	0	0	0	1	0	0	0
ENSMUSG00000143072.1	1	0	1	0	0	0	0	0
ENSMUSG00000028483.14	351	278	207	221	320	324	292	237
ENSMUSG00000028484.17	961	712	804	764	1089	872	1005	734
ENSMUSG00000082416.2	0	0	0	0	0	1	0	0
ENSMUSG00000066116.4	3	2	4	8	3	4	6	7
ENSMUSG00000133855.1	0	0	0	0	0	0	0	0
ENSMUSG00000120694.2	0	0	0	1	0	1	0	0
ENSMUSG00000052407.18	83	90	49	45	73	62	46	39
ENSMUSG00000064606.3	0	1	0	0	1	0	0	0
ENSMUSG00000098217.2	0	0	0	0	0	0	0	0
ENSMUSG00000080793.2	0	0	0	0	0	1	0	0
ENSMUSG00000097942.2	0	0	1	0	0	0	0	0
ENSMUSG00000085378.3	5	0	3	0	2	0	0	0
ENSMUSG00000126931.1	0	0	1	0	0	0	3	1
ENSMUSG00000126965.1	0	0	0	0	0	0	0	0
ENSMUSG00000085217.3	0	0	0	0	0	0	0	0
ENSMUSG00000131807.1	8	6	5	8	2	0	10	0
ENSMUSG00000131771.1	0	2	0	0	1	1	1	0
ENSMUSG00000083044.2	5	6	15	23	13	5	9	11
ENSMUSG00000087378.3	1	0	0	0	0	0	0	0
ENSMUSG00000125219.1	0	0	1	0	0	0	0	0
ENSMUSG00000125212.1	0	0	0	0	0	0	0	1
ENSMUSG00000028487.19	212	144	94	119	122	95	158	50
ENSMUSG00000139724.1	0	2	0	0	0	0	0	0
ENSMUSG00000083743.2	0	0	0	0	1	0	1	3
ENSMUSG00000125055.1	1	0	0	1	1	0	1	0
ENSMUSG00000140655.1	0	0	0	1	0	0	0	0
ENSMUSG00000081775.2	0	0	0	0	0	0	0	0
ENSMUSG00000086413.3	0	0	0	1	0	0	0	0
ENSMUSG00000138846.1	0	0	0	0	0	0	0	0
ENSMUSG00000128061.1	0	2	0	0	0	0	2	0
ENSMUSG00000038070.16	223	168	138	174	210	180	191	130
ENSMUSG00000083139.2	4	0	3	3	7	6	4	6
ENSMUSG00000080303.3	0	0	2	1	1	1	0	0
ENSMUSG00000084267.2	0	0	0	0	0	0	0	0
ENSMUSG00000028488.16	280	185	150	152	148	77	96	77
ENSMUSG00000122786.1	22	12	22	7	7	4	0	1
ENSMUSG00000081862.2	0	0	0	0	0	0	0	0
ENSMUSG00000066113.17	354	368	277	395	447	246	334	164
ENSMUSG00002074882.1	0	0	0	0	0	0	0	0
ENSMUSG00000064687.3	0	0	0	0	0	0	0	0
ENSMUSG00000139442.1	0	1	0	0	0	0	0	0
ENSMUSG00000083272.2	0	0	0	0	0	0	0	0
ENSMUSG00000028492.14	0	0	1	0	1	1	0	3
ENSMUSG00000077597.4	0	0	0	0	0	0	0	0
ENSMUSG00000085108.3	0	0	0	0	0	0	0	0
ENSMUSG00000070934.7	1030	801	898	1018	1480	915	1191	1331
ENSMUSG00000038047.19	308	254	223	264	537	422	506	414
ENSMUSG00000088958.3	0	0	0	0	0	0	0	0
ENSMUSG00000138813.1	66	13	62	54	33	14	134	51
ENSMUSG00000081169.2	0	0	0	0	0	0	1	1
ENSMUSG00000028494.13	2406	1347	1615	2310	4706	2011	4966	4690
ENSMUSG00000139888.1	0	0	0	0	0	0	0	0
ENSMUSG00000139845.1	0	0	0	0	0	0	0	1
ENSMUSG00000139808.1	5	5	6	6	6	10	4	7
ENSMUSG00000139930.1	1	1	1	0	5	4	4	3
ENSMUSG00000038024.18	3236	2132	1991	1946	4272	3142	2249	2025
ENSMUSG00000082969.2	0	0	1	1	2	0	2	7
ENSMUSG00000028495.15	4944	3262	3563	4625	4881	3852	5013	7020
ENSMUSG00000138471.1	0	1	0	1	1	0	1	2
ENSMUSG00000138389.1	0	0	0	0	0	0	0	0
ENSMUSG00000038007.15	1372	612	360	590	741	439	253	278
ENSMUSG00000138508.1	1	0	0	0	0	0	0	0
ENSMUSG00000138351.1	0	0	1	1	0	0	0	0
ENSMUSG00000138430.1	0	0	0	0	0	0	0	0
ENSMUSG00000126549.1	0	0	0	0	0	0	0	0
ENSMUSG00000037996.18	18	14	17	16	8	1	10	4
ENSMUSG00000086512.2	0	0	0	0	0	0	0	0
ENSMUSG00000124120.1	0	0	0	0	0	0	0	0
ENSMUSG00002075661.1	0	0	0	0	0	0	0	0
ENSMUSG00000143355.1	0	0	0	0	0	0	0	0
ENSMUSG00000143398.1	0	0	0	0	0	0	0	0
ENSMUSG00000082443.2	0	0	0	0	0	0	0	0
ENSMUSG00000143435.1	0	0	0	0	0	0	0	0
ENSMUSG00000028496.18	1466	1317	1539	2137	948	648	640	789
ENSMUSG00000141199.1	0	1	0	0	0	0	1	1
ENSMUSG00000084809.3	1	0	0	0	0	1	0	3
ENSMUSG00000081530.2	0	0	0	0	0	0	0	0
ENSMUSG00000038368.17	370	264	254	297	876	668	589	466
ENSMUSG00000070077.4	0	0	0	0	0	0	0	0
ENSMUSG00000082597.2	0	0	0	0	0	0	0	0
ENSMUSG00000028497.13	385	437	256	222	393	244	450	204
ENSMUSG00000048806.5	0	0	0	0	5	1	9	13
ENSMUSG00000096011.2	0	0	0	0	0	0	0	0
ENSMUSG00000095896.2	0	0	0	0	0	1	0	1
ENSMUSG00000080964.2	0	0	0	0	0	0	0	0
ENSMUSG00000095270.2	0	0	0	0	0	0	0	1
ENSMUSG00000078480.4	7	8	11	11	7	12	9	10
ENSMUSG00000073811.5	0	0	0	0	0	0	0	0
ENSMUSG00000083958.2	0	0	0	0	0	0	0	0
ENSMUSG00000038330.11	0	0	0	0	0	0	0	0
ENSMUSG00000063376.7	0	1	0	0	0	0	0	0
ENSMUSG00000081784.2	0	0	0	0	0	0	0	0
ENSMUSG00000078355.2	0	0	0	0	0	0	0	0
ENSMUSG00000078354.2	0	0	0	0	1	0	1	4
ENSMUSG00000100079.2	0	0	0	0	0	0	0	0
ENSMUSG00000081893.2	0	0	0	0	0	0	0	0
ENSMUSG00000084192.2	0	0	0	0	0	0	0	0
ENSMUSG00000070923.5	2558	2109	2177	2446	2434	1536	1919	1816
ENSMUSG00000126080.1	1	0	0	0	0	0	0	0
ENSMUSG00000086074.4	4	2	0	1	5	2	0	2
ENSMUSG00000117268.2	0	0	0	0	0	0	0	0
ENSMUSG00000094618.2	0	0	0	0	0	0	0	0
ENSMUSG00000081501.6	0	0	0	0	0	0	0	0
ENSMUSG00000100505.2	1	1	0	0	1	0	1	1
ENSMUSG00000082789.4	0	1	0	1	0	0	0	0
ENSMUSG00000094271.2	0	0	0	0	0	0	0	0
ENSMUSG00000096582.2	0	0	0	0	0	0	0	0
ENSMUSG00000096591.2	0	0	0	0	0	0	0	0
ENSMUSG00000096854.2	0	0	0	0	0	0	0	0
ENSMUSG00000099545.2	0	0	0	0	0	0	0	0
ENSMUSG00000100234.2	0	0	0	0	0	0	0	0
ENSMUSG00000101163.2	0	0	0	0	0	0	0	0
ENSMUSG00000099518.2	0	0	0	0	0	0	0	0
ENSMUSG00000099420.2	0	0	0	0	0	0	0	0
ENSMUSG00000095101.3	0	0	0	0	0	0	0	0
ENSMUSG00000094648.2	0	0	0	0	0	0	0	0
ENSMUSG00000070908.2	0	0	0	1	0	0	0	0
ENSMUSG00000100713.2	0	0	0	0	0	0	0	0
ENSMUSG00000100549.2	0	0	0	0	0	0	0	0
ENSMUSG00000101252.2	0	0	0	0	0	0	0	1
ENSMUSG00000096682.2	0	0	0	0	0	0	0	1
ENSMUSG00000070904.5	0	0	0	0	3	2	2	4
ENSMUSG00000095498.2	0	0	0	0	1	0	0	1
ENSMUSG00000054351.3	0	0	0	0	0	0	0	0
ENSMUSG00000138569.1	0	0	0	0	0	0	0	0
ENSMUSG00000045364.3	0	0	0	0	0	0	0	0
ENSMUSG00000117123.3	5	2	5	2	4	1	12	3
ENSMUSG00000065408.3	0	0	0	0	0	0	0	0
ENSMUSG00000117251.3	0	0	0	0	0	0	2	0
ENSMUSG00000085183.3	0	0	0	0	0	0	1	3
ENSMUSG00000085569.4	0	0	2	0	1	1	8	1
ENSMUSG00000127226.1	0	0	0	1	0	0	0	0
ENSMUSG00000062937.8	454	326	394	425	729	631	886	835
ENSMUSG00000083989.3	0	0	0	0	1	0	0	0
ENSMUSG00000088504.4	2	0	0	0	1	0	2	0
ENSMUSG00000107513.2	0	0	0	0	0	0	0	0
ENSMUSG00000087659.8	73	54	43	55	96	77	87	114
ENSMUSG00000044303.7	0	1	0	0	1	2	22	3
ENSMUSG00000086035.4	1	0	1	2	4	2	5	4
ENSMUSG00000073802.6	217	139	140	152	162	132	198	164
ENSMUSG00000135257.1	0	0	0	0	0	0	1	0
ENSMUSG00000080808.2	0	0	0	0	0	0	0	0
ENSMUSG00002075062.1	0	0	0	0	0	0	0	0
ENSMUSG00000140380.1	0	0	0	0	0	0	1	0
ENSMUSG00000140996.1	0	0	0	0	0	0	0	0
ENSMUSG00000043753.3	6	3	9	9	1	0	4	3
ENSMUSG00000085690.2	0	0	0	0	0	0	0	0
ENSMUSG00000070902.6	0	0	0	0	0	0	0	0
ENSMUSG00000080756.2	0	0	0	0	0	0	0	0
ENSMUSG00000127955.1	0	0	0	0	0	0	0	0
ENSMUSG00000082569.2	0	1	0	0	0	0	0	0
ENSMUSG00000081563.2	0	0	0	0	0	0	0	0
ENSMUSG00000082502.2	0	0	0	0	0	0	0	0
ENSMUSG00000082622.2	1	0	0	0	0	0	0	0
ENSMUSG00000096896.3	0	0	0	0	0	0	0	0
ENSMUSG00000079962.3	2	0	1	2	2	0	4	3
ENSMUSG00000081876.2	0	0	0	0	0	0	0	0
ENSMUSG00000135676.1	0	0	0	0	0	0	0	0
ENSMUSG00000133686.1	0	0	0	0	0	0	0	0
ENSMUSG00000008489.19	0	0	0	0	2	0	1	0
ENSMUSG00000083377.2	0	0	0	0	0	0	0	0
ENSMUSG00000098563.3	0	0	0	0	0	0	0	0
ENSMUSG00000085817.2	0	0	0	0	0	0	0	0
ENSMUSG00000086042.2	0	0	0	0	0	0	0	0
ENSMUSG00000082523.2	0	0	0	0	0	0	0	0
ENSMUSG00000100863.2	60	34	38	61	70	48	51	66
ENSMUSG00000095937.2	2	0	1	1	1	3	1	0
ENSMUSG00000087517.3	0	0	0	0	0	0	0	0
ENSMUSG00000128624.1	0	0	0	0	0	0	0	0
ENSMUSG00000028533.11	0	0	0	0	0	0	0	0
ENSMUSG00000128234.1	0	0	0	0	0	0	0	0
ENSMUSG00000066107.7	0	0	0	1	0	0	0	0
ENSMUSG00000122226.1	0	0	0	0	0	0	0	0
ENSMUSG00000083296.2	0	0	0	0	0	0	0	0
ENSMUSG00000085209.3	0	0	0	0	0	0	0	0
ENSMUSG00000141476.1	0	0	0	0	0	0	0	0
ENSMUSG00000142492.1	0	0	0	0	0	0	0	0
ENSMUSG00000088914.3	0	0	0	0	0	0	0	0
ENSMUSG00000081987.2	0	0	0	0	0	0	0	0
ENSMUSG00000082919.2	0	0	0	0	0	0	0	0
ENSMUSG00000135500.1	0	0	0	0	0	0	0	0
ENSMUSG00000082325.2	0	1	0	0	1	2	2	0
ENSMUSG00000054000.6	61	40	39	43	56	31	47	53
ENSMUSG00000120651.2	0	0	0	0	0	0	1	1
ENSMUSG00000084833.2	0	0	0	0	0	0	0	0
ENSMUSG00000064850.3	0	0	0	0	0	0	0	0
ENSMUSG00000144121.1	0	0	0	0	0	0	0	0
ENSMUSG00000083607.2	0	0	0	0	0	0	0	0
ENSMUSG00000119654.1	0	0	0	0	0	0	0	0
ENSMUSG00000137648.1	0	0	0	0	0	0	0	0
ENSMUSG00002076093.1	0	0	0	0	0	0	0	0
ENSMUSG00000073797.6	0	0	0	0	0	0	0	0
ENSMUSG00000126226.1	0	0	0	0	0	0	0	0
ENSMUSG00000140387.1	0	0	0	0	0	0	0	0
ENSMUSG00000081685.2	0	0	0	0	0	0	0	0
ENSMUSG00000085931.3	0	1	0	0	0	0	0	0
ENSMUSG00002076402.1	0	0	0	0	0	0	0	0
ENSMUSG00000126382.1	0	0	0	0	0	0	0	0
ENSMUSG00000126339.1	0	0	0	0	0	0	0	0
ENSMUSG00000126422.1	0	0	0	0	0	0	0	0
ENSMUSG00000081508.2	0	0	0	0	0	0	0	0
ENSMUSG00002076227.1	0	0	0	0	0	0	0	0
ENSMUSG00000087128.10	27	27	36	40	15	13	10	32
ENSMUSG00000126887.1	0	1	1	1	2	1	0	2
ENSMUSG00002074983.1	0	0	0	0	0	0	0	0
ENSMUSG00000083359.2	1	0	0	0	1	1	1	0
ENSMUSG00000028578.9	197	143	146	189	254	191	254	248
ENSMUSG00000028577.14	2183	1563	1999	2243	2523	1669	2048	2016
ENSMUSG00000063314.6	15	8	9	13	15	9	11	12
ENSMUSG00000120529.2	1	0	3	2	2	1	4	2
ENSMUSG00000028576.13	255	202	207	236	349	315	332	335
ENSMUSG00000049799.14	4	2	1	0	2	1	1	1
ENSMUSG00000077921.3	0	0	0	0	0	0	0	0
ENSMUSG00000141494.1	0	0	0	0	0	1	0	0
ENSMUSG00000006386.16	992	951	671	911	577	296	294	349
ENSMUSG00000028575.12	6	3	6	2	8	1	1	2
ENSMUSG00000083179.4	17	12	12	13	21	18	13	22
ENSMUSG00000062627.10	948	608	511	588	929	632	727	537
ENSMUSG00000086251.3	0	0	0	0	0	0	0	0
ENSMUSG00000052767.6	0	0	0	0	0	0	0	0
ENSMUSG00000081030.2	0	0	0	0	1	2	3	5
ENSMUSG00000087366.10	100	61	85	83	51	40	46	49
ENSMUSG00000052684.6	1726	1368	1843	1512	1623	993	1472	1024
ENSMUSG00002076977.1	0	0	0	0	0	0	0	0
ENSMUSG00000085377.3	2	0	1	0	2	0	2	0
ENSMUSG00000141137.1	0	0	1	0	0	0	0	0
ENSMUSG00000130059.1	10	4	8	4	3	5	6	7
ENSMUSG00000130146.1	0	0	0	0	0	0	0	0
ENSMUSG00000084918.4	1	2	2	1	5	2	9	5
ENSMUSG00000135398.1	0	0	1	2	2	0	3	1
ENSMUSG00000100129.2	0	0	0	0	0	0	0	0
ENSMUSG00000084939.5	39	15	18	25	7	6	14	4
ENSMUSG00000085835.3	1	0	1	0	0	0	0	0
ENSMUSG00000065745.4	0	0	0	0	0	0	0	0
ENSMUSG00000028573.19	99	83	82	113	66	53	45	32
ENSMUSG00000093492.2	0	0	0	0	0	0	0	0
ENSMUSG00000044125.9	10	15	15	18	17	15	12	15
ENSMUSG00000028572.14	1129	849	916	1026	1260	829	817	859
ENSMUSG00000028571.16	0	0	0	0	0	0	0	0
ENSMUSG00000118637.2	0	0	0	0	0	0	0	0
ENSMUSG00000083880.2	0	0	0	0	0	0	1	0
ENSMUSG00000081225.4	93	32	99	58	29	42	104	35
ENSMUSG00000080884.2	0	0	0	0	0	0	0	0
ENSMUSG00000083801.2	0	0	0	0	0	0	0	0
ENSMUSG00000082681.2	0	0	0	0	0	0	0	0
ENSMUSG00000081362.4	32	3	0	0	27	10	0	3
ENSMUSG00000084286.2	0	0	0	0	0	0	0	0
ENSMUSG00000066097.7	0	0	0	0	8	10	4	9
ENSMUSG00000082119.2	0	0	0	0	0	0	0	0
ENSMUSG00000132479.1	0	0	1	0	0	0	0	0
ENSMUSG00000082932.4	56	19	41	26	30	25	26	17
ENSMUSG00000052914.5	1530	913	1034	1086	842	338	522	518
ENSMUSG00000015224.11	446	276	299	366	143	62	91	99
ENSMUSG00000052520.8	0	0	0	0	0	0	0	0
ENSMUSG00000078639.2	0	0	0	0	0	0	0	0
ENSMUSG00000141704.1	0	0	0	0	0	0	0	0
ENSMUSG00000088738.5	0	0	0	0	0	0	0	0
ENSMUSG00000098261.3	0	0	0	0	0	0	0	0
ENSMUSG00000140114.1	0	0	0	0	0	0	0	0
ENSMUSG00000140067.1	0	0	0	0	0	0	2	0
ENSMUSG00000084159.2	17	7	9	14	30	22	23	27
ENSMUSG00000082683.2	0	0	0	0	0	0	0	1
ENSMUSG00000048747.15	2	0	0	2	3	0	2	0
ENSMUSG00000124696.1	0	0	0	0	0	0	0	0
ENSMUSG00000085710.3	1	1	1	3	1	2	1	2
ENSMUSG00000028565.19	2146	1734	1398	1623	1365	977	1194	834
ENSMUSG00000124540.1	3	0	1	0	1	1	0	0
ENSMUSG00000124734.1	0	0	0	0	0	0	0	0
ENSMUSG00000124509.1	0	0	0	0	0	0	0	0
ENSMUSG00000124652.1	2	1	0	2	2	0	2	1
ENSMUSG00000121729.2	2	0	1	1	0	0	0	0
ENSMUSG00000081096.4	0	0	0	0	0	0	0	0
ENSMUSG00000130434.1	2	0	0	1	1	1	2	0
ENSMUSG00000082388.2	0	0	0	0	0	0	0	0
ENSMUSG00000083644.2	0	0	0	0	0	0	0	0
ENSMUSG00000064883.3	0	0	0	0	0	0	0	0
ENSMUSG00000046683.18	5	1	0	2	4	2	1	1
ENSMUSG00000122049.1	0	0	0	0	0	0	0	1
ENSMUSG00000082144.2	2	0	2	3	8	0	7	1
ENSMUSG00000028563.17	413	287	376	443	365	275	329	458
ENSMUSG00002076552.1	0	0	0	0	0	0	0	0
ENSMUSG00000061859.18	715	398	327	295	580	408	415	287
ENSMUSG00002076106.1	0	0	0	0	0	0	0	0
ENSMUSG00002076456.1	0	0	0	0	0	0	0	0
ENSMUSG00000081046.2	0	1	0	1	0	0	1	3
ENSMUSG00000120805.2	0	0	0	0	0	0	0	0
ENSMUSG00000123042.1	0	1	0	0	0	0	0	0
ENSMUSG00000087166.10	0	0	0	0	0	0	0	1
ENSMUSG00000035407.9	57	50	28	75	83	35	63	42
ENSMUSG00000085843.3	0	0	0	2	0	0	0	1
ENSMUSG00000073794.4	0	0	0	0	0	0	0	0
ENSMUSG00000084188.2	0	0	0	0	0	0	0	0
ENSMUSG00000129120.1	0	0	0	0	0	0	0	0
ENSMUSG00000028560.12	1099	890	808	1029	1988	1623	1759	1825
ENSMUSG00000028556.16	994	744	588	623	956	634	1036	459
ENSMUSG00000028553.13	3	4	0	3	4	4	0	0
ENSMUSG00000081733.2	2	0	0	1	0	0	0	1
ENSMUSG00000087395.2	0	0	0	0	0	0	0	0
ENSMUSG00000086498.2	0	0	0	0	0	0	0	0
ENSMUSG00000132421.1	33	30	67	60	2	0	2	1
ENSMUSG00000143074.1	1	2	1	0	2	0	1	0
ENSMUSG00000028550.16	263	194	172	195	276	191	228	202
ENSMUSG00000142992.1	1	3	1	3	0	3	4	1
ENSMUSG00000143029.1	0	2	0	0	0	0	0	0
ENSMUSG00000104479.2	0	0	0	0	0	0	0	2
ENSMUSG00000070891.3	1	1	5	1	1	4	6	1
ENSMUSG00000139838.1	0	0	1	0	0	0	0	0
ENSMUSG00000103097.2	0	0	0	0	0	0	0	0
ENSMUSG00000081184.2	0	0	0	0	0	0	0	0
ENSMUSG00000082442.2	0	0	0	0	0	0	0	0
ENSMUSG00000081150.2	0	1	0	2	2	0	0	0
ENSMUSG00000135993.1	0	0	0	0	0	0	0	0
ENSMUSG00000080803.2	0	0	0	0	0	0	0	0
ENSMUSG00000103575.2	0	0	0	0	0	0	0	0
ENSMUSG00000133054.1	0	0	0	0	0	0	0	0
ENSMUSG00000087332.4	0	0	0	0	0	0	0	0
ENSMUSG00000083698.2	0	0	0	0	0	0	0	0
ENSMUSG00000120311.2	0	1	0	0	0	0	0	0
ENSMUSG00000086096.4	16	8	5	13	3	0	2	4
ENSMUSG00000122671.1	5	0	4	7	0	1	5	0
ENSMUSG00000067261.5	33	20	27	23	27	5	20	10
ENSMUSG00002076832.1	0	0	0	0	0	0	0	0
ENSMUSG00000086592.2	0	0	0	0	0	0	0	0
ENSMUSG00000141904.1	0	0	0	1	0	0	0	0
ENSMUSG00000138603.1	0	0	0	0	0	0	0	0
ENSMUSG00000073792.12	203	140	156	164	223	132	183	178
ENSMUSG00000126329.1	0	2	0	0	0	0	0	0
ENSMUSG00000028549.18	91	64	67	98	93	84	106	132
ENSMUSG00000073791.14	59	31	37	32	49	59	53	73
ENSMUSG00000084478.4	0	0	0	0	1	0	0	0
ENSMUSG00000025791.19	3252	3630	3803	3435	1940	1034	637	916
ENSMUSG00000133849.1	68	63	91	101	68	42	48	58
ENSMUSG00000085142.2	0	0	0	0	0	0	0	0
ENSMUSG00000133420.1	0	0	0	0	0	0	0	0
ENSMUSG00000133386.1	0	0	0	0	0	0	0	0
ENSMUSG00000131849.1	1	0	0	0	1	0	1	0
ENSMUSG00000035305.6	211	137	145	119	167	159	268	126
ENSMUSG00000086385.2	0	0	0	0	0	0	0	0
ENSMUSG00000080967.2	0	0	0	0	0	0	0	0
ENSMUSG00000135954.1	0	0	0	0	0	0	0	0
ENSMUSG00000069733.12	0	0	0	0	0	0	0	0
ENSMUSG00000139827.1	0	0	0	0	0	0	0	0
ENSMUSG00000085871.3	0	0	0	0	0	0	0	0
ENSMUSG00000081553.2	6	3	1	5	8	1	3	2
ENSMUSG00000082601.2	0	0	0	0	0	0	0	0
ENSMUSG00000128377.1	0	0	0	0	0	0	0	0
ENSMUSG00000123257.1	0	0	0	0	0	0	0	0
ENSMUSG00000123362.1	0	0	0	0	0	0	0	0
ENSMUSG00000123717.1	0	0	1	0	0	0	0	0
ENSMUSG00000142428.1	0	0	0	0	0	0	0	0
ENSMUSG00000028532.15	1555	974	586	519	640	395	319	259
ENSMUSG00000125169.1	0	0	0	0	2	0	0	0
ENSMUSG00000125150.1	4	1	0	0	2	1	0	0
ENSMUSG00000073789.3	0	0	1	0	0	0	0	0
ENSMUSG00000102578.2	0	0	0	0	0	0	0	0
ENSMUSG00000035275.15	108	56	34	59	48	19	36	30
ENSMUSG00000088551.3	0	0	0	0	0	0	0	0
ENSMUSG00000028530.15	6624	5095	5212	5330	8120	5618	6675	4958
ENSMUSG00000077677.3	0	0	0	0	0	0	0	0
ENSMUSG00000082928.2	0	0	0	0	0	0	0	0
ENSMUSG00000065279.3	0	0	0	0	0	0	0	0
ENSMUSG00000130513.1	0	0	0	0	0	0	0	0
ENSMUSG00000085863.3	0	0	0	0	0	0	1	0
ENSMUSG00000085721.4	8	12	4	2	23	24	20	22
ENSMUSG00000120569.2	1	0	4	0	6	1	2	4
ENSMUSG00000143066.1	6	5	4	4	2	0	5	1
ENSMUSG00000081621.2	0	0	0	0	0	0	0	0
ENSMUSG00000086782.5	387	220	148	214	186	125	103	116
ENSMUSG00000065451.3	0	0	0	0	0	0	0	0
ENSMUSG00000087361.9	50	32	18	56	66	41	16	55
ENSMUSG00000083614.2	1	4	0	1	2	2	3	1
ENSMUSG00000084758.2	2	5	1	3	0	1	2	0
ENSMUSG00000136895.1	1	0	0	0	1	3	0	1
ENSMUSG00000028527.19	626	338	327	293	599	365	398	435
ENSMUSG00000136854.1	0	0	0	2	0	0	0	0
ENSMUSG00000028528.18	306	202	123	176	174	126	65	77
ENSMUSG00000120834.1	0	0	0	0	0	0	0	0
ENSMUSG00002075496.1	0	0	0	0	0	0	0	0
ENSMUSG00000131494.1	1	1	0	0	0	1	0	0
ENSMUSG00000035212.15	1445	926	929	1085	1196	890	1221	1058
ENSMUSG00000057722.18	946	585	409	469	502	414	383	254
ENSMUSG00000035201.17	0	0	0	0	0	0	0	0
ENSMUSG00000081121.2	12	8	6	7	13	6	15	5
ENSMUSG00000081045.2	0	0	0	0	0	0	0	0
ENSMUSG00000046133.5	0	0	0	0	0	0	0	0
ENSMUSG00000084208.2	0	0	0	0	0	0	0	0
ENSMUSG00000037028.9	0	0	0	0	0	0	0	0
ENSMUSG00000070890.5	0	0	0	0	0	0	0	0
ENSMUSG00000078626.3	0	0	0	0	0	0	0	0
ENSMUSG00000078625.12	0	0	0	0	0	0	0	0
ENSMUSG00000122910.1	0	0	0	0	0	0	0	0
ENSMUSG00000082264.2	6	11	5	4	14	8	10	4
ENSMUSG00000139547.1	0	0	0	0	0	0	0	0
ENSMUSG00000028525.17	1474	1192	1482	2911	6405	3402	2219	5708
ENSMUSG00000136447.1	0	0	0	0	0	0	0	0
ENSMUSG00000134486.1	0	0	0	0	0	1	0	0
ENSMUSG00000134527.1	1	0	1	0	3	1	1	1
ENSMUSG00000077260.3	0	0	0	0	0	0	0	0
ENSMUSG00000028524.22	92	39	37	42	63	31	49	44
ENSMUSG00000131501.1	0	0	0	0	0	0	0	0
ENSMUSG00000129138.1	0	1	0	0	0	0	0	0
ENSMUSG00000140939.1	1	0	0	0	1	0	0	0
ENSMUSG00000128413.1	0	0	0	0	1	0	0	1
ENSMUSG00000085181.3	1	0	0	0	0	0	0	0
ENSMUSG00000028523.15	0	0	0	0	0	0	0	0
ENSMUSG00000085041.4	2	0	0	1	0	1	0	0
ENSMUSG00000066090.6	0	0	0	0	0	0	0	0
ENSMUSG00000035126.21	76	47	43	41	35	29	38	29
ENSMUSG00000080744.2	0	0	0	0	0	0	0	0
ENSMUSG00000028522.17	3126	1836	1712	2812	2531	1642	1845	2198
ENSMUSG00000122669.1	0	0	0	0	0	1	0	0
ENSMUSG00000028521.18	258	213	186	227	346	248	326	280
ENSMUSG00000141141.1	1	0	0	1	0	0	0	0
ENSMUSG00000138026.1	0	0	1	1	0	0	0	0
ENSMUSG00000107726.2	21	15	6	5	6	9	9	4
ENSMUSG00000028520.13	0	0	0	0	0	0	0	0
ENSMUSG00000078618.5	0	0	0	0	0	0	0	0
ENSMUSG00000133220.1	1	0	0	0	0	0	0	0
ENSMUSG00000035069.4	332	235	242	278	244	183	207	231
ENSMUSG00000133302.1	0	0	0	0	1	0	0	0
ENSMUSG00000086136.3	2	0	0	0	0	0	0	1
ENSMUSG00002076094.1	0	0	0	0	0	0	0	0
ENSMUSG00000087482.3	0	0	0	0	0	0	0	0
ENSMUSG00000081584.2	0	0	0	0	0	0	0	0
ENSMUSG00000141748.1	0	0	0	0	0	0	0	0
ENSMUSG00000141779.1	0	0	0	0	2	0	0	0
ENSMUSG00000059195.11	0	0	0	0	0	0	0	0
ENSMUSG00002075410.1	0	0	0	0	0	0	0	0
