gene_id	SRR13783173	SRR13783175	SRR13783177	SRR13783179	SRR13783174	SRR13783176	SRR13783178	SRR13783180
ENSMUSG00000085324.2	0	0	0	0	0	0	0	0
ENSMUSG00000142906.1	0	0	0	0	0	0	0	0
ENSMUSG00000142863.1	0	0	0	1	0	0	1	0
ENSMUSG00000133893.1	0	0	0	0	0	0	0	0
ENSMUSG00000139530.1	2	0	0	0	0	0	0	0
ENSMUSG00000136354.1	0	0	0	0	0	0	0	0
ENSMUSG00000135840.1	14	8	18	11	3	2	0	2
ENSMUSG00000041674.18	42	23	21	22	37	20	15	18
ENSMUSG00000139914.1	0	0	0	0	0	0	0	0
ENSMUSG00000000567.6	1771	955	585	590	1095	696	681	463
ENSMUSG00000075437.6	0	0	0	0	1	0	0	0
ENSMUSG00000139871.1	0	0	0	0	0	0	0	0
ENSMUSG00000123418.1	0	0	0	0	0	0	0	0
ENSMUSG00000020624.5	0	0	0	0	0	0	0	0
ENSMUSG00000139554.1	0	0	0	0	0	0	0	0
ENSMUSG00000123050.1	0	0	0	0	0	0	0	0
ENSMUSG00000134194.1	0	0	1	1	0	0	2	0
ENSMUSG00000142366.1	1	0	0	3	1	2	2	2
ENSMUSG00000087259.10	311	213	172	277	168	107	116	138
ENSMUSG00000122356.1	3	0	0	0	3	2	1	1
ENSMUSG00000122315.1	3	0	1	0	0	0	0	0
ENSMUSG00000122387.1	0	0	0	0	1	0	0	1
ENSMUSG00000085421.4	16	9	6	24	111	54	21	46
ENSMUSG00000041654.16	310	165	212	175	643	364	505	473
ENSMUSG00000129386.1	0	0	0	0	0	0	0	0
ENSMUSG00000129280.1	0	0	0	0	0	0	0	0
ENSMUSG00000129353.1	0	0	0	0	0	0	0	0
ENSMUSG00000047904.7	0	1	0	0	0	0	5	0
ENSMUSG00000129319.1	1	0	0	0	0	0	1	0
ENSMUSG00000018661.18	516	415	400	426	561	367	384	359
ENSMUSG00000041629.8	437	302	442	388	453	252	358	390
ENSMUSG00000083339.2	0	0	1	0	2	0	0	1
ENSMUSG00000137688.1	0	0	0	0	1	2	1	0
ENSMUSG00000137649.1	0	0	0	1	1	2	1	1
ENSMUSG00000041623.18	131	90	86	115	249	169	172	222
ENSMUSG00000018727.20	17	11	8	11	7	6	14	9
ENSMUSG00000127772.1	0	1	0	1	0	0	1	0
ENSMUSG00000128247.1	0	2	1	0	0	0	0	0
ENSMUSG00000041598.8	1120	800	729	749	1302	689	1159	843
ENSMUSG00000133375.1	3	2	0	1	4	3	6	1
ENSMUSG00000133412.1	0	0	0	0	0	0	0	0
ENSMUSG00000126712.1	2	1	1	1	0	1	0	0
ENSMUSG00000083090.2	0	0	0	0	0	0	0	0
ENSMUSG00000041592.17	167	93	60	45	70	73	78	20
ENSMUSG00000121049.2	1	0	1	0	0	0	0	0
ENSMUSG00000143187.1	0	0	0	0	0	0	0	0
ENSMUSG00000130496.1	0	0	0	0	0	1	0	0
ENSMUSG00000124507.1	0	0	0	0	0	0	0	0
ENSMUSG00000135236.1	0	0	0	0	0	1	0	0
ENSMUSG00000128446.1	0	0	0	0	0	0	0	0
ENSMUSG00000086760.3	0	0	0	0	0	0	0	0
ENSMUSG00000132069.1	0	0	0	0	0	0	0	0
ENSMUSG00000129106.1	0	0	0	0	0	0	0	0
ENSMUSG00000086135.3	0	0	0	0	0	0	0	0
ENSMUSG00000078600.3	0	0	0	0	0	0	0	0
ENSMUSG00000129662.1	0	0	1	2	0	0	0	0
ENSMUSG00000129624.1	0	0	0	0	0	0	0	0
ENSMUSG00000085844.4	0	0	0	0	0	0	0	0
ENSMUSG00000075431.8	0	0	0	0	0	0	0	0
ENSMUSG00000132075.1	0	0	0	0	0	0	0	0
ENSMUSG00000130423.1	0	0	0	0	0	0	0	0
ENSMUSG00000122243.1	0	0	0	0	0	0	0	0
ENSMUSG00000122824.1	0	0	0	0	0	0	0	0
ENSMUSG00000137791.1	0	0	0	0	0	0	0	0
ENSMUSG00000081548.2	0	0	0	0	0	0	0	0
ENSMUSG00000062391.5	2	0	1	1	0	1	2	0
ENSMUSG00000126410.1	0	1	0	0	0	0	0	0
ENSMUSG00000126449.1	1	0	0	0	0	0	0	0
ENSMUSG00000132800.1	0	0	0	0	0	0	0	0
ENSMUSG00000132840.1	0	0	0	0	0	0	0	0
ENSMUSG00000132874.1	0	0	0	0	0	0	0	0
ENSMUSG00000132526.1	0	0	0	0	0	0	0	0
ENSMUSG00000132487.1	0	0	0	0	0	0	0	0
ENSMUSG00000083769.2	0	0	0	0	0	0	0	0
ENSMUSG00000057322.13	1926	1335	1254	1931	2017	1667	2471	3321
ENSMUSG00000034714.10	342	306	197	146	273	213	352	136
ENSMUSG00000134520.1	0	0	0	0	0	0	0	0
ENSMUSG00000034706.17	3	15	7	1	8	4	9	5
ENSMUSG00000010021.14	30	24	16	33	33	10	15	9
ENSMUSG00000000202.10	2	5	2	4	0	1	1	0
ENSMUSG00000034677.10	0	0	0	0	0	0	0	0
ENSMUSG00000143551.1	0	0	0	0	1	0	2	0
ENSMUSG00000051043.17	420	363	461	722	956	488	441	873
ENSMUSG00000135277.1	0	0	0	1	0	0	0	0
ENSMUSG00000034652.13	163	135	87	106	292	148	541	343
ENSMUSG00000127105.1	1	1	0	0	1	1	5	2
ENSMUSG00000083237.2	0	0	0	0	1	1	4	0
ENSMUSG00000063193.10	58	82	38	41	112	53	237	87
ENSMUSG00000083677.2	1	1	1	0	2	0	2	1
ENSMUSG00000058728.17	0	2	0	0	3	1	8	2
ENSMUSG00000034641.3	128	146	125	190	423	283	755	403
ENSMUSG00000044811.15	72	51	35	33	77	44	163	78
ENSMUSG00000089753.11	1	0	1	1	3	0	4	0
ENSMUSG00000069609.8	6	5	1	1	7	9	6	1
ENSMUSG00000089722.3	0	0	0	1	0	1	0	0
ENSMUSG00000069607.5	2	4	2	5	4	8	4	0
ENSMUSG00000048498.9	0	0	2	0	19	6	17	13
ENSMUSG00000020732.14	26	18	11	16	30	13	20	26
ENSMUSG00000128846.1	0	0	0	0	1	0	0	0
ENSMUSG00000047798.16	5	20	3	14	1831	730	2061	1931
ENSMUSG00000124154.1	1	2	0	1	1	1	2	3
ENSMUSG00000020733.4	527	362	302	308	931	595	956	646
ENSMUSG00000015542.18	244	195	175	248	190	153	165	222
ENSMUSG00000045980.14	280	242	232	226	437	282	405	199
ENSMUSG00000133895.1	1	0	1	0	1	1	5	1
ENSMUSG00000133856.1	1	1	2	3	4	0	1	0
ENSMUSG00000020734.14	5	0	3	1	2	0	1	0
ENSMUSG00002076450.1	0	0	0	0	0	0	0	0
ENSMUSG00000018861.9	111	71	79	93	150	91	115	93
ENSMUSG00000143899.1	1	0	1	0	0	2	0	0
ENSMUSG00000044788.11	292	157	174	183	149	86	103	107
ENSMUSG00000141209.1	0	1	0	0	1	0	0	0
ENSMUSG00000050201.10	11	12	2	0	13	2	5	5
ENSMUSG00000136593.1	0	1	0	0	0	0	0	0
ENSMUSG00000045288.11	6	6	5	3	3	2	0	0
ENSMUSG00000018862.12	216	143	174	154	57	12	15	15
ENSMUSG00000141029.1	1	0	1	0	0	0	0	0
ENSMUSG00000034586.15	123	73	90	65	77	47	56	45
ENSMUSG00000136496.1	0	0	0	0	0	0	0	0
ENSMUSG00000136538.1	0	0	0	0	0	0	0	0
ENSMUSG00000050910.6	157	101	107	87	321	262	402	141
ENSMUSG00000143972.1	0	0	0	0	0	0	0	0
ENSMUSG00000018858.16	283	216	243	283	346	237	302	402
ENSMUSG00000085072.2	2	3	0	3	2	1	1	2
ENSMUSG00000034566.11	2184	1546	2262	2540	2158	1622	2117	2690
ENSMUSG00000016940.19	454	324	341	329	311	222	279	241
ENSMUSG00000070332.5	0	0	0	1	0	0	0	0
ENSMUSG00000093096.3	0	0	0	0	0	0	0	0
ENSMUSG00000085651.3	0	0	0	0	1	1	9	4
ENSMUSG00000045775.16	12	6	24	5	8	4	11	9
ENSMUSG00000057219.12	149	81	91	82	197	130	223	177
ENSMUSG00000020736.13	284	187	156	195	295	196	319	257
ENSMUSG00000081376.2	5	2	2	4	7	3	4	13
ENSMUSG00000020737.13	821	629	676	798	958	628	1123	857
ENSMUSG00000020738.17	323	193	188	243	285	242	320	385
ENSMUSG00000144094.1	1	0	0	0	0	0	0	0
ENSMUSG00000020739.12	538	399	354	437	750	605	671	701
ENSMUSG00000020740.14	375	271	260	270	338	245	325	248
ENSMUSG00000089476.4	1	0	0	1	0	0	0	1
ENSMUSG00000046756.11	596	476	626	733	765	532	644	840
ENSMUSG00000020743.16	526	403	294	421	409	229	261	295
ENSMUSG00000144054.1	1	0	0	0	2	1	0	0
ENSMUSG00000020744.14	270	263	191	220	199	140	141	172
ENSMUSG00000144125.1	0	0	0	0	0	0	0	0
ENSMUSG00000143929.1	0	0	0	0	1	0	0	0
ENSMUSG00000059923.14	1709	1283	1227	1377	2113	1413	1952	1683
ENSMUSG00000084277.2	1	0	0	0	1	0	0	0
ENSMUSG00000129072.1	0	0	0	0	0	0	0	0
ENSMUSG00000083394.3	1	0	0	1	2	2	1	3
ENSMUSG00000089460.3	0	0	0	0	0	0	0	0
ENSMUSG00000084130.2	0	0	0	0	0	0	0	0
ENSMUSG00000122679.1	0	0	0	0	0	0	1	1
ENSMUSG00000020747.19	1065	799	690	650	738	427	513	320
ENSMUSG00000122717.1	18	10	4	8	6	1	1	1
ENSMUSG00000093539.3	0	0	1	0	0	0	0	0
ENSMUSG00000034471.13	907	686	440	489	830	520	486	382
ENSMUSG00000020781.15	148	108	106	124	156	104	142	133
ENSMUSG00000020782.19	914	625	546	532	648	376	372	293
ENSMUSG00000136572.1	0	0	1	0	0	0	0	0
ENSMUSG00000034427.18	2	2	1	3	8	4	2	2
ENSMUSG00000020752.12	386	286	253	252	421	270	293	248
ENSMUSG00000048442.16	191	95	99	94	120	92	111	95
ENSMUSG00000075420.7	13	15	10	17	22	14	11	20
ENSMUSG00000087072.2	1	1	0	0	0	0	2	0
ENSMUSG00000020755.10	722	440	458	596	722	509	630	707
ENSMUSG00000087064.2	13	9	5	10	15	6	7	6
ENSMUSG00000136342.1	6	2	3	1	3	2	1	0
ENSMUSG00000020758.16	4177	2702	2137	1762	5495	4527	3921	2200
ENSMUSG00000020766.5	52	47	40	38	124	111	172	127
ENSMUSG00000131449.1	0	0	0	0	0	0	0	0
ENSMUSG00000128886.1	0	0	1	1	2	0	1	0
ENSMUSG00000016559.15	8787	5548	4947	6796	15723	11118	12810	15590
ENSMUSG00000020770.14	258	164	191	185	289	200	221	179
ENSMUSG00000057948.13	265	169	135	125	157	107	165	73
ENSMUSG00000128967.1	0	1	0	3	2	1	0	0
ENSMUSG00000129007.1	1	0	0	1	0	0	1	1
ENSMUSG00000034341.18	1638	1151	1133	1328	1250	697	946	829
ENSMUSG00000128930.1	0	0	0	0	0	0	0	0
ENSMUSG00000020773.12	307	267	298	301	393	337	351	336
ENSMUSG00000054517.10	237	157	171	163	161	157	138	93
ENSMUSG00000020775.14	391	328	458	463	467	331	412	455
ENSMUSG00000020776.19	511	357	315	279	476	360	397	230
ENSMUSG00002074894.1	0	0	0	0	0	0	0	0
ENSMUSG00000105120.3	0	0	0	0	0	0	0	0
ENSMUSG00000020777.17	5046	3698	3662	4523	3393	2036	1863	1634
ENSMUSG00000020778.13	150	90	142	149	164	119	155	182
ENSMUSG00000142783.1	3	0	0	0	0	2	1	0
ENSMUSG00000092300.8	7	4	0	3	3	1	1	2
ENSMUSG00000142822.1	0	0	1	0	1	0	0	0
ENSMUSG00000034282.4	5316	3224	2827	2190	5823	3779	3337	1773
ENSMUSG00000020780.16	1885	1435	1586	1854	1819	1251	1476	1378
ENSMUSG00000020793.6	13	3	12	9	21	6	13	1
ENSMUSG00000118502.3	35	16	25	35	45	27	31	21
ENSMUSG00000020792.16	1212	847	718	896	1397	876	887	867
ENSMUSG00000126540.1	0	0	0	0	0	0	0	0
ENSMUSG00000137267.1	0	0	0	0	0	0	0	0
ENSMUSG00002075039.1	0	0	0	0	0	0	0	0
ENSMUSG00000034227.8	1	0	0	0	0	1	3	2
ENSMUSG00000124059.1	2	1	0	0	2	0	1	0
ENSMUSG00000052949.15	64	56	66	58	75	56	79	37
ENSMUSG00000081929.2	13	11	8	20	12	13	11	25
ENSMUSG00000130119.1	514	358	294	420	403	259	305	428
ENSMUSG00000136689.1	0	0	0	0	0	0	0	0
ENSMUSG00000120505.2	1	1	1	0	2	0	0	0
ENSMUSG00000050628.7	261	162	130	222	275	142	270	287
ENSMUSG00000070331.15	9	2	3	3	2	3	5	6
ENSMUSG00000086826.3	27	27	15	13	22	14	10	3
ENSMUSG00000015869.18	644	463	407	426	609	416	581	472
ENSMUSG00000131528.1	0	1	0	0	1	1	1	0
ENSMUSG00000081318.2	0	0	0	0	0	0	0	0
ENSMUSG00000100779.2	5	7	9	8	20	10	16	6
ENSMUSG00000061878.17	942	492	560	615	948	678	766	793
ENSMUSG00000020802.9	892	697	818	669	909	537	564	437
ENSMUSG00000083314.2	0	0	0	0	0	0	0	0
ENSMUSG00000020804.13	2	4	2	3	5	2	3	3
ENSMUSG00000020806.16	1327	909	758	800	1355	838	951	715
ENSMUSG00000126565.1	5	4	3	2	5	2	3	2
ENSMUSG00000126524.1	3	1	1	1	0	0	3	1
ENSMUSG00000020810.6	848	895	984	1056	404	92	189	83
ENSMUSG00000075410.15	3	0	3	4	1	1	1	0
ENSMUSG00000138327.1	0	1	2	1	1	2	0	0
ENSMUSG00000020812.21	113	59	46	94	79	71	75	122
ENSMUSG00000065640.3	0	0	0	0	0	0	0	0
ENSMUSG00000077604.3	0	0	0	0	0	0	0	0
ENSMUSG00000065094.3	0	0	0	0	0	0	0	0
ENSMUSG00000057286.7	189	113	80	93	78	63	43	49
ENSMUSG00000110170.2	9	9	3	3	6	4	2	3
ENSMUSG00000139404.1	0	0	0	0	0	0	0	0
ENSMUSG00000123048.1	0	0	0	0	1	0	0	0
ENSMUSG00000078586.4	0	1	0	0	0	0	0	0
ENSMUSG00000056032.13	0	0	1	0	0	0	0	0
ENSMUSG00000009588.10	0	0	0	0	0	0	1	1
ENSMUSG00000020814.14	274	228	326	251	110	71	154	77
ENSMUSG00000134258.1	54	53	45	53	53	24	75	24
ENSMUSG00000056962.12	362	273	366	335	513	374	450	468
ENSMUSG00002076427.1	0	0	0	0	0	0	0	0
ENSMUSG00000090266.11	561	351	452	569	421	268	335	511
ENSMUSG00000034120.19	1680	1331	989	1312	3921	2780	3472	3490
ENSMUSG00000020818.17	524	462	500	543	663	453	617	527
ENSMUSG00000126773.1	0	0	0	0	0	0	0	0
ENSMUSG00000142457.1	0	0	0	1	0	0	1	1
ENSMUSG00000043857.17	71	38	20	27	184	156	121	78
ENSMUSG00000141613.1	0	0	0	0	0	0	0	0
ENSMUSG00000136263.1	0	0	0	0	1	3	0	5
ENSMUSG00000086902.10	1	0	0	0	0	0	0	0
ENSMUSG00000085104.3	0	0	0	0	0	0	0	0
ENSMUSG00000086859.7	54	39	15	24	31	20	32	30
ENSMUSG00000120993.2	0	0	0	0	0	0	0	0
ENSMUSG00002076896.1	0	0	0	0	0	0	0	0
ENSMUSG00000104740.3	0	0	0	0	0	0	0	0
ENSMUSG00002076742.1	0	0	0	0	0	0	0	0
ENSMUSG00000087057.9	10	12	9	15	3	0	1	1
ENSMUSG00000134983.1	2	0	0	0	0	1	1	0
ENSMUSG00000020823.17	1791	1451	1288	1431	1621	885	1236	1000
ENSMUSG00002076234.1	1	0	0	0	1	0	0	0
ENSMUSG00000084052.2	0	0	0	1	0	0	0	0
ENSMUSG00000132885.1	0	0	0	0	0	0	0	0
ENSMUSG00000059248.14	1717	1240	999	957	4262	2677	3872	2512
ENSMUSG00000134231.1	0	0	1	0	1	1	0	0
ENSMUSG00000134273.1	1	1	0	0	0	1	0	1
ENSMUSG00000086050.2	1	0	1	3	1	3	4	2
ENSMUSG00000125115.1	0	0	0	0	0	0	0	0
ENSMUSG00000121813.2	0	0	0	0	1	0	0	0
ENSMUSG00000086588.3	0	0	0	0	0	0	0	0
ENSMUSG00000125373.1	0	0	0	0	0	0	0	0
ENSMUSG00000125288.1	0	0	0	1	0	0	0	0
ENSMUSG00000083705.4	0	0	0	0	0	0	0	0
ENSMUSG00000085336.4	6	4	6	2	1	0	1	0
ENSMUSG00000125249.1	0	0	0	0	0	0	0	0
ENSMUSG00000110653.3	1	0	2	1	0	0	0	0
ENSMUSG00000125332.1	0	0	0	0	0	0	0	0
ENSMUSG00000069588.5	1	2	0	0	1	0	0	0
ENSMUSG00000142138.1	0	0	1	0	0	0	0	0
ENSMUSG00000085419.4	4	7	3	10	1	3	0	1
ENSMUSG00000122338.1	0	0	0	0	0	0	0	0
ENSMUSG00000131104.1	23	27	20	22	16	6	13	8
ENSMUSG00000123382.1	0	1	0	0	0	0	0	0
ENSMUSG00000054418.8	5	10	3	4	0	3	0	0
ENSMUSG00000130901.1	0	0	0	0	0	0	0	0
ENSMUSG00000130973.1	0	0	0	0	0	0	0	0
ENSMUSG00000142976.1	0	0	0	0	0	0	0	0
ENSMUSG00000025571.14	2009	1334	1100	985	1209	837	855	534
ENSMUSG00000025572.19	614	414	290	312	445	329	402	314
ENSMUSG00000050106.19	11	13	14	4	14	13	18	5
ENSMUSG00000087486.2	2	2	0	1	0	0	0	1
ENSMUSG00000087669.3	3	1	0	0	5	0	7	1
ENSMUSG00000025573.5	1	2	1	0	0	0	1	1
ENSMUSG00000048277.16	1745	1337	1582	1656	2294	1378	1556	1647
ENSMUSG00000093485.2	0	0	0	0	0	0	0	0
ENSMUSG00000025574.14	109	78	64	57	227	280	334	237
ENSMUSG00000017718.16	30	10	11	14	17	9	19	12
ENSMUSG00000138309.1	2	4	1	0	1	3	1	0
ENSMUSG00000138342.1	6	4	0	0	2	2	5	0
ENSMUSG00000138382.1	0	0	0	0	3	1	0	0
ENSMUSG00000017716.16	31	31	31	10	81	116	230	96
ENSMUSG00000070330.3	0	0	0	0	1	0	0	3
ENSMUSG00000085434.3	5	2	3	2	2	7	7	2
ENSMUSG00000017713.10	35	27	19	30	52	40	40	53
ENSMUSG00000134628.1	0	0	0	0	1	0	0	0
ENSMUSG00000082562.2	0	0	0	0	0	0	0	0
ENSMUSG00000142587.1	0	1	0	1	8	3	4	10
ENSMUSG00000133133.1	0	0	0	0	2	2	5	6
ENSMUSG00000133212.1	0	0	0	0	2	3	1	0
ENSMUSG00000120147.2	0	0	0	0	0	0	2	1
ENSMUSG00000053113.4	303	287	220	364	5268	4129	4517	4952
ENSMUSG00000120851.2	12	1	3	7	39	28	31	31
ENSMUSG00000017715.12	954	629	641	665	1895	1355	1556	1437
ENSMUSG00000098958.3	0	0	0	0	0	0	0	0
ENSMUSG00000033987.18	12	16	7	4	34	17	27	9
ENSMUSG00000085511.2	0	0	0	0	1	1	0	0
ENSMUSG00000017132.19	1110	780	754	817	1265	797	1047	681
ENSMUSG00002075283.1	9	1	0	3	2	3	3	0
ENSMUSG00000080810.2	0	0	0	0	0	2	0	0
ENSMUSG00000131499.1	0	0	0	0	1	0	0	0
ENSMUSG00000033909.18	715	574	506	574	1012	648	699	572
ENSMUSG00000017466.11	9752	6618	11112	9688	4272	2006	5005	2680
ENSMUSG00000076433.6	45	25	31	34	28	25	19	15
ENSMUSG00000136657.1	0	0	0	0	0	2	1	0
ENSMUSG00000127103.1	0	0	0	1	0	0	0	0
ENSMUSG00000033880.12	1089	1260	426	1266	4329	3272	3290	3251
ENSMUSG00000025575.15	877	642	622	670	925	589	779	655
ENSMUSG00000127116.1	1	0	1	0	1	1	0	0
ENSMUSG00000135419.1	1	1	0	1	0	0	0	3
ENSMUSG00000122040.1	3	1	1	1	2	1	0	4
ENSMUSG00000017446.15	706	465	487	454	499	319	396	260
ENSMUSG00000086514.2	1	2	1	0	2	0	0	0
ENSMUSG00000124693.1	0	0	0	0	2	3	0	3
ENSMUSG00000087036.2	1	0	0	1	5	8	4	4
ENSMUSG00000033857.13	108	79	67	69	284	429	196	188
ENSMUSG00000025576.18	1	1	1	1	1	1	0	0
ENSMUSG00000085059.3	0	0	0	0	0	0	0	0
ENSMUSG00002075579.1	0	0	0	0	0	0	0	0
ENSMUSG00000084887.3	0	0	0	0	0	0	0	0
ENSMUSG00000130610.1	0	0	0	0	0	0	0	0
ENSMUSG00000130642.1	0	0	0	0	0	0	0	0
ENSMUSG00000046697.18	0	0	0	0	0	0	0	0
ENSMUSG00000138990.1	0	0	0	0	0	0	0	0
ENSMUSG00000138945.1	18	21	18	21	4	5	5	7
ENSMUSG00000025577.8	660	416	356	319	329	242	232	160
ENSMUSG00000143244.1	0	0	0	0	0	0	0	0
ENSMUSG00000025578.10	209	124	122	103	122	75	95	78
ENSMUSG00000136588.1	0	1	0	0	0	0	0	0
ENSMUSG00000136509.1	0	1	3	0	1	2	1	2
ENSMUSG00000120966.2	0	0	0	0	0	0	0	0
ENSMUSG00000136546.1	0	0	0	0	0	0	0	0
ENSMUSG00000039989.8	875	691	514	484	697	508	444	361
ENSMUSG00000136636.1	1	0	0	2	1	0	0	0
ENSMUSG00000136598.1	0	0	0	0	0	0	0	0
ENSMUSG00000120794.2	0	0	0	1	0	1	0	0
ENSMUSG00000136554.1	0	0	0	0	0	0	0	0
ENSMUSG00000136566.1	0	0	0	0	1	0	0	0
ENSMUSG00000086306.3	0	0	0	0	0	0	0	0
ENSMUSG00000086547.2	0	1	0	1	0	0	0	0
ENSMUSG00000135113.1	0	0	0	0	0	0	0	0
ENSMUSG00000039976.5	1019	643	612	450	599	245	280	170
ENSMUSG00000098704.3	0	0	0	0	0	0	0	0
ENSMUSG00000085548.3	0	0	0	0	2	0	0	0
ENSMUSG00000127131.1	0	0	0	0	0	0	0	0
ENSMUSG00000087404.3	0	1	0	0	0	0	0	0
ENSMUSG00000039963.21	5	2	2	3	1	5	2	3
ENSMUSG00000126156.1	2	1	0	0	0	0	0	0
ENSMUSG00000025579.15	2290	2268	2899	3050	1659	834	1015	855
ENSMUSG00000025580.16	1077	802	753	921	1897	1301	1466	1646
ENSMUSG00000120184.2	1	0	1	0	5	1	0	1
ENSMUSG00000013483.15	661	391	394	434	2420	1524	955	1601
ENSMUSG00000138431.1	1	0	0	0	17	4	5	1
ENSMUSG00000005043.14	270	156	133	112	283	139	159	75
ENSMUSG00000039908.15	102	110	79	136	89	84	73	105
ENSMUSG00000131777.1	4	1	0	3	3	1	1	2
ENSMUSG00000088015.3	0	0	0	0	0	0	0	0
ENSMUSG00000131818.1	0	0	0	0	0	0	0	0
ENSMUSG00000070327.16	2018	1871	906	2434	14309	11122	10961	8186
ENSMUSG00000109408.3	44	32	16	22	88	65	71	50
ENSMUSG00000039850.17	375	220	177	170	264	162	181	179
ENSMUSG00000142844.1	0	0	0	0	0	0	0	0
ENSMUSG00000025582.5	475	194	123	70	900	507	352	299
ENSMUSG00000087675.3	2	0	0	0	4	2	1	1
ENSMUSG00000136077.1	0	0	0	0	0	0	0	0
ENSMUSG00000025583.17	907	598	745	621	1074	654	720	560
ENSMUSG00000121577.1	0	0	0	0	0	0	0	0
ENSMUSG00000143953.1	0	0	0	0	0	1	0	0
ENSMUSG00000083870.2	1	0	0	0	0	0	0	0
ENSMUSG00002076802.1	0	0	0	0	0	0	0	0
ENSMUSG00000085081.4	5	0	2	1	2	6	5	1
ENSMUSG00000025371.13	310	255	306	296	445	270	406	377
ENSMUSG00000120604.2	0	2	0	0	3	1	0	0
ENSMUSG00000085207.4	33	27	12	14	22	20	18	10
ENSMUSG00000086924.3	2	3	1	0	5	0	4	0
ENSMUSG00000025372.17	986	683	519	498	796	525	546	386
ENSMUSG00000025375.16	255	154	161	196	181	65	165	71
ENSMUSG00000065600.3	0	0	0	0	0	0	0	0
ENSMUSG00000105524.3	0	0	0	0	0	0	0	0
ENSMUSG00000113114.2	0	0	0	0	0	0	0	0
ENSMUSG00000039781.16	165	102	148	131	116	95	95	74
ENSMUSG00000138002.1	0	0	1	0	1	1	0	2
ENSMUSG00002076968.1	0	0	0	0	0	0	1	0
ENSMUSG00000025377.15	365	229	179	235	258	159	228	157
ENSMUSG00000078572.4	97	73	108	103	113	70	106	126
ENSMUSG00000061306.17	1823	1198	1313	1324	2648	1556	2170	1654
ENSMUSG00000085636.3	8	2	6	3	20	7	11	11
ENSMUSG00000142728.1	1	0	0	0	0	0	1	0
ENSMUSG00000120866.2	0	0	0	0	0	0	0	0
ENSMUSG00000075389.6	21	18	16	15	6	5	2	5
ENSMUSG00000130593.1	0	0	0	0	0	0	0	0
ENSMUSG00000043993.9	27	29	12	10	14	13	9	6
ENSMUSG00000128630.1	1	1	0	0	0	2	0	0
ENSMUSG00000128592.1	8	5	4	4	4	0	3	0
ENSMUSG00000039741.17	622	379	245	210	409	285	257	131
ENSMUSG00000085501.3	22	12	7	18	24	28	19	25
ENSMUSG00002076666.1	0	0	0	0	0	0	0	0
ENSMUSG00000126334.1	0	0	0	0	0	0	0	0
ENSMUSG00000138227.1	0	0	0	0	0	0	0	0
ENSMUSG00000062825.16	6702	4937	5023	4808	11035	7210	11350	7923
ENSMUSG00002076664.1	0	0	0	0	0	0	0	0
ENSMUSG00000098955.3	0	0	0	0	0	0	0	0
ENSMUSG00000043644.7	34	42	43	49	28	5	8	21
ENSMUSG00000126442.1	0	0	0	0	0	0	0	0
ENSMUSG00000025380.3	10	6	21	14	4	0	1	2
ENSMUSG00000025384.16	205	161	157	129	299	179	257	174
ENSMUSG00000039703.17	3065	2391	3264	3385	2959	1727	2005	2030
ENSMUSG00000138437.1	0	0	1	0	0	1	0	0
ENSMUSG00000039691.11	4	0	0	1	1	0	0	0
ENSMUSG00000025386.3	5	4	1	4	1	0	2	0
ENSMUSG00000039670.3	70	46	56	57	36	16	36	39
ENSMUSG00000049957.15	243	187	187	209	412	321	352	401
ENSMUSG00000057594.13	139	91	78	94	128	66	105	102
ENSMUSG00000025793.18	1213	837	1034	1044	1246	778	938	763
ENSMUSG00000039640.8	480	408	539	608	839	516	726	1050
ENSMUSG00000086929.3	2	3	0	1	2	1	1	0
ENSMUSG00000025792.10	237	214	139	97	200	139	216	131
ENSMUSG00000127298.1	0	2	0	0	0	0	0	0
ENSMUSG00000084983.10	3	0	0	0	1	0	0	0
ENSMUSG00000130825.1	0	0	0	0	0	0	0	0
ENSMUSG00000025127.16	4	1	0	0	0	0	0	0
ENSMUSG00000061111.9	601	393	513	591	716	479	587	646
ENSMUSG00000025129.3	244	285	649	615	316	111	52	382
ENSMUSG00000025130.12	6690	5535	5550	7020	14317	10551	14100	12335
ENSMUSG00000120443.2	7	4	5	5	7	2	5	5
ENSMUSG00000128647.1	1	1	0	0	0	1	1	1
ENSMUSG00000025132.14	3583	2547	2452	2824	5863	3742	5447	4833
ENSMUSG00000102881.2	1	1	1	0	0	1	1	2
ENSMUSG00000142433.1	0	0	0	0	0	0	0	0
ENSMUSG00000025134.3	581	415	469	557	1168	837	1055	1039
ENSMUSG00000025135.13	444	314	373	399	405	278	402	465
ENSMUSG00000044034.12	4	1	1	0	0	0	0	1
ENSMUSG00000025137.16	435	338	303	325	414	316	418	312
ENSMUSG00000025138.15	477	300	266	290	442	314	454	350
ENSMUSG00000098282.3	0	0	0	0	0	0	0	0
ENSMUSG00000051510.14	1773	1271	1646	1616	1827	978	1137	1085
ENSMUSG00000128289.1	2	0	0	0	0	0	0	0
ENSMUSG00000120999.2	41	34	39	48	55	34	51	32
ENSMUSG00000025140.16	8	18	16	18	59	52	57	75
ENSMUSG00000025141.4	455	455	579	552	122	35	40	59
ENSMUSG00000084822.3	2	1	0	3	0	1	0	1
ENSMUSG00000042988.11	13	7	4	3	6	10	10	2
ENSMUSG00000053613.8	1	0	1	0	0	0	0	0
ENSMUSG00000025142.19	548	398	412	401	553	315	425	439
