sample_id	condition_simple	group	tissue	timepoint_hr	batch	group_raw	tissue_raw	time_raw	time_h	time_label	batch_raw	is_control	control_label	contrast_label	control_time_policy
SRR7761125	CONTROL	TRIM21_KO_uninfected_whole_liver	whole liver	4	NA	TRIM21_KO_uninfected_whole_liver	whole liver	4	4	4h	NA	TRUE	TRIM21_KO_uninfected_whole_liver	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	matched_time
SRR7761126	CONTROL	TRIM21_KO_uninfected_whole_liver	whole liver	4	NA	TRIM21_KO_uninfected_whole_liver	whole liver	4	4	4h	NA	TRUE	TRIM21_KO_uninfected_whole_liver	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	matched_time
SRR7761127	CONTROL	TRIM21_KO_uninfected_whole_liver	whole liver	4	NA	TRIM21_KO_uninfected_whole_liver	whole liver	4	4	4h	NA	TRUE	TRIM21_KO_uninfected_whole_liver	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	matched_time
SRR7761128	CONTROL	TRIM21_KO_uninfected_whole_liver	whole liver	4	NA	TRIM21_KO_uninfected_whole_liver	whole liver	4	4	4h	NA	TRUE	TRIM21_KO_uninfected_whole_liver	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	matched_time
SRR7761137	DELIVERY	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver	whole liver	4	NA	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver	whole liver	4	4	4h	NA	FALSE	TRIM21_KO_uninfected_whole_liver	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	matched_time
SRR7761138	DELIVERY	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver	whole liver	4	NA	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver	whole liver	4	4	4h	NA	FALSE	TRIM21_KO_uninfected_whole_liver	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	matched_time
SRR7761139	DELIVERY	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver	whole liver	4	NA	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver	whole liver	4	4	4h	NA	FALSE	TRIM21_KO_uninfected_whole_liver	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	matched_time
SRR7761140	DELIVERY	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver	whole liver	4	NA	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver	whole liver	4	4	4h	NA	FALSE	TRIM21_KO_uninfected_whole_liver	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver__vs__TRIM21_KO_uninfected_whole_liver	matched_time
