sample_id	group	tissue	timepoint_hr	batch	group_raw	tissue_raw	time_raw	time_h	time_label	batch_raw	is_control	condition_simple	control_label	contrast_label	control_time_policy
SRR28462972	baseline_0	tissue	72	NA	baseline_0	tissue	72	72	72h	NA	TRUE	CONTROL	baseline_0	delivery_tlnp_sinc_1mg_kg__vs__baseline_0	matched_time
SRR28462973	baseline_0	tissue	72	NA	baseline_0	tissue	72	72	72h	NA	TRUE	CONTROL	baseline_0	delivery_tlnp_sinc_1mg_kg__vs__baseline_0	matched_time
SRR28462974	baseline_0	tissue	72	NA	baseline_0	tissue	72	72	72h	NA	TRUE	CONTROL	baseline_0	delivery_tlnp_sinc_1mg_kg__vs__baseline_0	matched_time
SRR28462969	delivery_tlnp_sinc_1mg_kg	tissue	72	NA	delivery_tlnp_sinc_1mg_kg	tissue	72	72	72h	NA	FALSE	DELIVERY	baseline_0	delivery_tlnp_sinc_1mg_kg__vs__baseline_0	matched_time
SRR28462970	delivery_tlnp_sinc_1mg_kg	tissue	72	NA	delivery_tlnp_sinc_1mg_kg	tissue	72	72	72h	NA	FALSE	DELIVERY	baseline_0	delivery_tlnp_sinc_1mg_kg__vs__baseline_0	matched_time
SRR28462971	delivery_tlnp_sinc_1mg_kg	tissue	72	NA	delivery_tlnp_sinc_1mg_kg	tissue	72	72	72h	NA	FALSE	DELIVERY	baseline_0	delivery_tlnp_sinc_1mg_kg__vs__baseline_0	matched_time
