sample_id	group	tissue	timepoint_hr	batch
SRR13783173	baseline_0	skin	24	NA
SRR13783174	delivery_lnp	skin	24	NA
SRR13783175	baseline_0	skin	24	NA
SRR13783176	delivery_lnp	skin	24	NA
SRR13783177	baseline_0	skin	24	NA
SRR13783178	delivery_lnp	skin	24	NA
SRR13783179	baseline_0	skin	24	NA
SRR13783180	delivery_lnp	skin	24	NA
