sample_id	group	tissue	timepoint_hr	batch
SRR31032957	delivery_vaccination_with_ssop	Lymph Node	6	NA
SRR31032958	delivery_vaccination_with_ssop	Lymph Node	6	NA
SRR31032959	delivery_vaccination_with_ssop	Lymph Node	6	NA
SRR31032960	delivery_vaccination_with_sm102	Lymph Node	6	NA
SRR31032961	delivery_vaccination_with_sm102	Lymph Node	6	NA
SRR31032962	delivery_vaccination_with_sm102	Lymph Node	6	NA
SRR31032963	baseline_0	Lymph Node	6	NA
SRR31032964	baseline_0	Lymph Node	6	NA
SRR31032965	baseline_0	Lymph Node	6	NA
