sample_id	group	tissue	timepoint_hr	batch	group_raw	tissue_raw	time_raw	time_h	time_label	batch_raw	is_control	condition_simple	control_label	contrast_label	control_time_policy
SRR31032963	baseline_0	Lymph Node	6	NA	baseline_0	Lymph Node	6	6	6h	NA	TRUE	CONTROL	baseline_0	delivery_vaccination_with_sm102__vs__baseline_0	matched_time
SRR31032964	baseline_0	Lymph Node	6	NA	baseline_0	Lymph Node	6	6	6h	NA	TRUE	CONTROL	baseline_0	delivery_vaccination_with_sm102__vs__baseline_0	matched_time
SRR31032965	baseline_0	Lymph Node	6	NA	baseline_0	Lymph Node	6	6	6h	NA	TRUE	CONTROL	baseline_0	delivery_vaccination_with_sm102__vs__baseline_0	matched_time
SRR31032960	delivery_vaccination_with_sm102	Lymph Node	6	NA	delivery_vaccination_with_sm102	Lymph Node	6	6	6h	NA	FALSE	DELIVERY	baseline_0	delivery_vaccination_with_sm102__vs__baseline_0	matched_time
SRR31032961	delivery_vaccination_with_sm102	Lymph Node	6	NA	delivery_vaccination_with_sm102	Lymph Node	6	6	6h	NA	FALSE	DELIVERY	baseline_0	delivery_vaccination_with_sm102__vs__baseline_0	matched_time
SRR31032962	delivery_vaccination_with_sm102	Lymph Node	6	NA	delivery_vaccination_with_sm102	Lymph Node	6	6	6h	NA	FALSE	DELIVERY	baseline_0	delivery_vaccination_with_sm102__vs__baseline_0	matched_time
