gene_id	phase	se_meta	beta_meta	is_core	power_delta	low_power_flag
ENSMUSG00000111078.3	anchor	0.1660632182971519	4.2332077695080725	TRUE	0.9999756561843935	FALSE
ENSMUSG00000134421.1	anchor	0.16016269170695815	4.366412049518441	TRUE	0.9999908089403238	FALSE
ENSMUSG00000052485.8	anchor	0.1588349824893526	4.404983306498316	TRUE	0.9999927410374254	FALSE
ENSMUSG00000125029.1	anchor	0.1504541797139067	3.0409316181214905	TRUE	0.9999986109441485	FALSE
ENSMUSG00000055110.9	anchor	0.1442944182859704	4.36126211559667	TRUE	0.9999996657720627	FALSE
ENSMUSG00000040026.9	anchor	0.12605822892698787	4.397792528205895	TRUE	0.9999999988344782	FALSE
ENSMUSG00000116639.2	anchor	0.1229880195684464	2.4895340866287503	TRUE	0.9999999996605081	FALSE
ENSMUSG00000099569.2	anchor	0.11704931089556184	1.846663027932804	TRUE	0.9999999999770163	FALSE
ENSMUSG00000138573.1	anchor	0.11609454010050275	4.977817758075086	TRUE	0.9999999999857098	FALSE
ENSMUSG00000109729.2	anchor	0.10919883657463228	3.8495640515383616	TRUE	0.9999999999996937	FALSE
ENSMUSG00000050578.11	anchor	0.10873092085162736	4.342772097488057	TRUE	0.9999999999997707	FALSE
ENSMUSG00000085295.9	anchor	0.10719605782519932	4.495088843307157	TRUE	0.9999999999999138	FALSE
ENSMUSG00000022126.7	anchor	0.101173962155582	6.353446492462103	TRUE	0.9999999999999989	FALSE
ENSMUSG00000000204.17	anchor	0.06017983622916773	4.009242973558268	TRUE	1	FALSE
ENSMUSG00000000275.17	anchor	0.01996723285414467	1.0508147633566944	TRUE	1	FALSE
ENSMUSG00000000386.19	anchor	0.04421476764989623	3.2710294248798157	TRUE	1	FALSE
ENSMUSG00000000791.10	anchor	0.04283852452339141	1.673334207651764	TRUE	1	FALSE
ENSMUSG00000001123.16	anchor	0.02529995591459593	1.4066537897239146	TRUE	1	FALSE
ENSMUSG00000001156.10	anchor	0.0277175637267732	1.2317609000689669	TRUE	1	FALSE
ENSMUSG00000001166.18	anchor	0.03263327899548941	0.9326464786317176	TRUE	1	FALSE
ENSMUSG00000002227.16	anchor	0.02724346706191303	1.453680823478515	TRUE	1	FALSE
ENSMUSG00000002307.17	anchor	0.02633458985942418	1.7311652449182309	TRUE	1	FALSE
ENSMUSG00000002325.16	anchor	0.02108996176635364	0.9694441591657612	TRUE	1	FALSE
ENSMUSG00000003283.16	anchor	0.02859644450312889	0.9793430438211964	TRUE	1	FALSE
ENSMUSG00000010358.14	anchor	0.03034599079892951	1.3046489486163944	TRUE	1	FALSE
ENSMUSG00000012519.15	anchor	0.03640593202154443	2.1411758117835404	TRUE	1	FALSE
ENSMUSG00000015437.6	anchor	0.03983051606130371	3.0158303221347436	TRUE	1	FALSE
ENSMUSG00000015947.11	anchor	0.04448346019762707	2.322496466194866	TRUE	1	FALSE
ENSMUSG00000016496.8	anchor	0.02688535401445183	1.4890074635412431	TRUE	1	FALSE
ENSMUSG00000017830.16	anchor	0.03147431142301386	2.2526315556617806	TRUE	1	FALSE
ENSMUSG00000017929.14	anchor	0.02474434066985495	1.1558818368153023	TRUE	1	FALSE
ENSMUSG00000018899.18	anchor	0.02455599009705039	1.1023375489163676	TRUE	1	FALSE
ENSMUSG00000018930.4	anchor	0.06439689387531576	2.370923660779123	TRUE	1	FALSE
ENSMUSG00000018986.11	anchor	0.04044655866203663	2.03935255252841	TRUE	1	FALSE
ENSMUSG00000019082.19	anchor	0.03168206243846682	1.1537940480148965	TRUE	1	FALSE
ENSMUSG00000020407.14	anchor	0.0501178616443619	2.012750309377904	TRUE	1	FALSE
ENSMUSG00000020464.16	anchor	0.02496169919471175	1.009760146348618	TRUE	1	FALSE
ENSMUSG00000020638.9	anchor	0.03499827409639178	2.850390177913352	TRUE	1	FALSE
ENSMUSG00000020641.17	anchor	0.04879893262918288	2.6619911805978065	TRUE	1	FALSE
ENSMUSG00000020790.15	anchor	0.01595986364853729	0.653408058169857	TRUE	1	FALSE
ENSMUSG00000021091.9	anchor	0.05137772320571075	1.3528753544867909	TRUE	1	FALSE
ENSMUSG00000021614.17	anchor	0.04069960951142604	1.986416326331804	TRUE	1	FALSE
ENSMUSG00000022014.17	anchor	0.02734377120660181	0.846346305713507	TRUE	1	FALSE
ENSMUSG00000022584.15	anchor	0.03300939651854603	1.892610490721934	TRUE	1	FALSE
ENSMUSG00000022586.12	anchor	0.04791388624574065	1.565758904161898	TRUE	1	FALSE
ENSMUSG00000022587.16	anchor	0.01938598644408536	0.5943382692736182	TRUE	1	FALSE
ENSMUSG00000022906.16	anchor	0.02136926706088255	1.5600956158697925	TRUE	1	FALSE
ENSMUSG00000023067.15	anchor	0.03412778043224167	1.3402573136296745	TRUE	1	FALSE
ENSMUSG00000023341.17	anchor	0.04890210993643695	3.588993939733922	TRUE	1	FALSE
ENSMUSG00000024066.10	anchor	0.02627194669732062	1.300145509856705	TRUE	1	FALSE
ENSMUSG00000024079.5	anchor	0.02812232747149422	1.9112197844429033	TRUE	1	FALSE
ENSMUSG00000024235.12	anchor	0.02653289573965799	1.00397420550989	TRUE	1	FALSE
ENSMUSG00000024308.16	anchor	0.02049094223611582	0.7786488526142343	TRUE	1	FALSE
ENSMUSG00000024675.20	anchor	0.03639438367969844	2.1004328458555177	TRUE	1	FALSE
ENSMUSG00000024677.14	anchor	0.02702857041690285	0.8736697992583514	TRUE	1	FALSE
ENSMUSG00000024679.11	anchor	0.03616128430424136	2.330935845748356	TRUE	1	FALSE
ENSMUSG00000024737.3	anchor	0.03401953476769742	1.6845126511880533	TRUE	1	FALSE
ENSMUSG00000024778.14	anchor	0.02676780029435486	0.9681267650995826	TRUE	1	FALSE
ENSMUSG00000025017.11	anchor	0.02193971002258644	1.0255035121899092	TRUE	1	FALSE
ENSMUSG00000025324.9	anchor	0.02781030506910069	1.40757503524421	TRUE	1	FALSE
ENSMUSG00000025492.7	anchor	0.02590442989862813	1.3244997111790289	TRUE	1	FALSE
ENSMUSG00000025498.16	anchor	0.03693065738590067	2.6986832878829037	TRUE	1	FALSE
ENSMUSG00000025647.17	anchor	0.02016736984776221	0.646708667217471	TRUE	1	FALSE
ENSMUSG00000026088.16	anchor	0.03086793599549793	1.31368489397999	TRUE	1	FALSE
ENSMUSG00000026104.15	anchor	0.0228694691966197	1.368834165874912	TRUE	1	FALSE
ENSMUSG00000026222.17	anchor	0.0232767164075898	1.2504745620595166	TRUE	1	FALSE
ENSMUSG00000026536.10	anchor	0.04638153919505862	2.7194185135187623	TRUE	1	FALSE
ENSMUSG00000026628.14	anchor	0.04274969132519208	2.126999145712514	TRUE	1	FALSE
ENSMUSG00000026768.11	anchor	0.05219526092049868	-0.9993932611941236	TRUE	1	FALSE
ENSMUSG00000026896.15	anchor	0.03428239315626923	2.3225013718293988	TRUE	1	FALSE
ENSMUSG00000026946.10	anchor	0.02288346397801349	1.2866701966752845	TRUE	1	FALSE
ENSMUSG00000026981.16	anchor	0.04726080117759407	3.095700260384582	TRUE	1	FALSE
ENSMUSG00000027078.15	anchor	0.03129639532502137	1.436892602945286	TRUE	1	FALSE
ENSMUSG00000027514.15	anchor	0.03258774660086568	2.3906237038020577	TRUE	1	FALSE
ENSMUSG00000027555.9	anchor	0.03785936001573303	1.6954806027283007	TRUE	1	FALSE
ENSMUSG00000027580.18	anchor	0.02616538508456862	1.3985172237971566	TRUE	1	FALSE
ENSMUSG00000027639.17	anchor	0.01965199044848856	1.2292079623292036	TRUE	1	FALSE
ENSMUSG00000027641.14	anchor	0.02747779560755964	0.9650827160223744	TRUE	1	FALSE
ENSMUSG00000027951.17	anchor	0.02617216680645974	1.207078120031905	TRUE	1	FALSE
ENSMUSG00000028037.14	anchor	0.04939730999506008	3.502293483089957	TRUE	1	FALSE
ENSMUSG00000028268.15	anchor	0.027578849372377	1.4169417556244297	TRUE	1	FALSE
ENSMUSG00000028270.13	anchor	0.03033581816259511	2.131773450459415	TRUE	1	FALSE
ENSMUSG00000028341.10	anchor	0.0399346561490517	1.359889891332158	TRUE	1	FALSE
ENSMUSG00000029298.16	anchor	0.032153002332569	1.3671210853727849	TRUE	1	FALSE
ENSMUSG00000029322.13	anchor	0.03466379118503926	1.8278549183062145	TRUE	1	FALSE
ENSMUSG00000029366.11	anchor	0.02376985967928586	1.0069976029680074	TRUE	1	FALSE
ENSMUSG00000029417.10	anchor	0.04396151873766016	2.8531168507334312	TRUE	1	FALSE
ENSMUSG00000029561.18	anchor	0.03947661277062647	2.6646796374012975	TRUE	1	FALSE
ENSMUSG00000029605.18	anchor	0.0340519589034159	1.5827052506369994	TRUE	1	FALSE
ENSMUSG00000029798.12	anchor	0.04038436742367546	2.3662878197209705	TRUE	1	FALSE
ENSMUSG00000029826.15	anchor	0.02047725395475787	0.9315563135671536	TRUE	1	FALSE
ENSMUSG00000030107.11	anchor	0.03516038314416338	2.794681642492026	TRUE	1	FALSE
ENSMUSG00000030142.11	anchor	0.05410320460033649	1.539322445077997	TRUE	1	FALSE
ENSMUSG00000030156.6	anchor	0.03448675782808173	2.0360248874265157	TRUE	1	FALSE
ENSMUSG00000030162.15	anchor	0.07375618695490854	2.1062569022692954	TRUE	1	FALSE
ENSMUSG00000030187.16	anchor	0.05005980948135268	1.8060820334106136	TRUE	1	FALSE
ENSMUSG00000030921.18	anchor	0.02518983180520207	1.6705124838618064	TRUE	1	FALSE
ENSMUSG00000030966.14	anchor	0.02391750789241696	1.213545665540824	TRUE	1	FALSE
ENSMUSG00000031639.13	anchor	0.03210462986613503	1.5387638901661829	TRUE	1	FALSE
ENSMUSG00000031712.11	anchor	0.03285729939470025	0.9822596955683368	TRUE	1	FALSE
ENSMUSG00000031722.11	anchor	0.05788736694502366	1.552051124505116	TRUE	1	FALSE
ENSMUSG00000031897.10	anchor	0.02706980116360385	0.6682255251489481	TRUE	1	FALSE
ENSMUSG00000032344.18	anchor	0.03535811717074175	1.6533574361867105	TRUE	1	FALSE
ENSMUSG00000032508.9	anchor	0.02653810938525	1.145427894466234	TRUE	1	FALSE
ENSMUSG00000032596.15	anchor	0.02218620366215765	0.9542342553044988	TRUE	1	FALSE
ENSMUSG00000032661.10	anchor	0.04298208806959604	2.923114143080645	TRUE	1	FALSE
ENSMUSG00000032690.17	anchor	0.03797140345600258	2.5763307732413936	TRUE	1	FALSE
ENSMUSG00000033355.7	anchor	0.03767546015491734	2.386530370169831	TRUE	1	FALSE
ENSMUSG00000033538.14	anchor	0.02864383934266519	1.4995670752893882	TRUE	1	FALSE
ENSMUSG00000033880.12	anchor	0.02479463482264011	1.3068001205125734	TRUE	1	FALSE
ENSMUSG00000034422.15	anchor	0.0264843768577675	1.6748656402328577	TRUE	1	FALSE
ENSMUSG00000034438.17	anchor	0.03365407931361478	1.042341885621537	TRUE	1	FALSE
ENSMUSG00000034459.9	anchor	0.0564594319798437	3.8087768616083655	TRUE	1	FALSE
ENSMUSG00000034855.14	anchor	0.06470744406239186	4.612796832918611	TRUE	1	FALSE
ENSMUSG00000035186.7	anchor	0.045174277975756	1.0785273289754391	TRUE	1	FALSE
ENSMUSG00000035208.17	anchor	0.03159125166595254	2.099866508189625	TRUE	1	FALSE
ENSMUSG00000035352.4	anchor	0.05710898761476546	2.8284646503880104	TRUE	1	FALSE
ENSMUSG00000035373.3	anchor	0.06764861513827454	4.080173963641654	TRUE	1	FALSE
ENSMUSG00000035385.6	anchor	0.05043749080032317	4.6635139717927325	TRUE	1	FALSE
ENSMUSG00000035517.18	anchor	0.02103560913819014	1.0981352274904257	TRUE	1	FALSE
ENSMUSG00000035692.8	anchor	0.05587715795219401	3.181726688639707	TRUE	1	FALSE
ENSMUSG00000036249.17	anchor	0.02286720280183303	0.9950099558701568	TRUE	1	FALSE
ENSMUSG00000036986.17	anchor	0.02472924148395634	1.3311208952552034	TRUE	1	FALSE
ENSMUSG00000037242.9	anchor	0.02223902285256482	1.4131818593495362	TRUE	1	FALSE
ENSMUSG00000037321.18	anchor	0.02072702872293201	1.0579145697509291	TRUE	1	FALSE
ENSMUSG00000037580.11	anchor	0.02792245294262642	1.1067992429207374	TRUE	1	FALSE
ENSMUSG00000037849.9	anchor	0.03748403309490412	2.329582237561445	TRUE	1	FALSE
ENSMUSG00000037921.16	anchor	0.03442238211428419	1.8647926673564408	TRUE	1	FALSE
ENSMUSG00000037997.13	anchor	0.02238580993798129	1.2081397790290571	TRUE	1	FALSE
ENSMUSG00000038037.6	anchor	0.04756627540925837	2.2167336577650976	TRUE	1	FALSE
ENSMUSG00000038507.7	anchor	0.02855405526211423	1.7350834998943283	TRUE	1	FALSE
ENSMUSG00000038866.16	anchor	0.01947276135856468	1.0703757413189292	TRUE	1	FALSE
ENSMUSG00000039232.13	anchor	0.03080857293437594	1.119022045635808	TRUE	1	FALSE
ENSMUSG00000039236.19	anchor	0.04456179586499092	2.7744922377570287	TRUE	1	FALSE
ENSMUSG00000039304.12	anchor	0.02976526613269445	1.3626039369906295	TRUE	1	FALSE
ENSMUSG00000039501.15	anchor	0.02183236739390497	1.2494853737014815	TRUE	1	FALSE
ENSMUSG00000039531.9	anchor	0.02738979955321545	1.2323014088295288	TRUE	1	FALSE
ENSMUSG00000039699.15	anchor	0.05900595885602763	2.7484194709073693	TRUE	1	FALSE
ENSMUSG00000039853.19	anchor	0.02438505252017711	1.1978832724221045	TRUE	1	FALSE
ENSMUSG00000039899.6	anchor	0.02891769192588294	1.354174923740428	TRUE	1	FALSE
ENSMUSG00000039997.17	anchor	0.03307264829949772	1.5702585258074149	TRUE	1	FALSE
ENSMUSG00000040033.18	anchor	0.02305195111464987	1.566420618255011	TRUE	1	FALSE
ENSMUSG00000040253.16	anchor	0.03829752873798293	1.7334953076066215	TRUE	1	FALSE
ENSMUSG00000040296.16	anchor	0.02075514302575722	1.4920964760278232	TRUE	1	FALSE
ENSMUSG00000040328.18	anchor	0.05571307804678153	3.894945621699911	TRUE	1	FALSE
ENSMUSG00000040483.16	anchor	0.02764724031347753	2.031962627468301	TRUE	1	FALSE
ENSMUSG00000040809.11	anchor	0.07129967305984579	1.527186588359979	TRUE	1	FALSE
ENSMUSG00000041481.18	anchor	0.03533041934578264	1.320885418609125	TRUE	1	FALSE
ENSMUSG00000041827.16	anchor	0.04397972882212547	3.443888790855744	TRUE	1	FALSE
ENSMUSG00000042726.15	anchor	0.02029115477174332	1.0703464925878858	TRUE	1	FALSE
ENSMUSG00000043263.14	anchor	0.03682838318241172	1.8114781428472333	TRUE	1	FALSE
ENSMUSG00000043740.16	anchor	0.03805298323026905	1.8404866970231009	TRUE	1	FALSE
ENSMUSG00000043939.17	anchor	0.05604453495902752	2.4701061120023167	TRUE	1	FALSE
ENSMUSG00000043953.13	anchor	0.03589721220480126	1.6362875358216005	TRUE	1	FALSE
ENSMUSG00000044703.6	anchor	0.04091388009714844	2.9849926584483253	TRUE	1	FALSE
ENSMUSG00000045322.11	anchor	0.02645302510214164	1.14318587208136	TRUE	1	FALSE
ENSMUSG00000045868.13	anchor	0.03953426680625777	1.4365221389170904	TRUE	1	FALSE
ENSMUSG00000045932.13	anchor	0.04101391397577512	2.8526706581733317	TRUE	1	FALSE
ENSMUSG00000046031.8	anchor	0.0350243680435565	1.873135750480304	TRUE	1	FALSE
ENSMUSG00000046718.9	anchor	0.03474936661145229	1.6698236923629497	TRUE	1	FALSE
ENSMUSG00000046879.8	anchor	0.02764447614830365	1.8324288815092704	TRUE	1	FALSE
ENSMUSG00000047735.15	anchor	0.03157791885832121	1.3584043023163843	TRUE	1	FALSE
ENSMUSG00000047798.16	anchor	0.04621173546629363	1.4448143610700546	TRUE	1	FALSE
ENSMUSG00000048852.14	anchor	0.04016145439990799	2.795057154203311	TRUE	1	FALSE
ENSMUSG00000049401.11	anchor	0.02287165147253912	0.8625136040291139	TRUE	1	FALSE
ENSMUSG00000049502.18	anchor	0.02334082650846165	1.4570527157260589	TRUE	1	FALSE
ENSMUSG00000049723.15	anchor	0.07455694735173198	-0.4790425412740213	TRUE	1	FALSE
ENSMUSG00000050370.6	anchor	0.07634579544241808	2.575253618458925	TRUE	1	FALSE
ENSMUSG00000050565.17	anchor	0.01638585466630206	0.7024606309621017	TRUE	1	FALSE
ENSMUSG00000052270.8	anchor	0.06897877666239059	2.104872991708071	TRUE	1	FALSE
ENSMUSG00000052749.11	anchor	0.03184570493218401	1.6749508185196675	TRUE	1	FALSE
ENSMUSG00000052776.11	anchor	0.04497088705793064	2.7505372942461648	TRUE	1	FALSE
ENSMUSG00000053101.4	anchor	0.04179999408838417	1.5911976822637872	TRUE	1	FALSE
ENSMUSG00000053113.4	anchor	0.03807317989407934	1.6288354295562748	TRUE	1	FALSE
ENSMUSG00000053338.10	anchor	0.0813625964956829	2.7714605011600715	TRUE	1	FALSE
ENSMUSG00000053835.18	anchor	0.0289735795391398	1.7634021753951226	TRUE	1	FALSE
ENSMUSG00000053846.6	anchor	0.05951793474411922	2.6391771882206103	TRUE	1	FALSE
ENSMUSG00000054072.13	anchor	0.03858346052949349	2.461006459901588	TRUE	1	FALSE
ENSMUSG00000054203.8	anchor	0.04528784044953243	2.3415984756838384	TRUE	1	FALSE
ENSMUSG00000054404.14	anchor	0.02723428774796424	1.839275140613926	TRUE	1	FALSE
ENSMUSG00000054520.16	anchor	0.02437928225012366	0.9794819963018084	TRUE	1	FALSE
ENSMUSG00000054676.18	anchor	0.02140438188840147	0.790267900979153	TRUE	1	FALSE
ENSMUSG00000054855.14	anchor	0.04935497330496566	1.6754839352107995	TRUE	1	FALSE
ENSMUSG00000056071.13	anchor	0.06907507774042593	1.0899885333679475	TRUE	1	FALSE
ENSMUSG00000056116.19	anchor	0.02373287983613946	1.060171153058499	TRUE	1	FALSE
ENSMUSG00000056144.15	anchor	0.02397966388714551	0.9000307436275672	TRUE	1	FALSE
ENSMUSG00000056290.17	anchor	0.03669454697816784	0.6738993063573755	TRUE	1	FALSE
ENSMUSG00000057143.16	anchor	0.0243253197085325	0.8863897031400401	TRUE	1	FALSE
ENSMUSG00000057346.13	anchor	0.07184264833743095	2.4292080547069617	TRUE	1	FALSE
ENSMUSG00000057596.14	anchor	0.02902356389960355	1.927935180377036	TRUE	1	FALSE
ENSMUSG00000058163.15	anchor	0.04129292750149235	2.7505141302039156	TRUE	1	FALSE
ENSMUSG00000059089.5	anchor	0.04585641499587525	1.9634280908646808	TRUE	1	FALSE
ENSMUSG00000060183.8	anchor	0.08780473297184399	6.0257926459264395	TRUE	1	FALSE
ENSMUSG00000060519.12	anchor	0.02600870964678904	1.718807175778818	TRUE	1	FALSE
ENSMUSG00000062007.14	anchor	0.03435248012464649	1.2547326795557212	TRUE	1	FALSE
ENSMUSG00000062345.11	anchor	0.080490696110867	1.7260981421364043	TRUE	1	FALSE
ENSMUSG00000062488.10	anchor	0.04507168819329391	3.3955920479381256	TRUE	1	FALSE
ENSMUSG00000062991.10	anchor	0.07665961298259215	1.41944274876965	TRUE	1	FALSE
ENSMUSG00000063268.13	anchor	0.0295652032107957	1.2735390354877585	TRUE	1	FALSE
ENSMUSG00000063286.10	anchor	0.04328805344123451	1.2139233050627916	TRUE	1	FALSE
ENSMUSG00000066363.13	anchor	0.04306348373048128	2.669876094189941	TRUE	1	FALSE
ENSMUSG00000066861.15	anchor	0.0656367430718421	3.137452465049189	TRUE	1	FALSE
ENSMUSG00000067297.6	anchor	0.05928960165140411	2.5186347886733236	TRUE	1	FALSE
ENSMUSG00000068245.15	anchor	0.03671420076070956	2.64537021770601	TRUE	1	FALSE
ENSMUSG00000068246.7	anchor	0.06220106602224998	1.9785086004703871	TRUE	1	FALSE
ENSMUSG00000068417.9	anchor	0.08598734214052828	2.2580529061731185	TRUE	1	FALSE
ENSMUSG00000068606.7	anchor	0.05636665791721543	3.73972852042063	TRUE	1	FALSE
ENSMUSG00000069793.13	anchor	0.04044882370371186	2.2607032111499006	TRUE	1	FALSE
ENSMUSG00000069874.8	anchor	0.02645636155130131	1.8917423744059845	TRUE	1	FALSE
ENSMUSG00000069892.10	anchor	0.04565193950043895	1.0355621161134914	TRUE	1	FALSE
ENSMUSG00000069893.11	anchor	0.03908655735615956	0.7441167817642736	TRUE	1	FALSE
ENSMUSG00000070031.12	anchor	0.02577781945476857	1.5163071974810554	TRUE	1	FALSE
ENSMUSG00000070034.14	anchor	0.02520825910088443	1.3084099436023109	TRUE	1	FALSE
ENSMUSG00000070327.16	anchor	0.02504664213606916	1.9339887351984009	TRUE	1	FALSE
ENSMUSG00000070427.5	anchor	0.02947905894270172	1.0013817322765934	TRUE	1	FALSE
ENSMUSG00000070501.15	anchor	0.04147522392303954	1.843458056825925	TRUE	1	FALSE
ENSMUSG00000071068.8	anchor	0.02597595513733464	1.3895105849158262	TRUE	1	FALSE
ENSMUSG00000071350.13	anchor	0.02652671672967358	1.4597018492584026	TRUE	1	FALSE
ENSMUSG00000072109.14	anchor	0.03460429279722515	1.550970459468464	TRUE	1	FALSE
ENSMUSG00000072620.4	anchor	0.02904504735450201	1.4579066219466226	TRUE	1	FALSE
ENSMUSG00000072844.8	anchor	0.06246749709925819	2.8049379391410327	TRUE	1	FALSE
ENSMUSG00000073144.7	anchor	0.06297768155755626	2.1486446764328107	TRUE	1	FALSE
ENSMUSG00000073489.7	anchor	0.04336035464372206	2.6504232526500133	TRUE	1	FALSE
ENSMUSG00000073490.12	anchor	0.04366589126539277	2.0674822388651255	TRUE	1	FALSE
ENSMUSG00000073491.12	anchor	0.0391108322346301	2.2862447339914302	TRUE	1	FALSE
ENSMUSG00000073555.2	anchor	0.05499399548813435	2.2174979457829567	TRUE	1	FALSE
ENSMUSG00000073902.6	anchor	0.04241434232697532	1.2877521674681138	TRUE	1	FALSE
ENSMUSG00000074151.15	anchor	0.02388773195952717	1.4046201694403626	TRUE	1	FALSE
ENSMUSG00000074896.4	anchor	0.04532962161577791	3.7414787591211223	TRUE	1	FALSE
ENSMUSG00000075602.11	anchor	0.023104917513854	1.320434904231787	TRUE	1	FALSE
ENSMUSG00000078153.4	anchor	0.03816984259889759	1.0892353160852537	TRUE	1	FALSE
ENSMUSG00000078349.6	anchor	0.02655694494858683	1.667414369600887	TRUE	1	FALSE
ENSMUSG00000078606.9	anchor	0.0314212374738414	1.762219907535569	TRUE	1	FALSE
ENSMUSG00000078616.3	anchor	0.04573730286797598	3.806981760861859	TRUE	1	FALSE
ENSMUSG00000078763.3	anchor	0.02686314035397105	1.8715706077190788	TRUE	1	FALSE
ENSMUSG00000078853.9	anchor	0.03033962424421523	2.130394665144164	TRUE	1	FALSE
ENSMUSG00000078920.4	anchor	0.02718676917493808	1.8962148515119184	TRUE	1	FALSE
ENSMUSG00000078921.4	anchor	0.04067520813044748	2.5079110046463517	TRUE	1	FALSE
ENSMUSG00000078922.10	anchor	0.04287895561349954	2.7653605185600054	TRUE	1	FALSE
ENSMUSG00000079339.8	anchor	0.03795552510781951	3.033458501069105	TRUE	1	FALSE
ENSMUSG00000079363.8	anchor	0.03166698769539874	1.62202032149365	TRUE	1	FALSE
ENSMUSG00000079419.5	anchor	0.02417814020031722	0.8654867839592787	TRUE	1	FALSE
ENSMUSG00000079491.11	anchor	0.02877778482453939	0.6783337541022412	TRUE	1	FALSE
ENSMUSG00000085501.3	anchor	0.07913335473332322	2.5376517376110543	TRUE	1	FALSE
ENSMUSG00000085977.2	anchor	0.0877503941622805	3.5069390366748956	TRUE	1	FALSE
ENSMUSG00000086213.4	anchor	0.04057540415204756	2.605086933475963	TRUE	1	FALSE
ENSMUSG00000086527.2	anchor	0.07985460727697796	2.794697444903214	TRUE	1	FALSE
ENSMUSG00000086866.4	anchor	0.07048385933394062	2.1563972843340733	TRUE	1	FALSE
ENSMUSG00000087477.4	anchor	0.09435679784668057	2.967797251529139	TRUE	1	FALSE
ENSMUSG00000090222.3	anchor	0.0639631231782306	2.3232743174231216	TRUE	1	FALSE
ENSMUSG00000090272.10	anchor	0.0340295655691081	1.4304570355196775	TRUE	1	FALSE
ENSMUSG00000090942.2	anchor	0.06748781768454556	2.714149954945401	TRUE	1	FALSE
ENSMUSG00000091144.3	anchor	0.03117495733692988	1.908934201443597	TRUE	1	FALSE
ENSMUSG00000091549.2	anchor	0.02999936620481863	1.580918539146308	TRUE	1	FALSE
ENSMUSG00000091649.4	anchor	0.03847855057507209	2.5506332209665565	TRUE	1	FALSE
ENSMUSG00000092021.10	anchor	0.05320135278329659	3.667647830351214	TRUE	1	FALSE
ENSMUSG00000094796.3	anchor	0.03017971961255284	1.7677393335028742	TRUE	1	FALSE
ENSMUSG00000096727.4	anchor	0.02324867779031967	0.8089430037049261	TRUE	1	FALSE
ENSMUSG00000097194.5	anchor	0.02732715412314961	1.250002023419836	TRUE	1	FALSE
ENSMUSG00000099843.4	anchor	0.03518514972651888	1.1724152852952494	TRUE	1	FALSE
ENSMUSG00000101389.2	anchor	0.0411838463336004	1.2843638633802277	TRUE	1	FALSE
ENSMUSG00000102964.2	anchor	0.05899346612689814	1.1702672175123463	TRUE	1	FALSE
ENSMUSG00000104713.5	anchor	0.04651054499235571	2.636872769550146	TRUE	1	FALSE
ENSMUSG00000105096.2	anchor	0.06140703670083893	3.775453263034024	TRUE	1	FALSE
ENSMUSG00000105504.5	anchor	0.02897021769882775	1.8330948490161496	TRUE	1	FALSE
ENSMUSG00000106734.6	anchor	0.0259092643868733	1.115667320429934	TRUE	1	FALSE
ENSMUSG00000107215.2	anchor	0.03860235022524552	1.1977863613988136	TRUE	1	FALSE
ENSMUSG00000109408.3	anchor	0.0453637856507804	1.6714567956285673	TRUE	1	FALSE
ENSMUSG00000112023.2	anchor	0.03526183132015195	1.964818597807214	TRUE	1	FALSE
ENSMUSG00000112627.4	anchor	0.03226296527081253	1.2078505722966584	TRUE	1	FALSE
ENSMUSG00000115338.4	anchor	0.03355036454932109	1.484974017065114	TRUE	1	FALSE
ENSMUSG00000116380.3	anchor	0.03287595778295672	0.1987832841597744	TRUE	1	FALSE
ENSMUSG00000117964.3	anchor	0.04772969796183309	1.681582213682744	TRUE	1	FALSE
ENSMUSG00000118590.2	anchor	0.09233974309920732	1.8436749531454657	TRUE	1	FALSE
ENSMUSG00000120115.2	anchor	0.04525899725700001	1.212488482534415	TRUE	1	FALSE
ENSMUSG00000120878.2	anchor	0.05469258494321308	2.500235434388581	TRUE	1	FALSE
ENSMUSG00000122042.1	anchor	0.08041002161649316	2.783447584363675	TRUE	1	FALSE
ENSMUSG00000124385.1	anchor	0.05915900920399705	2.1319520927820115	TRUE	1	FALSE
ENSMUSG00000125368.1	anchor	0.07146795571146664	1.74607557870143	TRUE	1	FALSE
ENSMUSG00000134402.1	anchor	0.03978732388465119	2.787795396300586	TRUE	1	FALSE
ENSMUSG00000138247.1	anchor	0.07450463359175158	4.118168331717115	TRUE	1	FALSE
ENSMUSG00000139247.1	anchor	0.06274300490456858	1.713925189661721	TRUE	1	FALSE
ENSMUSG00000139273.1	anchor	0.05210329576711161	1.854073625165283	TRUE	1	FALSE
ENSMUSG00000141070.1	anchor	0.03994739230126086	2.236171591121899	TRUE	1	FALSE
ENSMUSG00000141112.1	anchor	0.06872176488546305	2.957615270146688	TRUE	1	FALSE
ENSMUSG00000142640.1	anchor	0.03921263667112588	1.6987910449218206	TRUE	1	FALSE
ENSMUSG00000143426.1	anchor	0.05669422975691313	2.5974511959236057	TRUE	1	FALSE
ENSMUSG00000133422.1	anchor	3.91972333937147	4.3893802013318295	FALSE	0.05748891586290275	FALSE
ENSMUSG00000107883.2	anchor	3.8749454147308926	4.490740576187399	FALSE	0.057663769202680064	FALSE
ENSMUSG00000112906.2	anchor	3.872637003461236	4.49336565297401	FALSE	0.05767294901447376	FALSE
